N,LAM,C,ADEL,LEC1,LEC2,MU_ETA,MU_DEL,XI_INF,XI_FO,TSM_FO,XI_CMB,XI_BBN,RD_ETA,RD_DEL,DNEFF_CMB,DNEFF_BBN,ETA_SI_PER_MASS,DEL_SI_PER_MASS
5,0.1,0.001,1,0.1,1,1,1,0.01,0.217013,0.0172688,3.21979e-09,0.00125667,37.4398,1.3046e+16,0,0,0.443726,24805
6,0.1,0.001,1,0.1,1,1,1,0.01,0.208603,0.0171897,3.10926e-09,0.00121354,55.5872,2.70547e+14,0,0,0.195344,20670.9
7,0.1,0.001,1,0.1,1,1,1,0.01,0.20281,0.0170445,3.04865e-09,0.00118988,77.9511,5.61523e+12,0,0,0.0976199,17717.9
8,0.1,0.001,1,0.1,1,1,1,0.01,0.197726,0.0169756,2.98431e-09,0.00116477,103.986,1.15417e+11,0,0,0.0535272,15503.1
9,0.1,0.001,1,0.1,1,1,1,0.01,0.193659,0.0169056,2.93502e-09,0.00114553,134.038,2.34588e+09,0,0,0.0315056,13780.6
10,0.1,0.001,1,0.1,1,1,1,0.01,0.190036,0.016874,2.88552e-09,0.00112621,167.747,4.7206e+07,0,0,0.0196101,12402.5
11,0.1,0.001,1,0.1,1,1,1,0.01,0.188277,0.0166816,2.89178e-09,0.00112866,207.385,941978,0,0,0.0127706,11275
12,0.1,0.001,1,0.1,1,1,1,0.01,0.185499,0.0166745,2.85032e-09,0.00111247,248.972,18665.1,0,0,0.00863305,10335.4
13,0.1,0.001,1,0.1,1,1,1,0.01,0.18328,0.0166449,2.82123e-09,0.00110112,294.766,367.658,0,0,0.00602191,9540.39
14,0.1,0.001,1,0.1,1,1,1,0.01,0.18182,0.016556,2.81378e-09,0.00109821,345.648,7.20551,0,0,0.00431423,8858.94
15,0.1,0.001,1,0.1,1,1,1,0.01,0.17966,0.0165953,2.77377e-09,0.0010826,397.874,0.140604,0,0,0.00316278,8268.34
16,0.1,0.001,1,0.1,1,1,1,0.01,0.178042,0.0165925,2.74926e-09,0.00107303,454.636,0.00273329,0,0,0.00236559,7751.57
17,0.1,0.001,1,0.1,1,1,1,0.01,0.177665,0.0164429,2.7684e-09,0.0010805,519.272,5.29571e-05,0,0,0.00180078,7295.59
18,0.1,0.001,1,0.1,1,1,1,0.01,0.175744,0.0165316,2.72376e-09,0.00106307,580.91,1.02301e-06,0,0,0.00139237,6890.28
19,0.1,0.001,1,0.1,1,1,1,0.01,0.175154,0.0164523,2.7277e-09,0.00106461,651.441,1.97104e-08,0,0,0.00109166,6527.64
20,0.1,0.001,1,0.1,1,1,1,0.01,0.17411,0.0164554,2.71094e-09,0.00105807,722.837,3.78859e-10,0,0,0.000866652,6201.26
21,0.1,0.001,1,0.1,1,1,1,0.01,0.174245,0.0163027,2.73846e-09,0.00106881,804.134,7.2665e-12,0,0,0.000695813,5905.96
22,0.1,0.001,1,0.1,1,1,1,0.01,0.173205,0.0163347,2.71678e-09,0.00106035,881.665,1.39098e-13,0,0,0.000564388,5637.5
23,0.1,0.001,1,0.1,1,1,1,0.01,0.171939,0.0164149,2.68375e-09,0.00104746,959.9,2.65792e-15,0,0,0.000462066,5392.4
24,0.1,0.001,1,0.1,1,1,1,0.01,0.171485,0.016386,2.68138e-09,0.00104654,1046.6,5.07052e-17,0,0,0.00038153,5167.71
25,0.1,0.001,1,0.1,1,1,1,0.01,0.171821,0.0162468,2.70964e-09,0.00105756,1142.88,9.65863e-19,0,0,0.000317504,4961
26,0.1,0.001,1,0.1,1,1,1,0.01,0.170697,0.0163398,2.67659e-09,0.00104467,1229.54,1.83736e-20,0,0,0.000266134,4770.2
27,0.1,0.001,1,0.1,1,1,1,0.01,0.17123,0.0161866,2.71037e-09,0.00105785,1334.12,3.4912e-22,0,0,0.000224565,4593.52
28,0.1,0.001,1,0.1,1,1,1,0.01,0.170059,0.0163056,2.67219e-09,0.00104295,1424.75,6.62891e-24,0,0,0.000190664,4429.47
29,0.1,0.001,1,0.1,1,1,1,0.01,0.169749,0.0162987,2.66845e-09,0.00104149,1526.29,1.25903e-25,0,0,0.000162813,4276.73
30,0.1,0.001,1,0.1,1,1,1,0.01,0.170347,0.0161542,2.70181e-09,0.00105451,1641.01,2.39873e-27,0,0,0.000139776,4134.17
31,0.1,0.001,1,0.1,1,1,1,0.01,0.170223,0.0161301,2.70387e-09,0.00105531,1750.21,4.62137e-29,0,0,0.000120601,4000.81
32,0.1,0.001,1,0.1,1,1,1,0.01,0.169527,0.016204,2.68054e-09,0.00104621,1854.46,9.20336e-31,0,0,0.000104545,3875.78
33,0.1,0.001,1,0.1,1,1,1,0.01,0.169974,0.0160992,2.7051e-09,0.00105579,1975.89,1.99902e-32,0,0,9.10263e-05,3758.34
34,0.1,0.001,1,0.1,1,1,1,0.01,0.169991,0.0160686,2.71051e-09,0.0010579,2094.13,5.21891e-34,0,0,7.95838e-05,3647.8
35,0.1,0.001,1,0.1,1,1,1,0.01,0.169474,0.0161304,2.69191e-09,0.00105064,2206.81,1.78342e-35,0,0,6.98511e-05,3543.57
36,0.1,0.001,1,0.1,1,1,1,0.01,0.169112,0.0161725,2.67918e-09,0.00104568,2323.23,7.76342e-37,0,0,6.15345e-05,3445.14
37,0.1,0.001,1,0.1,1,1,1,0.01,0.169536,0.0160879,2.70003e-09,0.00105381,2454.36,3.88059e-38,0,0,5.43966e-05,3352.03
38,0.1,0.001,1,0.1,1,1,1,0.01,0.169148,0.0161434,2.68459e-09,0.00104779,2573.99,2.05562e-39,0,0,4.82451e-05,3263.82
39,0.1,0.001,1,0.1,1,1,1,0.01,0.169525,0.0160736,2.70225e-09,0.00105468,2708.78,1.11112e-40,0,0,4.29229e-05,3180.13
40,0.1,0.001,1,0.1,1,1,1,0.01,0.169849,0.0160161,2.71713e-09,0.00106049,2844.74,6.04023e-42,0,0,3.8301e-05,3100.63
41,0.1,0.001,1,0.1,1,1,1,0.01,0.169502,0.0160762,2.70143e-09,0.00105436,2970.17,3.28553e-43,0,0,3.4273e-05,3025
42,0.1,0.001,1,0.1,1,1,1,0.01,0.16995,0.0160035,2.72088e-09,0.00106195,3112.38,1.78514e-44,0,0,3.07509e-05,2952.98
43,0.1,0.001,1,0.1,1,1,1,0.01,0.170217,0.0159646,2.73179e-09,0.00106621,3252.94,9.68336e-46,0,0,2.76612e-05,2884.3
44,0.1,0.001,1,0.1,1,1,1,0.01,0.169759,0.0160544,2.70923e-09,0.0010574,3380.31,5.24336e-47,0,0,2.49426e-05,2818.75
45,0.1,0.001,1,0.1,1,1,1,0.01,0.170136,0.0160018,2.72415e-09,0.00106323,3526.43,2.83419e-48,0,0,2.25436e-05,2756.11
46,0.1,0.001,1,0.1,1,1,1,0.01,0.17012,0.0160207,2.72068e-09,0.00106188,3665.54,1.52935e-49,0,0,2.04206e-05,2696.2
47,0.1,0.001,1,0.1,1,1,1,0.01,0.170752,0.0159275,2.74678e-09,0.00107206,3820.53,8.2389e-51,0,0,1.8537e-05,2638.83
48,0.1,0.001,1,0.1,1,1,1,0.01,0.170931,0.0159166,2.75154e-09,0.00107392,3966.9,4.43147e-52,0,0,1.68614e-05,2583.86
49,0.1,0.001,1,0.1,1,1,1,0.01,0.170582,0.0160027,2.73114e-09,0.00106596,4102,2.37996e-53,0,0,1.53673e-05,2531.12
50,0.1,0.001,1,0.1,1,1,1,0.01,0.170913,0.0159691,2.74219e-09,0.00107027,4254.33,1.27632e-54,0,0,1.40318e-05,2480.5
51,0.1,0.001,1,0.1,1,1,1,0.01,0.171197,0.015946,2.75074e-09,0.00107361,4406.74,6.83508e-56,0,0,1.28355e-05,2431.86
52,0.1,0.001,1,0.1,1,1,1,0.01,0.171422,0.0159357,2.75613e-09,0.00107571,4558.76,3.65549e-57,0,0,1.17616e-05,2385.1
53,0.1,0.001,1,0.1,1,1,1,0.01,0.171477,0.0159584,2.75309e-09,0.00107452,4707.36,1.95248e-58,0,0,1.07954e-05,2340.1
54,0.1,0.001,1,0.1,1,1,1,0.01,0.171989,0.0158989,2.77165e-09,0.00108177,4868.93,1.04157e-59,0,0,9.92448e-06,2296.76
55,0.1,0.001,1,0.1,1,1,1,0.01,0.172065,0.0159216,2.76891e-09,0.0010807,5019.86,5.54971e-61,0,0,9.13792e-06,2255
56,0.1,0.001,1,0.1,1,1,1,0.01,0.172354,0.0159065,2.7762e-09,0.00108354,5177.33,2.9536e-62,0,0,8.42623e-06,2214.73
57,0.1,0.001,1,0.1,1,1,1,0.01,0.17249,0.0159217,2.77575e-09,0.00108337,5331.3,1.57018e-63,0,0,7.78113e-06,2175.88
