1e-07, 5, 0.000382169, 2.43378e+17
1e-07, 6, 0.000484757, 8.69494e+14
1e-07, 7, 0.000630536, 2.96029e+12
1e-07, 8, 0.000729619, 9.7182e+09
1e-07, 9, 0.000860341, 3.09741e+07
1e-07, 10, 0.0010145, 96360.8
1e-07, 11, 0.00125348, 293.821
1e-07, 12, 0.00136491, 0.880963
1e-07, 13, 0.00152284, 0.00260376
1e-07, 14, 0.0017124, 7.5838e-06
1e-07, 15, 0.00190958, 2.05581e-08
1e-07, 16, 0.00211665, 5.83892e-11
1e-07, 17, 0.00233319, 1.64472e-13
1e-07, 18, 0.00255856, 4.59952e-16
1e-07, 19, 0.00279353, 1.2784e-18
1e-07, 20, 0.00303664, 3.56259e-21
1e-07, 21, 0.00328604, 1.17991e-23
1e-07, 22, 0.00354598, 1.60288e-25
1e-07, 23, 0.00381298, 8.50821e-27
1e-07, 24, 0.00408948, 5.27084e-28
1e-07, 25, 0.00437397, 3.26142e-29
1e-07, 26, 0.00466792, 2.00205e-30
1e-07, 27, 0.00496835, 1.21958e-31
1e-07, 28, 0.00527847, 7.37637e-33
1e-07, 29, 0.00578131, 4.43183e-34
1e-07, 30, 0.00592048, 2.64621e-35
1e-07, 31, 0.00625441, 1.57087e-36
1e-07, 32, 0.0065959, 9.27437e-38
1e-07, 33, 0.00694613, 5.44757e-39
1e-07, 34, 0.00730292, 3.18437e-40
1e-07, 35, 0.00766797, 1.85296e-41
1e-07, 36, 0.00804115, 1.0736e-42
1e-07, 37, 0.00887277, 6.19511e-44
1e-07, 38, 0.00910641, 3.56106e-45
1e-07, 39, 0.0092118, 2.03948e-46
1e-07, 40, 0.0106935, 1.16399e-47
1e-07, 41, 0.0100259, 6.62128e-49
1e-07, 42, 0.0109032, 3.7546e-50
1e-07, 43, 0.0108748, 2.12265e-51
1e-07, 44, 0.0113098, 1.1966e-52
1e-07, 45, 0.0119914, 6.72703e-54
1e-07, 46, 0.012654, 3.77189e-55
1e-07, 47, 0.0126562, 2.10961e-56
1e-07, 48, 0.0131236, 1.17706e-57
1e-07, 49, 0.0135981, 6.55224e-59
1e-07, 50, 0.014077, 3.63929e-60
1e-07, 51, 0.0145676, 2.01705e-61
1e-07, 52, 0.0156851, 1.11564e-62
1e-07, 53, 0.015954, 6.15852e-64
1e-07, 54, 0.0180126, 3.39314e-65
1e-07, 55, 0.0165884, 1.86608e-66
1e-07, 56, 0.017116, 1.02445e-67
1e-07, 57, 0.0195876, 5.61447e-69
1e-07, 58, 0.018188, 3.07193e-70
1e-07, 59, 0.0187337, 1.67812e-71
1e-07, 60, 0.0192916, 9.15306e-73
1e-07, 61, 0.0198541, 4.98497e-74
1e-07, 62, 0.0204302, 2.71102e-75
1e-07, 63, 0.0209998, 1.4723e-76
1e-07, 64, 0.0271552, 7.98496e-78
1e-07, 65, 0.0221749, 4.32494e-79
1e-07, 66, 0.0227721, 2.33956e-80
1e-07, 67, 0.0233794, 1.26402e-81
1e-07, 68, 0.0267305, 6.82108e-83
1e-07, 69, 0.0246097, 3.67661e-84
1e-07, 70, 0.0252408, 1.97948e-85
1e-07, 71, 0.0258757, 1.06458e-86
1e-07, 72, 0.0269223, 5.71927e-88
1e-07, 73, 0.0271676, 3.06939e-89
1e-07, 74, 0.0278244, 1.6456e-90
1e-07, 75, 0.0284859, 8.81396e-92
1e-07, 76, 0.0291595, 4.71629e-93
1e-07, 77, 0.0298337, 2.52131e-94
1e-07, 78, 0.0305225, 1.34665e-95
1e-07, 79, 0.0312124, 7.18621e-97
1e-07, 80, 0.0319155, 3.8315e-98
1e-07, 81, 0.0326225, 2.04114e-99
1e-07, 82, 0.0333366, 1.08647e-100
1e-07, 83, 0.034058, 5.77851e-102
1e-07, 84, 0.0347867, 3.07095e-103
1e-07, 85, 0.0355254, 1.63079e-104
1e-07, 86, 0.0362621, 8.65362e-106
1e-07, 87, 0.0370153, 4.58861e-107
1e-07, 88, 0.0377682, 2.43139e-108
1e-07, 89, 0.0385349, 1.28743e-109
1e-07, 90, 0.0393084, 6.81235e-111
1e-07, 91, 0.0400822, 3.60231e-112
1e-07, 92, 0.0408782, 1.90362e-113
1e-07, 93, 0.0416711, 1.00532e-114
1e-07, 94, 0.0424648, 5.30584e-116
