N,LAM,C,ADEL,LEC1,LEC2,MU_ETA,MU_DEL,XI_INF,XI_FO,TSM_FO,XI_CMB,XI_BBN,RD_ETA,RD_DEL,DNEFF_CMB,DNEFF_BBN,ETA_SI_PER_MASS,DEL_SI_PER_MASS
5,1e-05,0.001,1,0.1,1,1,1,0.01,0.159636,2.3209e-06,1.7623e-05,0.0177987,5.62774e-05,910681,3.06567e-08,3.06567e-08,4.43726e+11,2.4805e+16
6,1e-05,0.001,1,0.1,1,1,1,0.01,0.145902,2.46825e-06,1.51452e-05,0.0188532,7.49579e-05,34824,4.45724e-08,4.45724e-08,1.95344e+11,2.06709e+16
7,1e-05,0.001,1,0.1,1,1,1,0.01,0.136777,2.57113e-06,1.36299e-05,0.0199432,9.59212e-05,1207.69,6.18057e-08,6.18057e-08,9.76199e+10,1.77179e+16
8,1e-05,0.001,1,0.1,1,1,1,0.01,0.129183,2.67656e-06,1.23661e-05,0.0210513,0.000119088,38.8894,8.26727e-08,8.26727e-08,5.35272e+10,1.55031e+16
9,1e-05,0.001,1,0.1,1,1,1,0.01,0.123463,2.76145e-06,1.14553e-05,0.0221669,0.000144463,1.18042,1.07481e-07,1.07481e-07,3.15056e+10,1.37806e+16
10,1e-05,0.001,1,0.1,1,1,1,0.01,0.119283,2.82214e-06,1.08294e-05,0.023283,0.000172044,0.0340744,1.36528e-07,1.36528e-07,1.96101e+10,1.24025e+16
11,1e-05,0.001,1,0.1,1,1,1,0.01,0.115423,2.89088e-06,1.02298e-05,0.0243951,0.000201733,0.000946319,1.70106e-07,1.70106e-07,1.27706e+10,1.1275e+16
12,1e-05,0.001,1,0.1,1,1,1,0.01,0.112936,2.92527e-06,9.89174e-06,0.0255,0.00023364,2.54319e-05,2.08494e-07,2.08494e-07,8.63305e+09,1.03354e+16
13,1e-05,0.001,1,0.1,1,1,1,0.01,0.11025,2.979e-06,9.48227e-06,0.0265959,0.000267572,6.63748e-07,2.51969e-07,2.51969e-07,6.02191e+09,9.54039e+15
14,1e-05,0.001,1,0.1,1,1,1,0.01,0.108039,3.02487e-06,9.15118e-06,0.0276815,0.000303598,1.68926e-08,3.00798e-07,3.00798e-07,4.31423e+09,8.85894e+15
15,1e-05,0.001,1,0.1,1,1,1,0.01,0.105963,3.07463e-06,8.8301e-06,0.028756,0.000341644,4.21022e-10,3.55243e-07,3.55243e-07,3.16278e+09,8.26834e+15
16,1e-05,0.001,1,0.1,1,1,1,0.01,0.104622,3.10006e-06,8.64685e-06,0.029819,0.00038185,1.02993e-11,4.15558e-07,4.15558e-07,2.36559e+09,7.75157e+15
17,1e-05,0.001,1,0.1,1,1,1,0.01,0.103342,3.12888e-06,8.46242e-06,0.0308702,0.000424056,2.4771e-13,4.81994e-07,4.81994e-07,1.80078e+09,7.29559e+15
18,1e-05,0.001,1,0.1,1,1,1,0.01,0.102435,3.14556e-06,8.34363e-06,0.0319097,0.000468349,5.87034e-15,5.54795e-07,5.54795e-07,1.39237e+09,6.89028e+15
19,1e-05,0.001,1,0.1,1,1,1,0.01,0.101368,3.17469e-06,8.18096e-06,0.0329376,0.000514535,1.37326e-16,6.34202e-07,6.34202e-07,1.09166e+09,6.52764e+15
20,1e-05,0.001,1,0.1,1,1,1,0.01,0.100773,3.1846e-06,8.10765e-06,0.0339539,0.000562851,3.17385e-18,7.2045e-07,7.2045e-07,8.66652e+08,6.20126e+15
21,1e-05,0.001,1,0.1,1,1,1,0.01,0.100119,3.20097e-06,8.01381e-06,0.0349589,0.00061307,7.25283e-20,8.1377e-07,8.1377e-07,6.95813e+08,5.90596e+15
22,1e-05,0.001,1,0.1,1,1,1,0.01,0.0994398,3.22205e-06,7.90738e-06,0.0359529,0.00066518,1.64084e-21,9.1439e-07,9.1439e-07,5.64388e+08,5.6375e+15
23,1e-05,0.001,1,0.1,1,1,1,0.01,0.0992679,3.21904e-06,7.90109e-06,0.0369362,0.000719477,3.68037e-23,1.02254e-06,1.02254e-06,4.62066e+08,5.3924e+15
24,1e-05,0.001,1,0.1,1,1,1,0.01,0.0987954,3.23459e-06,7.82567e-06,0.037909,0.000775486,8.19048e-25,1.13843e-06,1.13843e-06,3.8153e+08,5.16771e+15
25,1e-05,0.001,1,0.1,1,1,1,0.01,0.098278,3.25525e-06,7.73529e-06,0.0388717,0.000833317,1.80881e-26,1.26228e-06,1.26228e-06,3.17504e+08,4.961e+15
26,1e-05,0.001,1,0.1,1,1,1,0.01,0.0982491,3.25073e-06,7.74376e-06,0.0398245,0.000893362,3.96444e-28,1.39431e-06,1.39431e-06,2.66134e+08,4.7702e+15
27,1e-05,0.001,1,0.1,1,1,1,0.01,0.0981867,3.24977e-06,7.74113e-06,0.0407677,0.000955243,8.62929e-30,1.53473e-06,1.53473e-06,2.24565e+08,4.59352e+15
28,1e-05,0.001,1,0.1,1,1,1,0.01,0.097881,3.26448e-06,7.68226e-06,0.0417016,0.00101875,1.867e-31,1.68374e-06,1.68374e-06,1.90664e+08,4.42947e+15
