N,LAM,C,ADEL,LEC1,LEC2,MU_ETA,MU_DEL,XI_INF,XI_FO,TSM_FO,XI_CMB,XI_BBN,RD_ETA,RD_DEL,DNEFF_CMB,DNEFF_BBN,ETA_SI_PER_MASS,DEL_SI_PER_MASS
5,1e-06,0.001,1,0.1,1,1,1,0.05,1.46466,2.14172e-08,0.0175218,0.0394908,0.000614372,2.67267e+09,8.03251e-06,8.03251e-06,4.43726e+14,2.4805e+19
5.40268,1e-06,0.001,1,0.1,1,1,1,0.05,1.39561,2.21467e-08,0.0161458,0.0408165,0.00069214,7.29389e+08,9.56479e-06,9.56479e-06,3.13138e+14,2.29562e+19
8.8255,1e-06,0.001,1,0.1,1,1,1,0.05,1.09096,2.58205e-08,0.0108256,0.0506646,0.00150535,6488.18,2.96151e-05,2.96151e-05,3.44074e+13,1.4053e+19
8.42282,1e-06,0.001,1,0.1,1,1,1,0.05,1.11099,2.55858e-08,0.0111254,0.049601,0.00139569,26545.8,2.6545e-05,2.6545e-05,4.24542e+13,1.47249e+19
8.62416,1e-06,0.001,1,0.1,1,1,1,0.05,1.09749,2.58049e-08,0.0108969,0.0501352,0.0014499,13137.7,2.80545e-05,2.80545e-05,3.81728e+13,1.43811e+19
9.22819,1e-06,0.001,1,0.1,1,1,1,0.05,1.06851,2.61704e-08,0.010461,0.0517097,0.00161841,1572.98,3.28918e-05,3.28918e-05,2.81485e+13,1.34398e+19
8.22148,1e-06,0.001,1,0.1,1,1,1,0.05,1.12862,2.52595e-08,0.0114479,0.0490618,0.00134253,53520.3,2.50857e-05,2.50857e-05,4.73375e+13,1.50855e+19
7.81879,1e-06,0.001,1,0.1,1,1,1,0.05,1.15187,2.49973e-08,0.0118063,0.0479675,0.00123836,216039,2.23157e-05,2.23157e-05,5.93405e+13,1.58624e+19
9.83221,1e-06,0.001,1,0.1,1,1,1,0.05,1.03403,2.68044e-08,0.00988395,0.0532461,0.00179445,185.179,3.82058e-05,3.82058e-05,2.11616e+13,1.26142e+19
6.4094,1e-06,0.001,1,0.1,1,1,1,0.05,1.27362,2.3455e-08,0.0139126,0.0439393,0.000903384,2.622e+07,1.41078e-05,1.41078e-05,1.45145e+14,1.93505e+19
6.00671,1e-06,0.001,1,0.1,1,1,1,0.05,1.31619,2.29943e-08,0.0146657,0.0427194,0.000816023,1.00358e+08,1.21649e-05,1.21649e-05,1.94363e+14,2.06478e+19
7.21477,1e-06,0.001,1,0.1,1,1,1,0.05,1.20355,2.42455e-08,0.0127186,0.0462821,0.00108939,1.71905e+06,1.85216e-05,1.85216e-05,8.52079e+13,1.71905e+19
5.60403,1e-06,0.001,1,0.1,1,1,1,0.05,1.37347,2.23129e-08,0.0157713,0.0414614,0.000732574,3.78192e+08,1.03905e-05,1.03905e-05,2.656e+14,2.21314e+19
10.0336,1e-06,0.001,1,0.1,1,1,1,0.05,1.02669,2.68941e-08,0.00978108,0.0537505,0.00185514,90.4461,4.00862e-05,4.00862e-05,1.93167e+13,1.2361e+19
6.20805,1e-06,0.001,1,0.1,1,1,1,0.05,1.30078,2.3081e-08,0.0144396,0.0433338,0.000859357,5.1391e+07,1.31149e-05,1.31149e-05,1.67564e+14,1.99781e+19
7.61745,1e-06,0.001,1,0.1,1,1,1,0.05,1.16872,2.47394e-08,0.0121039,0.0474118,0.00118781,432448,2.10036e-05,2.10036e-05,6.67324e+13,1.62817e+19
9.63087,1e-06,0.001,1,0.1,1,1,1,0.05,1.04927,2.64566e-08,0.0101615,0.052738,0.00173516,378.5,3.63805e-05,3.63805e-05,2.32265e+13,1.28779e+19
5.20134,1e-06,0.001,1,0.1,1,1,1,0.05,1.43108,2.17452e-08,0.0168619,0.0401599,0.000652806,1.39993e+09,8.77902e-06,8.77902e-06,3.71501e+14,2.38448e+19
7.01342,1e-06,0.001,1,0.1,1,1,1,0.05,1.21595,2.41519e-08,0.0128994,0.0457074,0.00104139,3.41299e+06,1.73504e-05,1.73504e-05,9.6782e+13,1.7684e+19
7.41611,1e-06,0.001,1,0.1,1,1,1,0.05,1.18686,2.44644e-08,0.01243,0.0468501,0.00113818,863383,1.97391e-05,1.97391e-05,7.52814e+13,1.67237e+19
9.42953,1e-06,0.001,1,0.1,1,1,1,0.05,1.05339,2.64898e-08,0.0101886,0.0522259,0.001676,772.302,3.46093e-05,3.46093e-05,2.55431e+13,1.31528e+19
5.80537,1e-06,0.001,1,0.1,1,1,1,0.05,1.3488,2.25541e-08,0.0153224,0.0420955,0.000773906,1.95223e+08,1.1257e-05,1.1257e-05,2.26592e+14,2.13639e+19
6.81208,1e-06,0.001,1,0.1,1,1,1,0.05,1.23276,2.396e-08,0.0131825,0.0451256,0.000994423,6.75592e+06,1.62248e-05,1.62248e-05,1.10337e+14,1.82066e+19
6.61074,1e-06,0.001,1,0.1,1,1,1,0.05,1.25006,2.37729e-08,0.0134727,0.0445364,0.000948377,1.33313e+07,1.51442e-05,1.51442e-05,1.26286e+14,1.87612e+19
8.02013,1e-06,0.001,1,0.1,1,1,1,0.05,1.14104,2.51001e-08,0.0116475,0.0485174,0.00129003,107658,2.36762e-05,2.36762e-05,5.29252e+13,1.54642e+19
9.02685,1e-06,0.001,1,0.1,1,1,1,0.05,1.07945,2.59992e-08,0.0106377,0.0511894,0.00156143,3197.77,3.12273e-05,3.12273e-05,3.10862e+13,1.37396e+19
10.2349,1e-06,0.001,1,0.1,1,1,1,0.05,1.01966,2.69797e-08,0.00968332,0.0542513,0.00191674,44.1049,4.2022e-05,4.2022e-05,1.76646e+13,1.21179e+19
10.4362,1e-06,0.001,1,0.1,1,1,1,0.05,1.0096,2.71798e-08,0.00951717,0.0547485,0.00197897,21.4738,4.4014e-05,4.4014e-05,1.6182e+13,1.18841e+19
