1e-07, 5, 0.521074, 1.70983e+22
1e-07, 6, 0.687242, 5.41722e+19
1e-07, 7, 0.871868, 1.63592e+17
1e-07, 8, 1.07498, 4.77874e+14
1e-07, 9, 1.29581, 1.36186e+12
1e-07, 10, 1.53431, 3.80923e+09
1e-07, 11, 1.79077, 1.05027e+07
1e-07, 12, 2.06422, 28632.5
1e-07, 13, 2.35453, 77.3526
1e-07, 14, 2.66242, 0.207425
1e-07, 15, 2.98679, 0.000552829
1e-07, 16, 3.32814, 1.46428e-06
1e-07, 17, 3.68628, 3.86364e-09
1e-07, 18, 4.06091, 1.01538e-11
1e-07, 19, 4.45213, 2.65902e-14
1e-07, 20, 4.85964, 6.94418e-17
1e-07, 21, 5.28359, 1.82742e-19
1e-07, 22, 5.72379, 6.02716e-22
1e-07, 23, 6.18029, 9.65013e-24
1e-07, 24, 6.6529, 5.30025e-25
1e-07, 25, 7.14168, 3.26218e-26
1e-07, 26, 7.64648, 2.00207e-27
1e-07, 27, 8.16725, 1.21958e-28
1e-07, 28, 8.70406, 7.37637e-30
1e-07, 29, 9.25729, 4.43183e-31
1e-07, 30, 9.82521, 2.64621e-32
1e-07, 31, 10.4096, 1.57087e-33
1e-07, 32, 11.0103, 9.27437e-35
1e-07, 33, 11.6261, 5.44757e-36
1e-07, 34, 12.2572, 3.18437e-37
1e-07, 35, 12.9057, 1.85296e-38
1e-07, 36, 13.568, 1.0736e-39
1e-07, 37, 14.2459, 6.19511e-41
1e-07, 38, 14.9427, 3.56106e-42
1e-07, 39, 15.6502, 2.03948e-43
1e-07, 40, 16.376, 1.16399e-44
1e-07, 41, 17.1153, 6.62128e-46
1e-07, 42, 17.8737, 3.7546e-47
1e-07, 43, 18.643, 2.12265e-48
1e-07, 44, 19.4293, 1.1966e-49
1e-07, 45, 20.2328, 6.72703e-51
1e-07, 46, 21.0489, 3.77189e-52
1e-07, 47, 21.883, 2.10961e-53
1e-07, 48, 22.7289, 1.17706e-54
