# L1 = 1, c = 1, a = 1, mu_eta = 1, mu_delta = 1.5, xi_inf = 0.01, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1.04762e-05, 26, 4.30528e-06, 1.44049e-42, 22631.1, 8.89549e+18, 4.40136e-06, 1.0745e-06
1.04762e-05, 27, 4.99086e-06, 3.23083e-44, 18389, 1.0345e+19, 4.85254e-06, 1.17013e-06
1.04762e-05, 28, 5.75963e-06, 7.19433e-46, 15055.3, 1.19649e+19, 5.33154e-06, 1.31507e-06
1.04762e-05, 29, 6.61591e-06, 1.59131e-47, 12412.8, 1.37679e+19, 5.83901e-06, 1.41745e-06
1.04762e-05, 30, 7.558e-06, 3.49781e-49, 10301.3, 1.57675e+19, 6.37562e-06, 1.58764e-06
1.04762e-05, 31, 8.59539e-06, 7.64355e-51, 8601.43, 1.79773e+19, 6.94201e-06, 1.70821e-06
1.04762e-05, 32, 9.7271e-06, 1.66114e-52, 7223.29, 2.04116e+19, 7.53882e-06, 1.83349e-06
1.04762e-05, 33, 1.09613e-05, 3.59151e-54, 6098.64, 2.30851e+19, 8.16668e-06, 1.96499e-06
1.04762e-05, 34, 1.23769e-05, 7.72744e-56, 5175.19, 2.60131e+19, 8.82622e-06, 2.18642e-06
1.04762e-05, 35, 1.37746e-05, 1.65502e-57, 4412.51, 2.92112e+19, 9.51806e-06, 2.33251e-06
1.04762e-05, 36, 1.5369e-05, 3.52932e-59, 3779.17, 3.26954e+19, 1.02428e-05, 2.48492e-06
1.04762e-05, 37, 1.70794e-05, 7.4955e-61, 3250.5, 3.64824e+19, 1.10011e-05, 2.64497e-06
1.04762e-05, 38, 1.89489e-05, 1.58571e-62, 2807.05, 4.05892e+19, 1.17935e-05, 2.89812e-06
1.04762e-05, 39, 2.09009e-05, 3.34232e-64, 2433.35, 4.50334e+19, 1.26206e-05, 3.07244e-06
1.04762e-05, 40, 2.3032e-05, 7.02023e-66, 2117.04, 4.98329e+19, 1.34831e-05, 3.25364e-06
1.04762e-05, 41, 2.53073e-05, 1.46964e-67, 1848.2, 5.50062e+19, 1.43814e-05, 3.56008e-06
1.04762e-05, 42, 2.78821e-05, 3.06684e-69, 1618.78, 6.05723e+19, 1.53162e-05, 3.75885e-06
1.04762e-05, 43, 3.03652e-05, 6.38056e-71, 1422.27, 6.65504e+19, 1.62881e-05, 3.96532e-06
1.04762e-05, 44, 3.31361e-05, 1.32365e-72, 1253.34, 7.29604e+19, 1.72977e-05, 4.17873e-06
1.04762e-05, 45, 3.61816e-05, 2.73834e-74, 1107.62, 7.98227e+19, 1.83454e-05, 4.39881e-06
1.04762e-05, 46, 3.9189e-05, 5.65011e-76, 981.504, 8.71581e+19, 1.94319e-05, 4.80027e-06
1.04762e-05, 47, 4.24914e-05, 1.16286e-77, 872.011, 9.49878e+19, 2.05578e-05, 5.04054e-06
1.04762e-05, 48, 4.59589e-05, 2.38753e-79, 776.664, 1.03334e+20, 2.17236e-05, 5.28859e-06
1.04762e-05, 49, 4.97395e-05, 4.89057e-81, 693.396, 1.12218e+20, 2.29298e-05, 5.54383e-06
1.04762e-05, 50, 5.36344e-05, 9.99542e-83, 620.476, 1.21662e+20, 2.4177e-05, 5.80684e-06
1.04762e-05, 51, 5.78009e-05, 2.0385e-84, 556.447, 1.31691e+20, 2.54657e-05, 6.07791e-06
1.04762e-05, 52, 6.19934e-05, 4.14884e-86, 500.082, 1.42328e+20, 2.67965e-05, 6.61294e-06
1.04762e-05, 53, 6.6557e-05, 8.42714e-88, 450.342, 1.53596e+20, 2.817e-05, 6.90697e-06
1.04762e-05, 54, 7.13182e-05, 1.70846e-89, 406.344, 1.6552e+20, 2.95866e-05, 7.20923e-06
1.04762e-05, 55, 7.63299e-05, 3.45723e-91, 367.337, 1.78126e+20, 3.10469e-05, 7.62513e-06
1.04762e-05, 56, 8.15175e-05, 6.98363e-93, 332.679, 1.91438e+20, 3.25514e-05, 8.02048e-06
1.04762e-05, 57, 8.69968e-05, 1.40828e-94, 301.82, 2.05483e+20, 3.41007e-05, 8.40475e-06
1.04762e-05, 58, 9.27246e-05, 2.83517e-96, 274.288, 2.20287e+20, 3.56953e-05, 8.77398e-06
1.04762e-05, 59, 9.872e-05, 5.6987e-98, 249.674, 2.35876e+20, 3.73356e-05, 9.12339e-06
1.04762e-05, 60, 0.000104957, 1.14367e-99, 227.629, 2.52279e+20, 3.90223e-05, 9.48163e-06
1.04762e-05, 61, 0.000111543, 2.29179e-101, 207.848, 2.69523e+20, 4.07558e-05, 9.84878e-06
1.04762e-05, 62, 0.000118319, 4.58588e-103, 190.067, 2.87636e+20, 4.25366e-05, 1.0225e-05
1.04762e-05, 63, 0.000125309, 9.1635e-105, 174.055, 3.06647e+20, 4.43652e-05, 1.06103e-05
1.04762e-05, 64, 0.000132879, 1.82856e-106, 159.614, 3.26585e+20, 4.62422e-05, 1.10049e-05
1.04762e-05, 65, 0.000140331, 3.64408e-108, 146.567, 3.4748e+20, 4.81681e-05, 1.14089e-05
1.04762e-05, 66, 0.000148469, 7.2529e-110, 134.762, 3.69362e+20, 5.01433e-05, 1.18223e-05
1.04762e-05, 67, 0.000156699, 1.44177e-111, 124.065, 3.92262e+20, 5.21683e-05, 1.22454e-05
1.04762e-05, 68, 0.00016505, 2.86261e-113, 114.357, 4.1621e+20, 5.42437e-05, 1.26782e-05
1.04762e-05, 69, 0.000173902, 5.677e-115, 105.533, 4.41238e+20, 5.637e-05, 1.31209e-05
1.04762e-05, 70, 0.000183116, 1.12456e-116, 97.5036, 4.67379e+20, 5.85476e-05, 1.35735e-05
1.04762e-05, 71, 0.000192433, 2.22521e-118, 90.186, 4.94664e+20, 6.0777e-05, 1.40362e-05
1.04762e-05, 72, 0.000202209, 4.39838e-120, 83.5086, 5.23126e+20, 6.30587e-05, 1.45091e-05
1.04762e-05, 73, 0.000212402, 8.68484e-122, 77.4077, 5.528e+20, 6.53931e-05, 1.49923e-05
1.04762e-05, 74, 0.000223847, 1.71313e-123, 71.8266, 5.83719e+20, 6.77809e-05, 1.5486e-05
1.04762e-05, 75, 0.000234394, 3.37591e-125, 66.7149, 6.15916e+20, 7.02224e-05, 1.59901e-05
1.04762e-05, 76, 0.000245309, 6.64621e-127, 62.0276, 6.49428e+20, 7.27181e-05, 1.6505e-05
1.04762e-05, 77, 0.000256554, 1.30723e-128, 57.7246, 6.84289e+20, 7.52686e-05, 1.70306e-05
1.04762e-05, 78, 0.000268285, 2.5688e-130, 53.77, 7.20535e+20, 7.78742e-05, 1.75671e-05
1.04762e-05, 79, 0.000280572, 5.04342e-132, 50.1315, 7.58202e+20, 8.05355e-05, 1.81145e-05
1.04762e-05, 80, 0.000293006, 9.89335e-134, 46.7805, 7.97327e+20, 8.32529e-05, 1.86731e-05
1.04762e-05, 81, 0.000306002, 1.93907e-135, 43.691, 8.37947e+20, 8.60268e-05, 1.92428e-05
1.04762e-05, 82, 0.00031914, 3.79741e-137, 40.8398, 8.801e+20, 8.88579e-05, 1.98239e-05
1.04762e-05, 83, 0.000332628, 7.43071e-139, 38.2059, 9.23823e+20, 9.17464e-05, 2.04163e-05
1.04762e-05, 84, 0.000346696, 1.45289e-140, 35.7704, 9.69156e+20, 9.46929e-05, 2.10204e-05
1.04762e-05, 85, 0.000361421, 2.83858e-142, 33.5163, 1.01614e+21, 9.76979e-05, 2.1636e-05
1.04762e-05, 86, 0.000376172, 5.54171e-144, 31.4281, 1.06481e+21, 0.000100762, 2.22634e-05
1.04762e-05, 87, 0.000392595, 1.08111e-145, 29.492, 1.1152e+21, 0.000103885, 2.29027e-05
1.04762e-05, 88, 0.000407006, 2.10757e-147, 27.6953, 1.16737e+21, 0.000107068, 2.35539e-05
1.04762e-05, 89, 0.000423236, 4.10575e-149, 26.0265, 1.22134e+21, 0.000110311, 2.42172e-05
1.04762e-05, 90, 0.000439446, 7.99293e-151, 24.4752, 1.27716e+21, 0.000113615, 2.48927e-05
1.04762e-05, 91, 0.000456267, 1.55499e-152, 23.032, 1.33488e+21, 0.00011698, 2.55805e-05
1.04762e-05, 92, 0.000474807, 3.0232e-154, 21.6884, 1.39453e+21, 0.000120407, 2.62807e-05
1.04762e-05, 93, 0.0004911, 5.87391e-156, 20.4364, 1.45616e+21, 0.000123896, 2.69934e-05
1.04762e-05, 94, 0.000508933, 1.14055e-157, 19.2689, 1.51981e+21, 0.000127447, 2.77187e-05
1.04762e-05, 95, 0.000527909, 2.21328e-159, 18.1794, 1.58552e+21, 0.000131061, 2.84568e-05
1.04762e-05, 96, 0.000546378, 4.29236e-161, 17.162, 1.65334e+21, 0.000134739, 2.92077e-05
1.04762e-05, 97, 0.000565466, 8.31957e-163, 16.2112, 1.72331e+21, 0.00013848, 2.99715e-05
1.04762e-05, 98, 0.000585232, 1.61159e-164, 15.322, 1.79548e+21, 0.000142286, 3.07483e-05
1.04762e-05, 99, 0.000605437, 3.12007e-166, 14.4899, 1.8699e+21, 0.000146156, 3.15383e-05
1.04762e-05, 100, 0.000626103, 6.03715e-168, 13.7107, 1.9466e+21, 0.000150092, 3.23414e-05
1.04762e-05, 101, 0.000647191, 1.16752e-169, 12.9805, 2.02564e+21, 0.000154093, 3.31579e-05
1.04762e-05, 102, 0.00066873, 2.25666e-171, 12.2959, 2.10706e+21, 0.00015816, 3.39878e-05
1.04762e-05, 103, 0.000694298, 4.35954e-173, 11.6535, 2.19091e+21, 0.000162294, 3.48313e-05
1.04762e-05, 104, 0.000716166, 8.4177e-175, 11.0504, 2.27725e+21, 0.000166494, 3.56883e-05
1.04762e-05, 105, 0.000738758, 1.62453e-176, 10.4838, 2.3661e+21, 0.000170762, 3.6559e-05
1.26186e-05, 5, 6.4826e-09, 988.703, 1.62898e+08, 6.96197e+15, 7.27884e-08, 2.17273e-08
1.26186e-05, 6, 1.37951e-08, 0.484234, 5.97613e+07, 1.44363e+16, 1.12206e-07, 3.28606e-08
1.26186e-05, 7, 2.61258e-08, 0.000223943, 2.55984e+07, 2.67451e+16, 1.62581e-07, 4.66778e-08
1.26186e-05, 8, 4.53151e-08, 9.49345e-08, 1.22817e+07, 4.5626e+16, 2.24945e-07, 6.33806e-08
1.26186e-05, 9, 7.36262e-08, 4.04482e-11, 6.42566e+06, 7.3084e+16, 3.0029e-07, 8.32926e-08
1.26186e-05, 10, 1.13571e-07, 1.68748e-14, 3.59958e+06, 1.11392e+17, 3.89572e-07, 1.06482e-07
1.26186e-05, 11, 1.67983e-07, 8.92469e-18, 2.13104e+06, 1.63088e+17, 4.93714e-07, 1.32737e-07
1.26186e-05, 12, 2.40051e-07, 6.28448e-20, 1.32055e+06, 2.30982e+17, 6.13613e-07, 1.63364e-07
1.26186e-05, 13, 3.32918e-07, 1.67509e-21, 850283, 3.18145e+17, 7.50139e-07, 1.98122e-07
1.26186e-05, 14, 4.5062e-07, 4.52559e-23, 565650, 4.27922e+17, 9.04142e-07, 2.3527e-07
1.26186e-05, 15, 5.96746e-07, 1.19227e-24, 387035, 5.6392e+17, 1.07645e-06, 2.78085e-07
1.26186e-05, 16, 7.74921e-07, 3.07088e-26, 271389, 7.30016e+17, 1.26788e-06, 3.23744e-07
1.26186e-05, 17, 9.90637e-07, 7.75335e-28, 194439, 9.30354e+17, 1.47921e-06, 3.77783e-07
1.26186e-05, 18, 1.24845e-06, 1.92315e-29, 141988, 1.16934e+18, 1.71124e-06, 4.32187e-07
1.26186e-05, 19, 1.55168e-06, 4.69508e-31, 105465, 1.45167e+18, 1.96472e-06, 4.93949e-07
1.26186e-05, 20, 1.90722e-06, 1.12996e-32, 79540.2, 1.78227e+18, 2.2404e-06, 5.59806e-07
1.26186e-05, 21, 2.31841e-06, 2.68453e-34, 60819.9, 2.16635e+18, 2.53903e-06, 6.30064e-07
1.26186e-05, 22, 2.79235e-06, 6.30322e-36, 47089.8, 2.60941e+18, 2.86132e-06, 7.10388e-07
1.26186e-05, 23, 3.33403e-06, 1.46416e-37, 36876.4, 3.11719e+18, 3.208e-06, 7.97361e-07
1.26186e-05, 24, 3.94649e-06, 3.36772e-39, 29180.3, 3.69571e+18, 3.57977e-06, 8.73826e-07
1.26186e-05, 25, 4.65899e-06, 7.67619e-41, 23312.1, 4.35123e+18, 3.97733e-06, 9.83858e-07
1.26186e-05, 26, 5.4265e-06, 1.73507e-42, 18788.8, 5.09033e+18, 4.40136e-06, 1.0824e-06
1.26186e-05, 27, 6.30207e-06, 3.89155e-44, 15266.9, 5.91981e+18, 4.85254e-06, 1.21929e-06
1.26186e-05, 28, 7.27182e-06, 8.6656e-46, 12499.2, 6.84675e+18, 5.33154e-06, 1.3187e-06
1.26186e-05, 29, 8.3516e-06, 1.91673e-47, 10305.4, 7.87851e+18, 5.83901e-06, 1.43048e-06
1.26186e-05, 30, 9.54452e-06, 4.21313e-49, 8552.34, 9.02272e+18, 6.37562e-06, 1.54762e-06
1.26186e-05, 31, 1.08258e-05, 9.20668e-51, 7141.06, 1.02872e+19, 6.94201e-06, 1.72454e-06
1.26186e-05, 32, 1.22692e-05, 2.00085e-52, 5996.9, 1.16803e+19, 7.53882e-06, 1.84843e-06
1.26186e-05, 33, 1.38117e-05, 4.32598e-54, 5063.2, 1.32102e+19, 8.16668e-06, 1.97781e-06
1.26186e-05, 34, 1.54992e-05, 9.30772e-56, 4296.53, 1.48857e+19, 8.82622e-06, 2.20065e-06
1.26186e-05, 35, 1.73382e-05, 1.99348e-57, 3663.34, 1.67157e+19, 9.51806e-06, 2.34935e-06
1.26186e-05, 36, 1.93334e-05, 4.25108e-59, 3137.53, 1.87095e+19, 1.02428e-05, 2.50221e-06
1.26186e-05, 37, 2.14955e-05, 9.02835e-61, 2698.62, 2.08766e+19, 1.10011e-05, 2.65935e-06
1.26186e-05, 38, 2.3801e-05, 1.90999e-62, 2330.46, 2.32267e+19, 1.17935e-05, 2.8245e-06
1.26186e-05, 39, 2.63043e-05, 4.02583e-64, 2020.21, 2.57698e+19, 1.26206e-05, 3.11395e-06
1.26186e-05, 40, 2.89657e-05, 8.4559e-66, 1757.61, 2.85162e+19, 1.34831e-05, 3.29468e-06
1.26186e-05, 41, 3.19153e-05, 1.77018e-67, 1534.41, 3.14766e+19, 1.43814e-05, 3.48327e-06
1.26186e-05, 42, 3.48771e-05, 3.69402e-69, 1343.94, 3.46617e+19, 1.53162e-05, 3.6807e-06
1.26186e-05, 43, 3.81594e-05, 7.6854e-71, 1180.8, 3.80826e+19, 1.62881e-05, 4.0377e-06
1.26186e-05, 44, 4.16442e-05, 1.59434e-72, 1040.55, 4.17506e+19, 1.72977e-05, 4.25894e-06
1.26186e-05, 45, 4.5368e-05, 3.29835e-74, 919.566, 4.56775e+19, 1.83454e-05, 4.47716e-06
1.26186e-05, 46, 4.91925e-05, 6.80558e-76, 814.862, 4.98751e+19, 1.94319e-05, 4.70836e-06
1.26186e-05, 47, 5.33326e-05, 1.40067e-77, 723.958, 5.43555e+19, 2.05578e-05, 4.94912e-06
1.26186e-05, 48, 5.77455e-05, 2.87579e-79, 644.8, 5.91313e+19, 2.17236e-05, 5.37442e-06
1.26186e-05, 49, 6.23401e-05, 5.89071e-81, 575.67, 6.4215e+19, 2.29298e-05, 5.6254e-06
1.26186e-05, 50, 6.72215e-05, 1.20395e-82, 515.13, 6.96197e+19, 2.4177e-05, 5.88465e-06
1.26186e-05, 51, 7.24554e-05, 2.45538e-84, 461.972, 7.53586e+19, 2.54657e-05, 6.15672e-06
1.26186e-05, 52, 7.78096e-05, 4.99729e-86, 415.177, 8.14452e+19, 2.67965e-05, 6.43949e-06
1.26186e-05, 53, 8.34659e-05, 1.01505e-87, 373.882, 8.78933e+19, 2.817e-05, 6.95933e-06
1.26186e-05, 54, 8.9419e-05, 2.05784e-89, 337.354, 9.47169e+19, 2.95866e-05, 7.28363e-06
1.26186e-05, 55, 9.56792e-05, 4.16424e-91, 304.97, 1.0193e+20, 3.10469e-05, 7.59284e-06
1.26186e-05, 56, 0.000102228, 8.4118e-93, 276.196, 1.09548e+20, 3.25514e-05, 7.90958e-06
1.26186e-05, 57, 0.000109152, 1.69628e-94, 250.576, 1.17585e+20, 3.41007e-05, 8.23585e-06
1.26186e-05, 58, 0.000116239, 3.41498e-96, 227.718, 1.26056e+20, 3.56953e-05, 8.57264e-06
1.26186e-05, 59, 0.000123726, 6.8641e-98, 207.284, 1.34977e+20, 3.73356e-05, 8.91582e-06
1.26186e-05, 60, 0.000131528, 1.37755e-99, 188.982, 1.44363e+20, 3.90223e-05, 9.26648e-06
1.26186e-05, 61, 0.000139671, 2.76047e-101, 172.559, 1.54231e+20, 4.07558e-05, 1.00222e-05
1.26186e-05, 62, 0.000148155, 5.52371e-103, 157.797, 1.64596e+20, 4.25366e-05, 1.04008e-05
1.26186e-05, 63, 0.000157808, 1.10375e-104, 144.504, 1.75475e+20, 4.43652e-05, 1.07882e-05
1.26186e-05, 64, 0.000166232, 2.20251e-106, 132.514, 1.86884e+20, 4.62422e-05, 1.11855e-05
1.26186e-05, 65, 0.000175772, 4.38931e-108, 121.683, 1.98841e+20, 4.81681e-05, 1.15922e-05
1.26186e-05, 66, 0.000185935, 8.73614e-110, 111.882, 2.11363e+20, 5.01433e-05, 1.20075e-05
1.26186e-05, 67, 0.000196174, 1.73662e-111, 103.001, 2.24467e+20, 5.21683e-05, 1.24315e-05
1.26186e-05, 68, 0.000206465, 3.44802e-113, 94.9408, 2.38171e+20, 5.42437e-05, 1.33767e-05
1.26186e-05, 69, 0.000217483, 6.83797e-115, 87.6157, 2.52493e+20, 5.637e-05, 1.39013e-05
1.26186e-05, 70, 0.000229012, 1.35454e-116, 80.9492, 2.67451e+20, 5.85476e-05, 1.43671e-05
1.26186e-05, 71, 0.000240733, 2.68027e-118, 74.874, 2.83065e+20, 6.0777e-05, 1.48428e-05
1.26186e-05, 72, 0.000252995, 5.29786e-120, 69.3303, 2.99352e+20, 6.30587e-05, 1.55489e-05
1.26186e-05, 73, 0.000265544, 1.04609e-121, 64.2652, 3.16332e+20, 6.53931e-05, 1.60477e-05
1.26186e-05, 74, 0.000278736, 2.06347e-123, 59.6317, 3.34025e+20, 6.77809e-05, 1.65566e-05
1.26186e-05, 75, 0.000292187, 4.06629e-125, 55.3879, 3.5245e+20, 7.02224e-05, 1.7293e-05
1.26186e-05, 76, 0.000306077, 8.00538e-127, 51.4964, 3.71627e+20, 7.27181e-05, 1.79108e-05
1.26186e-05, 77, 0.00032039, 1.57456e-128, 47.924, 3.91575e+20, 7.52686e-05, 1.84855e-05
1.26186e-05, 78, 0.000334939, 3.09413e-130, 44.6408, 4.12317e+20, 7.78742e-05, 1.90401e-05
1.26186e-05, 79, 0.000350152, 6.07482e-132, 41.6201, 4.33871e+20, 8.05355e-05, 1.96053e-05
1.26186e-05, 80, 0.000365734, 1.19166e-133, 38.838, 4.5626e+20, 8.32529e-05, 2.01812e-05
1.26186e-05, 81, 0.000382039, 2.33562e-135, 36.2731, 4.79504e+20, 8.60268e-05, 2.07679e-05
1.26186e-05, 82, 0.000398349, 4.57399e-137, 33.9059, 5.03626e+20, 8.88579e-05, 2.13655e-05
1.26186e-05, 83, 0.000415512, 8.95031e-139, 31.7192, 5.28646e+20, 9.17464e-05, 2.1974e-05
1.26186e-05, 84, 0.00043299, 1.75001e-140, 29.6972, 5.54587e+20, 9.46929e-05, 2.25937e-05
1.26186e-05, 85, 0.000451146, 3.41907e-142, 27.8258, 5.81471e+20, 9.76979e-05, 2.32245e-05
1.26186e-05, 86, 0.000469392, 6.67501e-144, 26.0922, 6.09321e+20, 0.000100762, 2.38666e-05
1.26186e-05, 87, 0.00048844, 1.3022e-145, 24.4848, 6.3816e+20, 0.000103885, 2.45202e-05
1.26186e-05, 88, 0.000507568, 2.53858e-147, 22.9931, 6.6801e+20, 0.000107068, 2.51852e-05
1.26186e-05, 89, 0.000529811, 4.9454e-149, 21.6076, 6.98896e+20, 0.000110311, 2.58619e-05
1.26186e-05, 90, 0.00054797, 9.62752e-151, 20.3197, 7.3084e+20, 0.000113615, 2.65503e-05
1.26186e-05, 91, 0.000568801, 1.873e-152, 19.1216, 7.63867e+20, 0.00011698, 2.72505e-05
1.26186e-05, 92, 0.000590142, 3.64146e-154, 18.0061, 7.98001e+20, 0.000120407, 2.79627e-05
1.26186e-05, 93, 0.000612053, 7.07514e-156, 16.9666, 8.33267e+20, 0.000123896, 2.86869e-05
1.26186e-05, 94, 0.000634473, 1.3738e-157, 15.9974, 8.69689e+20, 0.000127447, 2.94233e-05
1.26186e-05, 95, 0.000657407, 2.6659e-159, 15.0929, 9.07291e+20, 0.000131061, 3.0172e-05
1.26186e-05, 96, 0.000680752, 5.17016e-161, 14.2482, 9.46101e+20, 0.000134739, 3.0933e-05
1.26186e-05, 97, 0.000704776, 1.0021e-162, 13.4588, 9.86142e+20, 0.00013848, 3.17066e-05
1.26186e-05, 98, 0.000729332, 1.94117e-164, 12.7206, 1.02744e+21, 0.000142286, 3.24927e-05
1.26186e-05, 99, 0.000754408, 3.75813e-166, 12.0298, 1.07002e+21, 0.000146156, 3.32914e-05
1.26186e-05, 100, 0.00078125, 7.27177e-168, 11.3829, 1.11392e+21, 0.000150092, 3.4103e-05
1.26186e-05, 101, 0.000805944, 1.40628e-169, 10.7767, 1.15915e+21, 0.000154093, 3.49274e-05
1.26186e-05, 102, 0.000832761, 2.71815e-171, 10.2082, 1.20574e+21, 0.00015816, 3.57648e-05
1.26186e-05, 103, 0.000860521, 5.25108e-173, 9.67492, 1.25372e+21, 0.000162294, 3.66153e-05
1.26186e-05, 104, 0.000887621, 1.01391e-174, 9.17421, 1.30312e+21, 0.000166494, 3.7479e-05
1.26186e-05, 105, 0.000915887, 1.95675e-176, 8.70384, 1.35397e+21, 0.000170762, 3.8356e-05
1.51991e-05, 5, 8.23452e-09, 684.188, 1.35241e+08, 3.9839e+15, 7.27884e-08, 2.20788e-08
1.51991e-05, 6, 1.75041e-08, 0.335198, 4.96149e+07, 8.26101e+15, 1.12206e-07, 3.34882e-08
1.51991e-05, 7, 3.30939e-08, 0.000149707, 2.12522e+07, 1.53045e+16, 1.62581e-07, 4.77024e-08
1.51991e-05, 8, 5.73849e-08, 6.59504e-08, 1.01964e+07, 2.61089e+16, 2.24945e-07, 6.49032e-08
1.51991e-05, 9, 9.33417e-08, 2.81307e-11, 5.3347e+06, 4.18214e+16, 3.0029e-07, 8.5297e-08
1.51991e-05, 10, 1.43908e-07, 1.17778e-14, 2.98843e+06, 6.37424e+16, 3.89572e-07, 1.08947e-07
1.51991e-05, 11, 2.12789e-07, 7.27622e-18, 1.76923e+06, 9.33252e+16, 4.93714e-07, 1.36287e-07
1.51991e-05, 12, 3.03547e-07, 7.43067e-20, 1.09634e+06, 1.32176e+17, 6.13613e-07, 1.66854e-07
1.51991e-05, 13, 4.21087e-07, 2.01711e-21, 705920, 1.82055e+17, 7.50139e-07, 2.02196e-07
1.51991e-05, 14, 5.6938e-07, 5.45106e-23, 469612, 2.44873e+17, 9.04142e-07, 2.39842e-07
1.51991e-05, 15, 7.54218e-07, 1.43609e-24, 321323, 3.22696e+17, 1.07645e-06, 2.83805e-07
1.51991e-05, 16, 9.79296e-07, 3.69888e-26, 225312, 4.17742e+17, 1.26788e-06, 3.29242e-07
1.51991e-05, 17, 1.25239e-06, 9.33894e-28, 161426, 5.32383e+17, 1.47921e-06, 3.84306e-07
1.51991e-05, 18, 1.57754e-06, 2.31644e-29, 117881, 6.69142e+17, 1.71124e-06, 4.38244e-07
1.51991e-05, 19, 1.95863e-06, 5.65524e-31, 87558.6, 8.30697e+17, 1.96472e-06, 5.10211e-07
1.51991e-05, 20, 2.40717e-06, 1.36105e-32, 66035.7, 1.01988e+18, 2.2404e-06, 5.66121e-07
1.51991e-05, 21, 2.92437e-06, 3.23353e-34, 50493.8, 1.23967e+18, 2.53903e-06, 6.3834e-07
1.51991e-05, 22, 3.52405e-06, 7.59225e-36, 39094.8, 1.4932e+18, 2.86132e-06, 7.28481e-07
1.51991e-05, 23, 4.20673e-06, 1.76359e-37, 30615.5, 1.78377e+18, 3.208e-06, 8.02567e-07
1.51991e-05, 24, 4.9785e-06, 4.05643e-39, 24226, 2.11482e+18, 3.57977e-06, 8.95728e-07
1.51991e-05, 25, 5.87311e-06, 9.24599e-41, 19354.1, 2.48994e+18, 3.97733e-06, 9.77868e-07
1.51991e-05, 26, 6.83887e-06, 2.0899e-42, 15598.8, 2.91287e+18, 4.40136e-06, 1.09478e-06
1.51991e-05, 27, 7.93621e-06, 4.68739e-44, 12674.9, 3.38753e+18, 4.85254e-06, 1.22928e-06
1.51991e-05, 28, 9.15072e-06, 1.04378e-45, 10377.1, 3.91796e+18, 5.33154e-06, 1.32752e-06
1.51991e-05, 29, 1.05164e-05, 2.30871e-47, 8555.69, 4.50838e+18, 5.83901e-06, 1.44544e-06
1.51991e-05, 30, 1.19983e-05, 5.07473e-49, 7100.3, 5.16313e+18, 6.37562e-06, 1.56058e-06
1.51991e-05, 31, 1.363e-05, 1.10895e-50, 5928.63, 5.88674e+18, 6.94201e-06, 1.7375e-06
1.51991e-05, 32, 1.54213e-05, 2.41003e-52, 4978.73, 6.68387e+18, 7.53882e-06, 1.86344e-06
1.51991e-05, 33, 1.73922e-05, 5.21066e-54, 4203.56, 7.55934e+18, 8.16668e-06, 1.99109e-06
1.51991e-05, 34, 1.95468e-05, 1.12112e-55, 3567.05, 8.51812e+18, 8.82622e-06, 2.20765e-06
1.51991e-05, 35, 2.18593e-05, 2.40115e-57, 3041.37, 9.56534e+18, 9.51806e-06, 2.36098e-06
1.51991e-05, 36, 2.43411e-05, 5.12044e-59, 2604.83, 1.07063e+19, 1.02428e-05, 2.51717e-06
1.51991e-05, 37, 2.7025e-05, 1.08747e-60, 2240.45, 1.19463e+19, 1.10011e-05, 2.67692e-06
1.51991e-05, 38, 2.99373e-05, 2.30059e-62, 1934.79, 1.32911e+19, 1.17935e-05, 2.94762e-06
1.51991e-05, 39, 3.30628e-05, 4.84913e-64, 1677.21, 1.47464e+19, 1.26206e-05, 3.1198e-06
1.51991e-05, 40, 3.64329e-05, 1.01852e-65, 1459.2, 1.6318e+19, 1.34831e-05, 3.30047e-06
1.51991e-05, 41, 4.01366e-05, 2.13219e-67, 1273.89, 1.80121e+19, 1.43814e-05, 3.49181e-06
1.51991e-05, 42, 4.40218e-05, 4.44946e-69, 1115.76, 1.98347e+19, 1.53162e-05, 3.69454e-06
1.51991e-05, 43, 4.7958e-05, 9.25709e-71, 980.319, 2.17922e+19, 1.62881e-05, 4.05603e-06
1.51991e-05, 44, 5.22774e-05, 1.92039e-72, 863.881, 2.38912e+19, 1.72977e-05, 4.26354e-06
1.51991e-05, 45, 5.69004e-05, 3.97287e-74, 763.44, 2.61384e+19, 1.83454e-05, 4.47902e-06
1.51991e-05, 46, 6.17988e-05, 8.19735e-76, 676.512, 2.85404e+19, 1.94319e-05, 4.71057e-06
1.51991e-05, 47, 6.70088e-05, 1.68712e-77, 601.043, 3.11042e+19, 2.05578e-05, 4.95455e-06
1.51991e-05, 48, 7.28171e-05, 3.4639e-79, 535.324, 3.38371e+19, 2.17236e-05, 5.19847e-06
1.51991e-05, 49, 7.84209e-05, 7.09538e-81, 477.931, 3.67462e+19, 2.29298e-05, 5.66729e-06
1.51991e-05, 50, 8.44606e-05, 1.45016e-82, 427.67, 3.9839e+19, 2.4177e-05, 5.91895e-06
1.51991e-05, 51, 9.08652e-05, 2.95752e-84, 383.538, 4.3123e+19, 2.54657e-05, 6.18916e-06
1.51991e-05, 52, 9.76264e-05, 6.01925e-86, 344.687, 4.6606e+19, 2.67965e-05, 6.4777e-06
