# L1 = 1, c = 1, a = 1, mu_eta = 1, mu_delta = 1, xi_inf = 0.1, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
4.13201e-06, 39, 0.00215719, 4.17548e-45, 6169.45, 4.89288e+20, 0.126206, 0.148494
4.13201e-06, 40, 0.00238754, 2.38353e-46, 5367.49, 5.41435e+20, 0.134831, 0.160087
4.13201e-06, 41, 0.00264227, 1.3561e-47, 4685.87, 5.97643e+20, 0.143814, 0.170145
4.13201e-06, 42, 0.00291282, 7.69113e-49, 4104.22, 6.58118e+20, 0.153162, 0.182691
4.13201e-06, 43, 0.00318977, 4.34889e-50, 3606, 7.2307e+20, 0.162881, 0.193576
4.13201e-06, 44, 0.0034965, 2.45198e-51, 3177.69, 7.92715e+20, 0.172977, 0.207094
4.13201e-06, 45, 0.00382563, 1.37867e-52, 2808.23, 8.67275e+20, 0.183454, 0.218822
4.13201e-06, 46, 0.00419168, 7.73141e-54, 2488.48, 9.46974e+20, 0.194319, 0.233326
4.13201e-06, 47, 0.00455447, 4.32477e-55, 2210.87, 1.03204e+21, 0.205578, 0.245914
4.13201e-06, 48, 0.00494394, 2.41334e-56, 1969.13, 1.12272e+21, 0.217236, 0.261417
4.13201e-06, 49, 0.00536679, 1.34359e-57, 1758.02, 1.21924e+21, 0.229298, 0.274878
4.13201e-06, 50, 0.00583593, 7.4636e-59, 1573.14, 1.32186e+21, 0.24177, 0.291392
4.13201e-06, 51, 0.0062874, 4.13715e-60, 1410.8, 1.43083e+21, 0.254657, 0.305741
4.13201e-06, 52, 0.00678878, 2.28855e-61, 1267.9, 1.54639e+21, 0.267965, 0.323275
4.13201e-06, 53, 0.00732358, 1.26346e-62, 1141.79, 1.66882e+21, 0.2817, 0.338523
4.13201e-06, 54, 0.00787768, 6.96196e-64, 1030.24, 1.79838e+21, 0.295866, 0.357086
4.13201e-06, 55, 0.00846736, 3.82917e-65, 931.338, 1.93534e+21, 0.310469, 0.373244
4.13201e-06, 56, 0.00908835, 2.10237e-66, 843.467, 2.07998e+21, 0.325514, 0.392844
4.13201e-06, 57, 0.00975932, 1.15231e-67, 765.227, 2.23257e+21, 0.341007, 0.409923
4.13201e-06, 58, 0.0104289, 6.30543e-69, 695.422, 2.39342e+21, 0.356953, 0.430566
4.13201e-06, 59, 0.0111503, 3.44481e-70, 633.018, 2.5628e+21, 0.373356, 0.448575
4.13201e-06, 60, 0.0119071, 1.87909e-71, 577.126, 2.74102e+21, 0.390223, 0.470267
4.13201e-06, 61, 0.0127337, 1.02348e-72, 526.973, 2.92837e+21, 0.407558, 0.489212
4.13201e-06, 62, 0.0135776, 5.56655e-74, 481.89, 3.12517e+21, 0.425366, 0.511957
4.13201e-06, 63, 0.0144007, 3.02333e-75, 441.295, 3.33172e+21, 0.443652, 0.531848
4.13201e-06, 64, 0.0153563, 1.63982e-76, 404.681, 3.54835e+21, 0.462422, 0.55565
4.13201e-06, 65, 0.0162904, 8.8825e-78, 371.603, 3.77537e+21, 0.481681, 0.576491
4.13201e-06, 66, 0.0172668, 4.80532e-79, 341.673, 4.01312e+21, 0.501433, 0.601352
4.13201e-06, 67, 0.0182848, 2.5964e-80, 314.551, 4.26192e+21, 0.521683, 0.623151
4.13201e-06, 68, 0.0194321, 1.4012e-81, 289.937, 4.52212e+21, 0.542437, 0.649072
4.13201e-06, 69, 0.0204853, 7.55309e-83, 267.567, 4.79405e+21, 0.5637, 0.671833
4.13201e-06, 70, 0.0216544, 4.06684e-84, 247.209, 5.07807e+21, 0.585476, 0.698817
4.13201e-06, 71, 0.0228833, 2.18731e-85, 228.656, 5.37452e+21, 0.607769, 0.722544
4.13201e-06, 72, 0.0241349, 1.17517e-86, 211.726, 5.68377e+21, 0.630586, 0.75059
4.13201e-06, 73, 0.0254621, 6.30723e-88, 196.258, 6.00618e+21, 0.653931, 0.775286
4.13201e-06, 74, 0.0268118, 3.38172e-89, 182.108, 6.34211e+21, 0.677809, 0.804395
4.13201e-06, 75, 0.0283082, 1.81137e-90, 169.148, 6.69193e+21, 0.702224, 0.830064
4.13201e-06, 76, 0.0297719, 9.69308e-92, 157.264, 7.05604e+21, 0.727181, 0.860234
4.13201e-06, 77, 0.0312171, 5.18215e-93, 146.354, 7.4348e+21, 0.752686, 0.886879
4.13201e-06, 78, 0.0328361, 2.76798e-94, 136.327, 7.82862e+21, 0.778742, 0.918109
4.13201e-06, 79, 0.034426, 1.47717e-95, 127.102, 8.23787e+21, 0.805355, 0.945731
4.13201e-06, 80, 0.0361332, 7.87628e-97, 118.606, 8.66296e+21, 0.832529, 0.978019
4.13201e-06, 81, 0.0378625, 4.1961e-98, 110.773, 9.1043e+21, 0.860268, 1.00662
4.13201e-06, 82, 0.0396697, 2.23364e-99, 103.544, 9.56229e+21, 0.888579, 1.03996
4.13201e-06, 83, 0.0415325, 1.18804e-100, 96.8665, 1.00373e+22, 0.917464, 1.06954
4.13201e-06, 84, 0.043452, 6.31404e-102, 90.6916, 1.05299e+22, 0.946929, 1.10394
4.13201e-06, 85, 0.0454442, 3.35314e-103, 84.9766, 1.10403e+22, 0.976979, 1.1345
4.13201e-06, 86, 0.0475797, 1.77939e-104, 79.6823, 1.15691e+22, 1.00762, 1.16995
4.13201e-06, 87, 0.0497371, 9.43566e-106, 74.7735, 1.21167e+22, 1.03885, 1.20149
4.13201e-06, 88, 0.0518692, 4.99992e-107, 70.218, 1.26834e+22, 1.07068, 1.23798
4.13201e-06, 89, 0.0541596, 2.64759e-108, 65.987, 1.32699e+22, 1.10311, 1.2705
4.13201e-06, 90, 0.0565464, 1.40101e-109, 62.054, 1.38764e+22, 1.13615, 1.30804
4.13201e-06, 91, 0.0589344, 7.40871e-111, 58.395, 1.45035e+22, 1.1698, 1.34154
4.13201e-06, 92, 0.0612492, 3.91525e-112, 54.9883, 1.51516e+22, 1.20407, 1.38011
4.13201e-06, 93, 0.0637765, 2.06775e-113, 51.814, 1.58212e+22, 1.23896, 1.41459
4.13201e-06, 94, 0.0664795, 1.09135e-114, 48.854, 1.65127e+22, 1.27447, 1.4542
4.13201e-06, 95, 0.0691071, 5.75659e-116, 46.0918, 1.72267e+22, 1.31061, 1.48965
4.13201e-06, 96, 0.0717974, 3.03463e-117, 43.5123, 1.79635e+22, 1.34739, 1.53029
4.13201e-06, 97, 0.0746499, 1.59879e-118, 41.1016, 1.87238e+22, 1.3848, 1.56672
4.13201e-06, 98, 0.0775645, 8.4183e-120, 38.8473, 1.95079e+22, 1.42286, 1.60838
4.13201e-06, 99, 0.0807411, 4.43011e-121, 36.7376, 2.03164e+22, 1.46156, 1.64578
4.13201e-06, 100, 0.083632, 2.33004e-122, 34.7619, 2.11498e+22, 1.50092, 1.68847
4.13201e-06, 101, 0.0869719, 1.22483e-123, 32.9106, 2.20086e+22, 1.54093, 1.72683
4.13201e-06, 102, 0.0902368, 6.43517e-125, 31.1748, 2.28932e+22, 1.5816, 1.77054
4.13201e-06, 103, 0.0933027, 3.37922e-126, 29.546, 2.38043e+22, 1.62294, 1.80987
4.13201e-06, 104, 0.0966958, 1.77358e-127, 28.0169, 2.47423e+22, 1.66494, 1.85458
4.13201e-06, 105, 0.100173, 9.30395e-129, 26.5805, 2.57077e+22, 1.70762, 1.89488
4.97702e-06, 5, 5.37613e-07, 2.70996e+13, 4.13007e+08, 7.56419e+16, 0.000727884, 0.000430585
4.97702e-06, 6, 1.15795e-06, 9.88627e+10, 1.51517e+08, 1.56851e+17, 0.00112206, 0.000715967
4.97702e-06, 7, 2.21358e-06, 3.4176e+08, 6.49013e+07, 2.90586e+17, 0.0016258, 0.00105457
4.97702e-06, 8, 3.87913e-06, 1.13438e+06, 3.11385e+07, 4.95727e+17, 0.00224945, 0.0015325
4.97702e-06, 9, 6.3639e-06, 3646.4, 1.62914e+07, 7.94058e+17, 0.0030029, 0.00206353
4.97702e-06, 10, 9.9114e-06, 11.422, 9.12625e+06, 1.21027e+18, 0.00389572, 0.00277926
4.97702e-06, 11, 1.47811e-05, 0.0350258, 5.40297e+06, 1.77196e+18, 0.00493714, 0.00353998
4.97702e-06, 12, 2.12723e-05, 0.0001052, 3.34808e+06, 2.50962e+18, 0.00613613, 0.00453123
4.97702e-06, 13, 2.97072e-05, 2.97308e-07, 2.15578e+06, 3.45665e+18, 0.00750139, 0.00555378
4.97702e-06, 14, 4.05249e-05, 8.64668e-10, 1.43413e+06, 4.64937e+18, 0.00904142, 0.00685312
4.97702e-06, 15, 5.41975e-05, 2.48723e-12, 981275, 6.12699e+18, 0.0107645, 0.00816597
4.97702e-06, 16, 7.06401e-05, 7.12185e-15, 688070, 7.93163e+18, 0.0126788, 0.00980171
4.97702e-06, 17, 9.11261e-05, 2.27272e-17, 492973, 1.01083e+19, 0.0147921, 0.0114301
4.97702e-06, 18, 0.000115236, 2.39876e-19, 359993, 1.27049e+19, 0.0171124, 0.0134268
4.97702e-06, 19, 0.000144548, 1.23448e-20, 267392, 1.57724e+19, 0.0196472, 0.0153929
4.97702e-06, 20, 0.000178288, 7.97201e-22, 201664, 1.93643e+19, 0.022404, 0.0177718
4.97702e-06, 21, 0.00021863, 5.14198e-23, 154201, 2.35375e+19, 0.0253903, 0.0200955
4.97702e-06, 22, 0.000264289, 3.27964e-24, 119390, 2.83513e+19, 0.0286132, 0.0228749
4.97702e-06, 23, 0.000318345, 2.06961e-25, 93495.3, 3.38683e+19, 0.03208, 0.0255734
4.97702e-06, 24, 0.000378098, 1.29328e-26, 73982.8, 4.01539e+19, 0.0357978, 0.0287689
4.97702e-06, 25, 0.000447064, 8.00899e-28, 59104.8, 4.72762e+19, 0.0397733, 0.0318576
4.97702e-06, 26, 0.000526395, 4.91862e-29, 47636.5, 5.53064e+19, 0.0440136, 0.0354827
4.97702e-06, 27, 0.000612788, 2.99747e-30, 38707.2, 6.43187e+19, 0.0485254, 0.0389747
4.97702e-06, 28, 0.000713258, 1.81364e-31, 31690.1, 7.439e+19, 0.0533153, 0.0430407
4.97702e-06, 29, 0.000820644, 1.09005e-32, 26127.9, 8.56001e+19, 0.0583901, 0.0469477
4.97702e-06, 30, 0.00094196, 6.51077e-34, 21683.3, 9.80319e+19, 0.0637562, 0.0514643
4.97702e-06, 31, 0.00107631, 3.86619e-35, 18105.2, 1.11771e+20, 0.0694201, 0.0557963
4.97702e-06, 32, 0.00122445, 2.28326e-36, 15204.4, 1.26906e+20, 0.0753882, 0.0607714
4.97702e-06, 33, 0.0013876, 1.34151e-37, 12837.1, 1.43528e+20, 0.0816668, 0.0655371
4.97702e-06, 34, 0.00156697, 7.84387e-39, 10893.3, 1.61733e+20, 0.0882622, 0.0709773
4.97702e-06, 35, 0.0017617, 4.56543e-40, 9287.93, 1.81616e+20, 0.0951806, 0.0761842
4.97702e-06, 36, 0.00197258, 2.64581e-41, 7954.8, 2.03279e+20, 0.102428, 0.0820949
4.97702e-06, 37, 0.00220231, 1.52708e-42, 6842.01, 2.26824e+20, 0.110011, 0.0877492
4.97702e-06, 38, 0.00245256, 8.77983e-44, 5908.58, 2.52358e+20, 0.117935, 0.0941347
4.97702e-06, 39, 0.00272165, 5.02938e-45, 5121.98, 2.79989e+20, 0.126206, 0.100242
4.97702e-06, 40, 0.00302037, 2.87097e-46, 4456.19, 3.09829e+20, 0.134831, 0.107105
4.97702e-06, 41, 0.00332694, 1.63343e-47, 3890.29, 3.41993e+20, 0.143814, 0.113669
4.97702e-06, 42, 0.00366371, 9.26399e-49, 3407.39, 3.76599e+20, 0.153162, 0.121014
4.97702e-06, 43, 0.00402467, 5.23825e-50, 2993.76, 4.13767e+20, 0.162881, 0.128038
4.97702e-06, 44, 0.00441121, 2.95341e-51, 2638.18, 4.53621e+20, 0.172977, 0.135865
4.97702e-06, 45, 0.00482406, 1.66061e-52, 2331.44, 4.96286e+20, 0.183454, 0.143353
4.97702e-06, 46, 0.00526348, 9.31251e-54, 2065.98, 5.41893e+20, 0.194319, 0.151663
4.97702e-06, 47, 0.00573451, 5.2092e-55, 1835.5, 5.90573e+20, 0.205578, 0.159617
4.97702e-06, 48, 0.00624341, 2.90688e-56, 1634.81, 6.42462e+20, 0.217236, 0.168411
4.97702e-06, 49, 0.00676433, 1.61836e-57, 1459.54, 6.97697e+20, 0.229298, 0.176832
4.97702e-06, 50, 0.0073251, 8.98993e-59, 1306.05, 7.56419e+20, 0.24177, 0.18611
4.97702e-06, 51, 0.00792079, 4.98321e-60, 1171.27, 8.18772e+20, 0.254657, 0.195
4.97702e-06, 52, 0.00858283, 2.75657e-61, 1052.63, 8.84903e+20, 0.267965, 0.204761
4.97702e-06, 53, 0.00922005, 1.52184e-62, 947.93, 9.54961e+20, 0.2817, 0.21412
4.97702e-06, 54, 0.00996577, 8.3857e-64, 855.319, 1.0291e+21, 0.295866, 0.224363
4.97702e-06, 55, 0.0106619, 4.61225e-65, 773.213, 1.10747e+21, 0.310469, 0.234191
4.97702e-06, 56, 0.0114429, 2.53231e-66, 700.26, 1.19024e+21, 0.325514, 0.244916
4.97702e-06, 57, 0.0122697, 1.38796e-67, 635.305, 1.27756e+21, 0.341007, 0.255214
4.97702e-06, 58, 0.0131819, 7.59491e-69, 577.351, 1.3696e+21, 0.356953, 0.266418
4.97702e-06, 59, 0.0140947, 4.14929e-70, 525.542, 1.46653e+21, 0.373356, 0.277184
4.97702e-06, 60, 0.0150379, 2.26337e-71, 479.14, 1.56851e+21, 0.390223, 0.288866
4.97702e-06, 61, 0.0159942, 1.23279e-72, 437.502, 1.67572e+21, 0.407558, 0.300101
4.97702e-06, 62, 0.0170294, 6.70493e-74, 400.073, 1.78834e+21, 0.425366, 0.312258
4.97702e-06, 63, 0.0181452, 3.64161e-75, 366.371, 1.90653e+21, 0.443652, 0.32396
4.97702e-06, 64, 0.0192751, 1.97517e-76, 335.973, 2.0305e+21, 0.462422, 0.336592
4.97702e-06, 65, 0.0204599, 1.0699e-77, 308.511, 2.16041e+21, 0.481681, 0.348759
4.97702e-06, 66, 0.0217443, 5.78802e-79, 283.663, 2.29646e+21, 0.501433, 0.361862
4.97702e-06, 67, 0.0230866, 3.12738e-80, 261.146, 2.43883e+21, 0.521683, 0.374494
4.97702e-06, 68, 0.0243456, 1.68776e-81, 240.711, 2.58772e+21, 0.542437, 0.388066
4.97702e-06, 69, 0.0258133, 9.09773e-83, 222.139, 2.74333e+21, 0.5637, 0.401161
4.97702e-06, 70, 0.0273374, 4.89852e-84, 205.237, 2.90586e+21, 0.585476, 0.4152
4.97702e-06, 71, 0.0287548, 2.63463e-85, 189.834, 3.0755e+21, 0.607769, 0.428755
4.97702e-06, 72, 0.0303337, 1.4155e-86, 175.778, 3.25246e+21, 0.630586, 0.443258
4.97702e-06, 73, 0.0319891, 7.59708e-88, 162.937, 3.43695e+21, 0.653931, 0.457273
4.97702e-06, 74, 0.0336992, 4.07329e-89, 151.189, 3.62919e+21, 0.677809, 0.472237
4.97702e-06, 75, 0.0355674, 2.18181e-90, 140.429, 3.82937e+21, 0.702224, 0.486709
4.97702e-06, 76, 0.0373324, 1.16754e-91, 130.563, 4.03772e+21, 0.727181, 0.502131
4.97702e-06, 77, 0.0392965, 6.24192e-93, 121.505, 4.25447e+21, 0.752686, 0.517058
4.97702e-06, 78, 0.0411994, 3.33404e-94, 113.181, 4.47982e+21, 0.778742, 0.532936
4.97702e-06, 79, 0.0432361, 1.77925e-95, 105.523, 4.71401e+21, 0.805355, 0.548317
4.97702e-06, 80, 0.0453634, 9.487e-97, 98.469, 4.95727e+21, 0.832529, 0.564648
4.97702e-06, 81, 0.0476242, 5.05422e-98, 91.9659, 5.20982e+21, 0.860268, 0.580479
4.97702e-06, 82, 0.0499507, 2.69042e-99, 85.9644, 5.47189e+21, 0.888579, 0.59726
4.97702e-06, 83, 0.052143, 1.431e-100, 80.4202, 5.74374e+21, 0.917464, 0.61354
4.97702e-06, 84, 0.0546218, 7.60529e-102, 75.2937, 6.02559e+21, 0.946929, 0.630769
4.97702e-06, 85, 0.0570513, 4.03887e-103, 70.549, 6.31769e+21, 0.976979, 0.647495
4.97702e-06, 86, 0.0596405, 2.14328e-104, 66.1536, 6.62028e+21, 1.00762, 0.665168
4.97702e-06, 87, 0.0623239, 1.13653e-105, 62.0782, 6.93361e+21, 1.03885, 0.682339
4.97702e-06, 88, 0.0651657, 6.02243e-107, 58.2962, 7.25793e+21, 1.07068, 0.700454
4.97702e-06, 89, 0.0678531, 3.18903e-108, 54.7835, 7.59351e+21, 1.10311, 0.718067
4.97702e-06, 90, 0.0707402, 1.68752e-109, 51.5182, 7.94058e+21, 1.13615, 0.736621
4.97702e-06, 91, 0.0737315, 8.92382e-111, 48.4805, 8.29942e+21, 1.1698, 0.754674
4.97702e-06, 92, 0.0769932, 4.71593e-112, 45.6522, 8.67029e+21, 1.20407, 0.773664
4.97702e-06, 93, 0.0799997, 2.49061e-113, 43.0169, 9.05345e+21, 1.23896, 0.792155
4.97702e-06, 94, 0.0832608, 1.31454e-114, 40.5594, 9.44917e+21, 1.27447, 0.811579
4.97702e-06, 95, 0.0866234, 6.93384e-116, 38.2662, 9.85773e+21, 1.31061, 0.830505
4.97702e-06, 96, 0.0901298, 3.65522e-117, 36.1246, 1.02794e+22, 1.34739, 0.85036
4.97702e-06, 97, 0.0938062, 1.92574e-118, 34.1233, 1.07144e+22, 1.3848, 0.86972
4.97702e-06, 98, 0.0972454, 1.01399e-119, 32.2516, 1.11631e+22, 1.42286, 0.890004
4.97702e-06, 99, 0.101178, 5.33608e-121, 30.5001, 1.16258e+22, 1.46156, 0.909794
4.97702e-06, 100, 0.10496, 2.80654e-122, 28.8599, 1.21027e+22, 1.50092, 0.930504
4.97702e-06, 101, 0.108797, 1.47532e-123, 27.323, 1.25941e+22, 1.54093, 0.950723
4.97702e-06, 102, 0.113044, 7.75118e-125, 25.8818, 1.31004e+22, 1.5816, 0.971857
4.97702e-06, 103, 0.116921, 4.07028e-126, 24.5296, 1.36217e+22, 1.62294, 0.992504
4.97702e-06, 104, 0.121539, 2.13628e-127, 23.2601, 1.41584e+22, 1.66494, 1.01406
4.97702e-06, 105, 0.125509, 1.12066e-128, 22.0676, 1.47109e+22, 1.70762, 1.03513
5.99484e-06, 5, 6.82514e-07, 1.86787e+13, 3.42886e+08, 4.32851e+16, 0.000727884, 0.000383285
5.99484e-06, 6, 1.46927e-06, 6.81422e+10, 1.25792e+08, 8.97559e+16, 0.00112206, 0.000619337
5.99484e-06, 7, 2.80957e-06, 2.35562e+08, 5.38822e+07, 1.66284e+17, 0.0016258, 0.000903375
5.99484e-06, 8, 4.92423e-06, 781888, 2.58517e+07, 2.83673e+17, 0.00224945, 0.00127994
5.99484e-06, 9, 8.10506e-06, 2513.29, 1.35254e+07, 4.54389e+17, 0.0030029, 0.00170917
5.99484e-06, 10, 1.25648e-05, 7.87242, 7.57677e+06, 6.92561e+17, 0.00389572, 0.00225124
5.99484e-06, 11, 1.87355e-05, 0.0241429, 4.48564e+06, 1.01398e+18, 0.00493714, 0.00284666
5.99484e-06, 12, 2.69395e-05, 7.24949e-05, 2.77963e+06, 1.43609e+18, 0.00613613, 0.0035724
5.99484e-06, 13, 3.77717e-05, 2.04923e-07, 1.78976e+06, 1.97802e+18, 0.00750139, 0.00435024
5.99484e-06, 14, 5.12943e-05, 5.95986e-10, 1.19064e+06, 2.66054e+18, 0.00904142, 0.00527381
5.99484e-06, 15, 6.87223e-05, 1.71464e-12, 814671, 3.50609e+18, 0.0107645, 0.00624716
5.99484e-06, 16, 8.95552e-05, 4.92933e-15, 571248, 4.53877e+18, 0.0126788, 0.00737983
5.99484e-06, 17, 0.000115089, 1.70711e-17, 409275, 5.78434e+18, 0.0147921, 0.00855933
5.99484e-06, 18, 0.000146406, 2.60053e-19, 298872, 7.27023e+18, 0.0171124, 0.00991004
5.99484e-06, 19, 0.000182511, 1.47889e-20, 221993, 9.02553e+18, 0.0196472, 0.0113043
5.99484e-06, 20, 0.000226253, 9.60009e-22, 167425, 1.1081e+19, 0.022404, 0.0128802
5.99484e-06, 21, 0.000275991, 6.19347e-23, 128020, 1.3469e+19, 0.0253903, 0.0144963
5.99484e-06, 22, 0.000334299, 3.95034e-24, 99119.7, 1.62237e+19, 0.0286132, 0.0163028
5.99484e-06, 23, 0.000401452, 2.49285e-25, 77621.4, 1.93807e+19, 0.03208, 0.0181463
5.99484e-06, 24, 0.000478646, 1.55776e-26, 61421.8, 2.29775e+19, 0.0357978, 0.0201879
5.99484e-06, 25, 0.000567038, 9.64686e-28, 49069.8, 2.70532e+19, 0.0397733, 0.0222634
5.99484e-06, 26, 0.000663825, 5.92449e-29, 39548.6, 3.16484e+19, 0.0440136, 0.0245434
5.99484e-06, 27, 0.000775209, 3.61046e-30, 32135.4, 3.68055e+19, 0.0485254, 0.0268546
5.99484e-06, 28, 0.000898782, 2.18454e-31, 26309.7, 4.25687e+19, 0.0533153, 0.0293755
5.99484e-06, 29, 0.00103671, 1.31297e-32, 21691.8, 4.89835e+19, 0.0583901, 0.0319252
5.99484e-06, 30, 0.00119007, 7.84225e-34, 18001.9, 5.60974e+19, 0.0637562, 0.0346891
5.99484e-06, 31, 0.00136005, 4.65684e-35, 15031.3, 6.39595e+19, 0.0694201, 0.0374795
5.99484e-06, 32, 0.0015471, 2.7502e-36, 12622.9, 7.26203e+19, 0.0753882, 0.0404877
5.99484e-06, 33, 0.00175203, 1.61586e-37, 10657.6, 8.21323e+19, 0.0816668, 0.0435207
5.99484e-06, 34, 0.00197878, 9.44797e-39, 9043.8, 9.25494e+19, 0.0882622, 0.0467743
5.99484e-06, 35, 0.00222281, 5.49908e-40, 7711, 1.03927e+20, 0.0951806, 0.0500512
5.99484e-06, 36, 0.00248951, 3.18689e-41, 6604.21, 1.16324e+20, 0.102428, 0.053551
5.99484e-06, 37, 0.00278055, 1.83938e-42, 5680.35, 1.29797e+20, 0.110011, 0.0570727
5.99484e-06, 38, 0.00309518, 1.05753e-43, 4905.41, 1.44408e+20, 0.117935, 0.0608191
5.99484e-06, 39, 0.00344393, 6.05791e-45, 4252.36, 1.6022e+20, 0.126206, 0.0645865
5.99484e-06, 40, 0.00380227, 3.45809e-46, 3699.6, 1.77296e+20, 0.134831, 0.0685798
5.99484e-06, 41, 0.00419698, 1.96747e-47, 3229.79, 1.95701e+20, 0.143814, 0.0725936
5.99484e-06, 42, 0.00462128, 1.11585e-48, 2828.88, 2.15504e+20, 0.153162, 0.0768339
5.99484e-06, 43, 0.00507587, 6.30949e-50, 2485.47, 2.36773e+20, 0.162881, 0.0810944
5.99484e-06, 44, 0.00558555, 3.5574e-51, 2190.26, 2.59579e+20, 0.172977, 0.0855818
5.99484e-06, 45, 0.00608755, 2.00021e-52, 1935.6, 2.83993e+20, 0.183454, 0.0900893
5.99484e-06, 46, 0.00664699, 1.1217e-53, 1715.21, 3.10091e+20, 0.194319, 0.0948239
5.99484e-06, 47, 0.00722902, 6.2745e-55, 1523.87, 3.37948e+20, 0.205578, 0.0995787
5.99484e-06, 48, 0.00785758, 3.50134e-56, 1357.25, 3.6764e+20, 0.217236, 0.10456
5.99484e-06, 49, 0.00852271, 1.94932e-57, 1211.73, 3.99248e+20, 0.229298, 0.109563
5.99484e-06, 50, 0.00924495, 1.08284e-58, 1084.3, 4.32851e+20, 0.24177, 0.114791
5.99484e-06, 51, 0.00998283, 6.00229e-60, 972.41, 4.68531e+20, 0.254657, 0.120041
5.99484e-06, 52, 0.0107847, 3.32029e-61, 873.91, 5.06374e+20, 0.267965, 0.125517
5.99484e-06, 53, 0.0116144, 1.83306e-62, 786.988, 5.46464e+20, 0.2817, 0.131015
5.99484e-06, 54, 0.0124954, 1.01006e-63, 710.1, 5.88889e+20, 0.295866, 0.136738
5.99484e-06, 55, 0.0134533, 5.55547e-65, 641.934, 6.33737e+20, 0.310469, 0.142483
5.99484e-06, 56, 0.0144465, 3.05018e-66, 581.368, 6.81099e+20, 0.325514, 0.148453
5.99484e-06, 57, 0.0154459, 1.67181e-67, 527.441, 7.31068e+20, 0.341007, 0.154447
5.99484e-06, 58, 0.0165263, 9.14809e-69, 479.327, 7.83736e+20, 0.356953, 0.160664
5.99484e-06, 59, 0.0176656, 4.99783e-70, 436.314, 8.39201e+20, 0.373356, 0.166907
5.99484e-06, 60, 0.0188779, 2.72623e-71, 397.79, 8.97559e+20, 0.390223, 0.173371
5.99484e-06, 61, 0.0201179, 1.4849e-72, 363.221, 9.58909e+20, 0.407558, 0.179862
5.99484e-06, 62, 0.0214288, 8.07611e-74, 332.148, 1.02335e+21, 0.425366, 0.186574
5.99484e-06, 63, 0.022801, 4.38633e-75, 304.167, 1.09099e+21, 0.443652, 0.193315
5.99484e-06, 64, 0.0242523, 2.37909e-76, 278.93, 1.16192e+21, 0.462422, 0.200274
5.99484e-06, 65, 0.0257321, 1.2887e-77, 256.131, 1.23626e+21, 0.481681, 0.207264
5.99484e-06, 66, 0.0272951, 6.97169e-79, 235.502, 1.31412e+21, 0.501433, 0.214472
5.99484e-06, 67, 0.028917, 3.76694e-80, 216.807, 1.39559e+21, 0.521683, 0.221712
5.99484e-06, 68, 0.0306516, 2.03291e-81, 199.842, 1.48079e+21, 0.542437, 0.229169
5.99484e-06, 69, 0.0323921, 1.09582e-82, 184.423, 1.56984e+21, 0.5637, 0.236659
5.99484e-06, 70, 0.0342324, 5.90028e-84, 170.391, 1.66284e+21, 0.585476, 0.244365
5.99484e-06, 71, 0.0362574, 3.17342e-85, 157.603, 1.75991e+21, 0.607769, 0.252106
5.99484e-06, 72, 0.0381997, 1.70497e-86, 145.934, 1.86118e+21, 0.630586, 0.260062
5.99484e-06, 73, 0.0401949, 9.15071e-88, 135.273, 1.96675e+21, 0.653931, 0.268055
5.99484e-06, 74, 0.0424537, 4.90629e-89, 125.52, 2.07675e+21, 0.677809, 0.276261
5.99484e-06, 75, 0.0445968, 2.62799e-90, 116.587, 2.19131e+21, 0.702224, 0.284507
5.99484e-06, 76, 0.0469467, 1.4063e-91, 108.395, 2.31053e+21, 0.727181, 0.292965
5.99484e-06, 77, 0.049354, 7.51841e-93, 100.876, 2.43456e+21, 0.752686, 0.301464
5.99484e-06, 78, 0.0517401, 4.01586e-94, 93.9649, 2.56352e+21, 0.778742, 0.310173
5.99484e-06, 79, 0.054395, 2.14312e-95, 87.6066, 2.69753e+21, 0.805355, 0.318927
5.99484e-06, 80, 0.057124, 1.14271e-96, 81.7506, 2.83673e+21, 0.832529, 0.327889
5.99484e-06, 81, 0.059714, 6.08782e-98, 76.3517, 2.98125e+21, 0.860268, 0.336898
5.99484e-06, 82, 0.0627039, 3.24062e-99, 71.3691, 3.13122e+21, 0.888579, 0.346115
5.99484e-06, 83, 0.0654923, 1.72364e-100, 66.7662, 3.28678e+21, 0.917464, 0.35538
5.99484e-06, 84, 0.0687447, 9.16059e-102, 62.5101, 3.44806e+21, 0.946929, 0.364852
5.99484e-06, 85, 0.071743, 4.86483e-103, 58.5709, 3.61521e+21, 0.976979, 0.374375
5.99484e-06, 86, 0.0749696, 2.58159e-104, 54.9218, 3.78837e+21, 1.00762, 0.384103
5.99484e-06, 87, 0.0783523, 1.36895e-105, 51.5383, 3.96767e+21, 1.03885, 0.393884
5.99484e-06, 88, 0.0816398, 7.25403e-107, 48.3985, 4.15326e+21, 1.07068, 0.40387
5.99484e-06, 89, 0.0852836, 3.8412e-108, 45.4822, 4.34528e+21, 1.10311, 0.413911
5.99484e-06, 90, 0.0888853, 2.03263e-109, 42.7713, 4.54389e+21, 1.13615, 0.424156
5.99484e-06, 91, 0.0926252, 1.07488e-110, 40.2493, 4.74923e+21, 1.1698, 0.434458
