# L1 = 1, c = 1, a = 1, mu_eta = 1, mu_delta = 1, xi_inf = 0.001, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1.62975e-06, 67, 4.20873e-08, 1.02407e-86, 797.498, 6.94588e+22, 5.21683e-09, 1.2027e-09
1.62975e-06, 68, 4.43054e-08, 5.52664e-88, 735.092, 7.36993e+22, 5.42437e-09, 1.24511e-09
1.62975e-06, 69, 4.65159e-08, 2.97909e-89, 678.376, 7.81311e+22, 5.637e-09, 1.28813e-09
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 71, 5.13327e-08, 8.62723e-92, 579.722, 8.75913e+22, 6.07769e-09, 1.50066e-09
1.62975e-06, 72, 5.37327e-08, 4.63512e-93, 536.799, 9.26313e+22, 6.30586e-09, 1.55128e-09
1.62975e-06, 73, 5.62683e-08, 2.48771e-94, 497.582, 9.78857e+22, 6.53932e-09, 1.6008e-09
1.62975e-06, 74, 5.88767e-08, 1.33382e-95, 461.707, 1.03361e+23, 6.77809e-09, 1.65018e-09
1.62975e-06, 75, 6.1957e-08, 7.14442e-97, 428.848, 1.09062e+23, 7.02223e-09, 1.70122e-09
1.62975e-06, 76, 6.46673e-08, 3.82314e-98, 398.718, 1.14996e+23, 7.27181e-09, 1.75369e-09
1.62975e-06, 77, 6.74734e-08, 2.04395e-99, 371.058, 1.21169e+23, 7.52685e-09, 1.80719e-09
1.62975e-06, 78, 7.03781e-08, 1.09175e-100, 345.637, 1.27587e+23, 7.78743e-09, 1.861e-09
1.62975e-06, 79, 7.3498e-08, 5.82626e-102, 322.249, 1.34257e+23, 8.05355e-09, 1.91709e-09
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 81, 7.96404e-08, 1.65503e-104, 280.849, 1.48377e+23, 8.60269e-09, 2.03035e-09
1.62975e-06, 82, 8.29323e-08, 8.80994e-106, 262.521, 1.55842e+23, 8.8858e-09, 2.08914e-09
1.62975e-06, 83, 8.61531e-08, 4.68588e-107, 245.59, 1.63584e+23, 9.17463e-09, 2.1481e-09
1.62975e-06, 84, 8.94692e-08, 2.49039e-108, 229.935, 1.71611e+23, 9.46931e-09, 2.33566e-09
1.62975e-06, 85, 9.29922e-08, 1.32255e-109, 215.445, 1.7993e+23, 9.7698e-09, 2.40007e-09
1.62975e-06, 86, 9.65576e-08, 7.01827e-111, 202.022, 1.88548e+23, 1.00762e-08, 2.46483e-09
1.62975e-06, 87, 1.0024e-07, 3.72162e-112, 189.577, 1.97472e+23, 1.03885e-08, 2.53163e-09
1.62975e-06, 88, 1.03939e-07, 1.97207e-113, 178.027, 2.06709e+23, 1.07068e-08, 2.59858e-09
1.62975e-06, 89, 1.08141e-07, 1.04427e-114, 167.3, 2.16266e+23, 1.10311e-08, 2.66653e-09
1.62975e-06, 90, 1.11734e-07, 5.52588e-116, 157.328, 2.26151e+23, 1.13615e-08, 2.73599e-09
1.62975e-06, 91, 1.15799e-07, 2.92215e-117, 148.052, 2.36371e+23, 1.1698e-08, 2.80562e-09
1.62975e-06, 92, 1.20327e-07, 1.54426e-118, 139.414, 2.46933e+23, 1.20407e-08, 2.87759e-09
1.62975e-06, 93, 1.24556e-07, 8.15564e-120, 131.366, 2.57846e+23, 1.23896e-08, 2.95041e-09
1.62975e-06, 94, 1.28624e-07, 4.30451e-121, 123.862, 2.69116e+23, 1.27447e-08, 3.02411e-09
1.62975e-06, 95, 1.32773e-07, 2.27052e-122, 116.859, 2.80752e+23, 1.31061e-08, 3.09993e-09
1.62975e-06, 96, 1.39461e-07, 1.19692e-123, 110.319, 2.92761e+23, 1.34739e-08, 3.17627e-09
1.62975e-06, 97, 1.41763e-07, 6.30593e-125, 104.207, 3.05151e+23, 1.38481e-08, 3.25401e-09
1.62975e-06, 98, 1.46355e-07, 3.32036e-126, 98.4912, 3.1793e+23, 1.42286e-08, 3.33294e-09
1.62975e-06, 99, 1.51131e-07, 1.74733e-127, 93.1424, 3.31107e+23, 1.46156e-08, 3.41423e-09
1.62975e-06, 100, 1.55956e-07, 9.19017e-129, 88.1335, 3.44689e+23, 1.50092e-08, 3.49408e-09
1.62975e-06, 101, 1.60843e-07, 4.83098e-130, 83.4398, 3.58685e+23, 1.54093e-08, 3.79296e-09
1.62975e-06, 102, 1.65824e-07, 2.53816e-131, 79.0387, 3.73103e+23, 1.5816e-08, 3.89299e-09
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 104, 1.76084e-07, 6.99537e-134, 71.0326, 4.03238e+23, 1.66494e-08, 4.07087e-09
1.62975e-06, 105, 1.82505e-07, 3.66966e-135, 67.3907, 4.18972e+23, 1.70761e-08, 4.16174e-09
1.96304e-06, 5, 2.16128e-12, 18981.6, 1.04712e+09, 1.23277e+18, 7.27889e-12, 2.23547e-12
1.96304e-06, 6, 4.56754e-12, 69.1721, 3.8415e+08, 2.55628e+18, 1.12205e-11, 3.40402e-12
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 8, 1.47883e-11, 0.000791246, 7.89474e+07, 8.07911e+18, 2.24943e-11, 6.67172e-12
1.96304e-06, 9, 2.39256e-11, 2.46808e-06, 4.13046e+07, 1.29412e+19, 3.00289e-11, 8.78555e-12
1.96304e-06, 10, 3.66989e-11, 7.65851e-09, 2.31384e+07, 1.97244e+19, 3.8957e-11, 1.12467e-11
1.96304e-06, 11, 5.39425e-11, 2.3255e-11, 1.36985e+07, 2.88785e+19, 4.93714e-11, 1.40696e-11
1.96304e-06, 12, 7.68287e-11, 6.94144e-14, 8.48859e+06, 4.09005e+19, 6.13613e-11, 1.72598e-11
1.96304e-06, 13, 1.06028e-10, 2.0403e-16, 5.46568e+06, 5.63348e+19, 7.50139e-11, 2.08741e-11
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 15, 1.88383e-10, 1.92134e-21, 2.48789e+06, 9.98547e+19, 1.07645e-10, 2.92634e-11
1.96304e-06, 16, 2.43257e-10, 2.05232e-23, 1.74451e+06, 1.29266e+20, 1.26788e-10, 3.43767e-11
1.96304e-06, 17, 3.10059e-10, 1.09e-24, 1.24987e+06, 1.6474e+20, 1.47921e-10, 3.94422e-11
1.96304e-06, 18, 3.88767e-10, 7.2544e-26, 912712, 2.07059e+20, 1.71124e-10, 4.57602e-11
1.96304e-06, 19, 4.81765e-10, 4.80758e-27, 677935, 2.5705e+20, 1.96472e-10, 5.17819e-11
1.96304e-06, 20, 5.89954e-10, 3.14262e-28, 511290, 3.1559e+20, 2.24041e-10, 5.8429e-11
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 23, 1.01959e-09, 8.16297e-32, 237044, 5.51969e+20, 3.20801e-10, 8.25415e-11
1.96304e-06, 24, 1.20397e-09, 5.10097e-33, 187573, 6.54408e+20, 3.57977e-10, 9.06773e-11
1.96304e-06, 25, 1.41101e-09, 3.15891e-34, 149852, 7.70484e+20, 3.97732e-10, 1.02606e-10
1.96304e-06, 26, 1.64216e-09, 1.94e-35, 120776, 9.01357e+20, 4.40137e-10, 1.11119e-10
1.96304e-06, 27, 1.89793e-09, 1.18226e-36, 98136.8, 1.04823e+21, 4.85253e-10, 1.24473e-10
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 29, 2.49716e-09, 4.29937e-39, 66243.6, 1.39507e+21, 5.83903e-10, 1.45588e-10
1.96304e-06, 30, 2.84338e-09, 2.56799e-40, 54975.1, 1.59768e+21, 6.37561e-10, 1.62424e-10
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 32, 3.63565e-09, 9.00568e-43, 38548.5, 2.06825e+21, 7.53884e-10, 1.86837e-10
1.96304e-06, 33, 4.0827e-09, 5.29121e-44, 32546.6, 2.33916e+21, 8.16668e-10, 2.03659e-10
1.96304e-06, 34, 4.57693e-09, 3.09378e-45, 27618.4, 2.63584e+21, 8.82624e-10, 2.18311e-10
1.96304e-06, 35, 5.10016e-09, 1.8007e-46, 23548.2, 2.95989e+21, 9.51808e-10, 2.38162e-10
1.96304e-06, 36, 5.66876e-09, 1.04356e-47, 20168.3, 3.31294e+21, 1.02428e-09, 2.54988e-10
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 38, 6.93217e-09, 3.46294e-50, 14980.4, 4.1128e+21, 1.17935e-09, 2.96677e-10
1.96304e-06, 39, 7.67334e-09, 1.9837e-51, 12986.1, 4.56312e+21, 1.26206e-09, 3.13314e-10
1.96304e-06, 40, 8.38121e-09, 1.13237e-52, 11298, 5.04944e+21, 1.3483e-09, 3.33428e-10
1.96304e-06, 41, 9.23218e-09, 6.44257e-54, 9863.28, 5.57364e+21, 1.43814e-09, 3.51399e-10
1.96304e-06, 42, 1.00865e-08, 3.65391e-55, 8638.96, 6.13763e+21, 1.53163e-09, 3.6989e-10
1.96304e-06, 43, 1.0942e-08, 2.06608e-56, 7590.25, 6.74338e+21, 1.62882e-09, 3.89583e-10
1.96304e-06, 44, 1.19096e-08, 1.16489e-57, 6688.72, 7.39289e+21, 1.72976e-09, 4.3179e-10
1.96304e-06, 45, 1.29126e-08, 6.54979e-59, 5911.04, 8.08823e+21, 1.83454e-09, 4.53418e-10
1.96304e-06, 46, 1.39787e-08, 3.67305e-60, 5237.99, 8.83151e+21, 1.94319e-09, 4.75593e-10
1.96304e-06, 47, 1.51108e-08, 2.05461e-61, 4653.66, 9.62487e+21, 2.05578e-09, 4.98589e-10
1.96304e-06, 48, 1.6293e-08, 1.14653e-62, 4144.82, 1.04705e+22, 2.17236e-09, 5.22138e-10
1.96304e-06, 49, 1.76565e-08, 6.38314e-64, 3700.45, 1.13707e+22, 2.29298e-09, 5.70446e-10
1.96304e-06, 50, 1.89486e-08, 3.54581e-65, 3311.29, 1.23277e+22, 2.41769e-09, 5.95389e-10
1.96304e-06, 51, 2.02824e-08, 1.96548e-66, 2969.59, 1.33439e+22, 2.54657e-09, 6.21648e-10
1.96304e-06, 52, 2.17281e-08, 1.08724e-67, 2668.79, 1.44217e+22, 2.67965e-09, 6.49483e-10
1.96304e-06, 53, 2.32401e-08, 6.00243e-69, 2403.34, 1.55635e+22, 2.817e-09, 6.77454e-10
1.96304e-06, 54, 2.48766e-08, 3.3075e-70, 2168.54, 1.67718e+22, 2.95866e-09, 7.05884e-10
1.96304e-06, 55, 2.65668e-08, 1.81916e-71, 1960.37, 1.8049e+22, 3.10469e-09, 7.72299e-10
1.96304e-06, 56, 2.82626e-08, 9.98794e-73, 1775.41, 1.93979e+22, 3.25514e-09, 8.02063e-10
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 58, 3.19399e-08, 2.99559e-75, 1463.79, 2.23211e+22, 3.56952e-09, 8.67031e-10
1.96304e-06, 59, 3.38926e-08, 1.63657e-76, 1332.44, 2.39008e+22, 3.73356e-09, 9.00943e-10
1.96304e-06, 60, 3.59079e-08, 8.92719e-78, 1214.79, 2.55628e+22, 3.90222e-09, 9.34718e-10
1.96304e-06, 61, 3.81056e-08, 4.86238e-79, 1109.22, 2.73101e+22, 4.07558e-09, 9.69141e-10
1.96304e-06, 62, 4.04605e-08, 2.64456e-80, 1014.33, 2.91454e+22, 4.25365e-09, 1.00444e-09
1.96304e-06, 63, 4.26677e-08, 1.43633e-81, 928.88, 3.10718e+22, 4.43653e-09, 1.0414e-09
1.96304e-06, 64, 4.49041e-08, 7.79046e-83, 851.81, 3.3092e+22, 4.62422e-09, 1.0792e-09
1.96304e-06, 65, 4.7371e-08, 4.2199e-84, 782.185, 3.52093e+22, 4.81681e-09, 1.1186e-09
1.96304e-06, 66, 4.98944e-08, 2.28292e-85, 719.186, 3.74265e+22, 5.01433e-09, 1.15853e-09
1.96304e-06, 67, 5.25024e-08, 1.2335e-86, 662.096, 3.97469e+22, 5.21683e-09, 1.19866e-09
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 69, 5.81766e-08, 3.58833e-89, 563.2, 4.47095e+22, 5.637e-09, 1.38874e-09
1.96304e-06, 70, 6.10141e-08, 1.93207e-90, 520.348, 4.73583e+22, 5.85476e-09, 1.43465e-09
1.96304e-06, 71, 6.38935e-08, 1.03915e-91, 481.295, 5.0123e+22, 6.07769e-09, 1.47968e-09
1.96304e-06, 72, 6.69572e-08, 5.583e-93, 445.66, 5.3007e+22, 6.30586e-09, 1.52685e-09
1.96304e-06, 73, 7.00935e-08, 2.99644e-94, 413.102, 5.60138e+22, 6.53932e-09, 1.57459e-09
1.96304e-06, 74, 7.33457e-08, 1.60659e-95, 383.317, 5.91467e+22, 6.77809e-09, 1.62312e-09
1.96304e-06, 75, 7.68587e-08, 8.60549e-97, 356.038, 6.24092e+22, 7.02223e-09, 1.67105e-09
1.96304e-06, 76, 8.06201e-08, 4.605e-98, 331.023, 6.58048e+22, 7.27181e-09, 1.7222e-09
1.96304e-06, 77, 8.40329e-08, 2.46194e-99, 308.059, 6.93372e+22, 7.52685e-09, 1.77539e-09
1.96304e-06, 78, 8.7587e-08, 1.31501e-100, 286.954, 7.30099e+22, 7.78743e-09, 1.82819e-09
1.96304e-06, 79, 9.12715e-08, 7.01776e-102, 267.537, 7.68266e+22, 8.05355e-09, 1.88205e-09
1.96304e-06, 80, 9.51309e-08, 3.74187e-103, 249.654, 8.07911e+22, 8.32529e-09, 1.93713e-09
1.96304e-06, 81, 9.89484e-08, 1.99349e-104, 233.166, 8.4907e+22, 8.60269e-09, 1.99264e-09
1.96304e-06, 82, 1.02944e-07, 1.06116e-105, 217.95, 8.91782e+22, 8.8858e-09, 2.04923e-09
1.96304e-06, 83, 1.07057e-07, 5.64415e-107, 203.893, 9.36086e+22, 9.17463e-09, 2.10596e-09
1.96304e-06, 84, 1.11298e-07, 2.99968e-108, 190.896, 9.82021e+22, 9.46931e-09, 2.16569e-09
1.96304e-06, 85, 1.15637e-07, 1.59301e-109, 178.866, 1.02963e+23, 9.7698e-09, 2.22608e-09
1.96304e-06, 86, 1.20071e-07, 8.45352e-111, 167.722, 1.07894e+23, 1.00762e-08, 2.28798e-09
1.96304e-06, 87, 1.24825e-07, 4.48271e-112, 157.39, 1.13001e+23, 1.03885e-08, 2.35279e-09
1.96304e-06, 88, 1.29683e-07, 2.37536e-113, 147.801, 1.18286e+23, 1.07068e-08, 2.41675e-09
1.96304e-06, 89, 1.34353e-07, 1.25782e-114, 138.895, 1.23755e+23, 1.10311e-08, 2.48112e-09
1.96304e-06, 90, 1.39143e-07, 6.65594e-116, 130.617, 1.29412e+23, 1.13615e-08, 2.54697e-09
1.96304e-06, 91, 1.43927e-07, 3.51974e-117, 122.915, 1.3526e+23, 1.1698e-08, 2.88408e-09
1.96304e-06, 92, 1.48992e-07, 1.86006e-118, 115.744, 1.41304e+23, 1.20407e-08, 2.962e-09
1.96304e-06, 93, 1.54154e-07, 9.8235e-120, 109.063, 1.47549e+23, 1.23896e-08, 3.03506e-09
1.96304e-06, 94, 1.59358e-07, 5.18482e-121, 102.832, 1.53998e+23, 1.27447e-08, 3.10914e-09
1.96304e-06, 95, 1.651e-07, 2.73485e-122, 97.0181, 1.60656e+23, 1.31061e-08, 3.18577e-09
1.96304e-06, 96, 1.7119e-07, 1.4417e-123, 91.5885, 1.67528e+23, 1.34739e-08, 3.26227e-09
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 98, 1.81686e-07, 3.99937e-126, 81.7691, 1.81931e+23, 1.42286e-08, 3.41963e-09
1.96304e-06, 99, 1.88765e-07, 2.10466e-127, 77.3284, 1.89472e+23, 1.46156e-08, 3.50139e-09
1.96304e-06, 100, 1.9445e-07, 1.10696e-128, 73.1699, 1.97244e+23, 1.50092e-08, 3.58245e-09
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 102, 2.05778e-07, 3.05723e-131, 65.6193, 2.13503e+23, 1.5816e-08, 3.74837e-09
1.96304e-06, 103, 2.12033e-07, 1.6054e-132, 62.1911, 2.22e+23, 1.62293e-08, 3.8335e-09
1.96304e-06, 104, 2.18421e-07, 8.42594e-134, 58.9725, 2.30747e+23, 1.66494e-08, 3.92117e-09
1.96304e-06, 105, 2.25549e-07, 4.42013e-135, 55.9489, 2.39751e+23, 1.70761e-08, 4.00951e-09
2.36449e-06, 5, 2.73711e-12, 13105.3, 8.6934e+08, 7.05439e+17, 7.27889e-12, 2.24648e-12
2.36449e-06, 6, 5.78085e-12, 47.7725, 3.18928e+08, 1.4628e+18, 1.12205e-11, 3.44025e-12
2.36449e-06, 7, 1.08433e-11, 0.164983, 1.36611e+08, 2.71001e+18, 1.6258e-11, 4.94591e-12
2.36449e-06, 8, 1.87259e-11, 0.000546598, 6.55435e+07, 4.62316e+18, 2.24943e-11, 6.77067e-12
2.36449e-06, 9, 3.02422e-11, 1.70751e-06, 3.42918e+07, 7.40541e+18, 3.00289e-11, 8.955e-12
2.36449e-06, 10, 4.6398e-11, 5.30324e-09, 1.92099e+07, 1.1287e+19, 3.8957e-11, 1.14816e-11
2.36449e-06, 11, 6.8349e-11, 1.61186e-11, 1.13727e+07, 1.65253e+19, 4.93714e-11, 1.43877e-11
2.36449e-06, 12, 9.69386e-11, 4.81198e-14, 7.04738e+06, 2.34048e+19, 6.13613e-11, 1.76813e-11
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 15, 2.37764e-10, 1.44849e-21, 2.06549e+06, 5.71405e+19, 1.07645e-10, 3.00836e-11
2.36449e-06, 16, 3.07662e-10, 2.22627e-23, 1.44832e+06, 7.39706e+19, 1.26788e-10, 3.50099e-11
2.36449e-06, 17, 3.90793e-10, 1.30599e-24, 1.03766e+06, 9.42703e+19, 1.47921e-10, 4.05891e-11
2.36449e-06, 18, 4.90209e-10, 8.73602e-26, 757750, 1.18487e+20, 1.71124e-10, 4.64542e-11
2.36449e-06, 19, 6.07348e-10, 5.7907e-27, 562833, 1.47094e+20, 1.96472e-10, 5.30981e-11
2.36449e-06, 20, 7.4357e-10, 3.7853e-28, 424482, 1.80592e+20, 2.24041e-10, 5.999e-11
2.36449e-06, 21, 8.99812e-10, 2.44279e-29, 324578, 2.19511e+20, 2.53903e-10, 6.71613e-11
2.36449e-06, 22, 1.08061e-09, 1.55809e-30, 251304, 2.64405e+20, 2.86133e-10, 7.62344e-11
2.36449e-06, 23, 1.28433e-09, 9.83234e-32, 196798, 3.15857e+20, 3.20801e-10, 8.38336e-11
2.36449e-06, 24, 1.51499e-09, 6.14411e-33, 155727, 3.74476e+20, 3.57977e-10, 9.2802e-11
2.36449e-06, 25, 1.77499e-09, 3.80492e-34, 124410, 4.40899e+20, 3.97732e-10, 1.02351e-10
2.36449e-06, 26, 2.06627e-09, 2.33675e-35, 100270, 5.1579e+20, 4.40137e-10, 1.15258e-10
2.36449e-06, 27, 2.39116e-09, 1.42405e-36, 81474.9, 5.99839e+20, 4.85253e-10, 1.24728e-10
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 29, 3.14153e-09, 5.17863e-39, 54996.6, 7.98309e+20, 5.83903e-10, 1.51056e-10
2.36449e-06, 30, 3.57357e-09, 3.09315e-40, 45641.3, 9.14249e+20, 6.37561e-10, 1.59858e-10
2.36449e-06, 31, 4.04965e-09, 1.83676e-41, 38109.7, 1.04238e+21, 6.94201e-10, 1.78255e-10
2.36449e-06, 32, 4.56957e-09, 1.08474e-42, 32003.7, 1.18353e+21, 7.53884e-10, 1.91134e-10
2.36449e-06, 33, 5.13487e-09, 6.37326e-44, 27020.8, 1.33855e+21, 8.16668e-10, 2.04979e-10
2.36449e-06, 34, 5.73787e-09, 3.72648e-45, 22929.3, 1.50833e+21, 8.82624e-10, 2.21783e-10
2.36449e-06, 35, 6.39997e-09, 2.16895e-46, 19550.2, 1.69376e+21, 9.51808e-10, 2.42576e-10
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 37, 7.91972e-09, 7.25487e-49, 14401.7, 2.11537e+21, 1.10011e-09, 2.72964e-10
2.36449e-06, 38, 8.70242e-09, 4.17113e-50, 12437, 2.3535e+21, 1.17935e-09, 2.95703e-10
2.36449e-06, 39, 9.57987e-09, 2.38937e-51, 10781.3, 2.61119e+21, 1.26206e-09, 3.12184e-10
2.36449e-06, 40, 1.05136e-08, 1.36394e-52, 9379.82, 2.88948e+21, 1.3483e-09, 3.32232e-10
2.36449e-06, 41, 1.15524e-08, 7.7601e-54, 8188.67, 3.18944e+21, 1.43814e-09, 3.63935e-10
2.36449e-06, 42, 1.25853e-08, 4.40115e-55, 7172.22, 3.51218e+21, 1.53163e-09, 3.83316e-10
2.36449e-06, 43, 1.37108e-08, 2.4886e-56, 6301.56, 3.85881e+21, 1.62882e-09, 4.03179e-10
2.36449e-06, 44, 1.49989e-08, 1.40311e-57, 5553.09, 4.23048e+21, 1.72976e-09, 4.23186e-10
2.36449e-06, 45, 1.62061e-08, 7.88923e-59, 4907.45, 4.62838e+21, 1.83454e-09, 4.43867e-10
2.36449e-06, 46, 1.75197e-08, 4.4242e-60, 4348.67, 5.05371e+21, 1.94319e-09, 4.86124e-10
2.36449e-06, 47, 1.89154e-08, 2.4748e-61, 3863.55, 5.50771e+21, 2.05578e-09, 5.09431e-10
2.36449e-06, 48, 2.05462e-08, 1.381e-62, 3441.1, 5.99162e+21, 2.17236e-09, 5.34444e-10
2.36449e-06, 49, 2.19982e-08, 7.68851e-64, 3072.18, 6.50674e+21, 2.29298e-09, 5.59205e-10
2.36449e-06, 50, 2.36569e-08, 4.27095e-65, 2749.09, 7.05439e+21, 2.41769e-09, 5.84437e-10
2.36449e-06, 51, 2.53624e-08, 2.36743e-66, 2465.41, 7.6359e+21, 2.54657e-09, 6.37845e-10
2.36449e-06, 52, 2.72525e-08, 1.30959e-67, 2215.68, 8.25264e+21, 2.67965e-09, 6.66269e-10
2.36449e-06, 53, 2.90719e-08, 7.22994e-69, 1995.3, 8.906e+21, 2.817e-09, 6.95107e-10
2.36449e-06, 54, 3.11294e-08, 3.98388e-70, 1800.36, 9.59742e+21, 2.95866e-09, 7.22948e-10
2.36449e-06, 55, 3.31445e-08, 2.19119e-71, 1627.53, 1.03283e+22, 3.10469e-09, 7.51845e-10
2.36449e-06, 56, 3.52958e-08, 1.20305e-72, 1473.98, 1.11002e+22, 3.25514e-09, 7.81196e-10
2.36449e-06, 57, 3.75505e-08, 6.59395e-74, 1337.25, 1.19146e+22, 3.41007e-09, 8.12606e-10
2.36449e-06, 58, 3.98965e-08, 3.60819e-75, 1215.26, 1.2773e+22, 3.56952e-09, 8.87941e-10
2.36449e-06, 59, 4.23392e-08, 1.97124e-76, 1106.21, 1.36769e+22, 3.73356e-09, 9.21582e-10
2.36449e-06, 60, 4.48965e-08, 1.07528e-77, 1008.54, 1.4628e+22, 3.90222e-09, 9.55095e-10
2.36449e-06, 61, 4.74955e-08, 5.85674e-79, 920.896, 1.56278e+22, 4.07558e-09, 9.89209e-10
2.36449e-06, 62, 5.034e-08, 3.18539e-80, 842.113, 1.66781e+22, 4.25365e-09, 1.02487e-09
2.36449e-06, 63, 5.34242e-08, 1.73006e-81, 771.173, 1.77804e+22, 4.43653e-09, 1.06124e-09
2.36449e-06, 64, 5.63017e-08, 9.38363e-83, 707.188, 1.89365e+22, 4.62422e-09, 1.09879e-09
2.36449e-06, 65, 5.90951e-08, 5.0829e-84, 649.383, 2.0148e+22, 4.81681e-09, 1.13737e-09
2.36449e-06, 66, 6.22318e-08, 2.74978e-85, 597.081, 2.14168e+22, 5.01433e-09, 1.24535e-09
2.36449e-06, 67, 6.55192e-08, 1.48576e-86, 549.684, 2.27446e+22, 5.21683e-09, 1.2871e-09
2.36449e-06, 68, 6.88552e-08, 8.0182e-88, 506.67, 2.41332e+22, 5.42437e-09, 1.32711e-09
2.36449e-06, 69, 7.25222e-08, 4.32217e-89, 467.579, 2.55844e+22, 5.637e-09, 1.3702e-09
2.36449e-06, 70, 7.6062e-08, 2.32719e-90, 432.002, 2.71001e+22, 5.85476e-09, 1.41487e-09
2.36449e-06, 71, 7.96625e-08, 1.25166e-91, 399.58, 2.86822e+22, 6.07769e-09, 1.46004e-09
2.36449e-06, 72, 8.34664e-08, 6.72476e-93, 369.995, 3.03326e+22, 6.30586e-09, 1.50546e-09
2.36449e-06, 73, 8.73397e-08, 3.60924e-94, 342.964, 3.20532e+22, 6.53932e-09, 1.551e-09
2.36449e-06, 74, 9.19647e-08, 1.93515e-95, 318.237, 3.38459e+22, 6.77809e-09, 1.59821e-09
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 76, 1.00152e-07, 5.54674e-98, 274.821, 3.7656e+22, 7.27181e-09, 1.69746e-09
2.36449e-06, 77, 1.04439e-07, 2.96541e-99, 255.756, 3.96773e+22, 7.52685e-09, 1.74858e-09
2.36449e-06, 78, 1.08863e-07, 1.58394e-100, 238.234, 4.1779e+22, 7.78743e-09, 1.80042e-09
2.36449e-06, 79, 1.13423e-07, 8.45288e-102, 222.114, 4.3963e+22, 8.05355e-09, 1.85435e-09
2.36449e-06, 80, 1.18417e-07, 4.5071e-103, 207.267, 4.62316e+22, 8.32529e-09, 1.90907e-09
2.36449e-06, 81, 1.23196e-07, 2.40116e-104, 193.578, 4.85869e+22, 8.60269e-09, 1.96479e-09
2.36449e-06, 82, 1.28076e-07, 1.27817e-105, 180.946, 5.10311e+22, 8.8858e-09, 2.0203e-09
2.36449e-06, 83, 1.33175e-07, 6.79839e-107, 169.276, 5.35663e+22, 9.17463e-09, 2.07732e-09
2.36449e-06, 84, 1.38409e-07, 3.61313e-108, 158.485, 5.61948e+22, 9.46931e-09, 2.33409e-09
2.36449e-06, 85, 1.44701e-07, 1.91879e-109, 148.498, 5.89189e+22, 9.7698e-09, 2.39506e-09
2.36449e-06, 86, 1.49673e-07, 1.01823e-110, 139.246, 6.17409e+22, 1.00762e-08, 2.45996e-09
2.36449e-06, 87, 1.55208e-07, 5.39943e-112, 130.668, 6.46631e+22, 1.03885e-08, 2.52489e-09
2.36449e-06, 88, 1.60911e-07, 2.86114e-113, 122.707, 6.76877e+22, 1.07068e-08, 2.58957e-09
2.36449e-06, 89, 1.66634e-07, 1.51505e-114, 115.313, 7.08173e+22, 1.10311e-08, 2.65707e-09
2.36449e-06, 90, 1.72625e-07, 8.01711e-116, 108.44, 7.40541e+22, 1.13615e-08, 2.72063e-09
2.36449e-06, 91, 1.78734e-07, 4.23955e-117, 102.046, 7.74007e+22, 1.1698e-08, 2.78833e-09
2.36449e-06, 92, 1.85e-07, 2.24045e-118, 96.093, 8.08594e+22, 1.20407e-08, 2.85627e-09
2.36449e-06, 93, 1.92462e-07, 1.18324e-119, 90.5458, 8.44328e+22, 1.23896e-08, 2.92902e-09
2.36449e-06, 94, 1.98476e-07, 6.24512e-121, 85.3732, 8.81233e+22, 1.27447e-08, 3.00085e-09
2.36449e-06, 95, 2.05065e-07, 3.29413e-122, 80.5462, 9.19335e+22, 1.31061e-08, 3.07415e-09
2.36449e-06, 96, 2.11438e-07, 1.73652e-123, 76.0384, 9.58659e+22, 1.34739e-08, 3.14503e-09
2.36449e-06, 97, 2.19859e-07, 9.14885e-125, 71.8257, 9.99232e+22, 1.38481e-08, 3.22024e-09
2.36449e-06, 98, 2.2683e-07, 4.81726e-126, 67.8862, 1.04108e+23, 1.42286e-08, 3.2988e-09
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 100, 2.40514e-07, 1.33333e-128, 60.747, 1.1287e+23, 1.50092e-08, 3.4553e-09
2.36449e-06, 101, 2.4783e-07, 7.00894e-130, 57.5118, 1.17453e+23, 1.54093e-08, 3.53268e-09
