# L1 = 1, c = 1, a = 1, mu_eta = 1.5, mu_delta = 1, xi_inf = 0.01, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
4.13201e-06, 6, 9.00214e-10, 1.54307e+06, 3.11822e+09, 2.74102e+17, 1.12206e-07, 3.01036e-08
4.13201e-06, 7, 1.72519e-09, 5246.68, 1.33567e+09, 5.07807e+17, 1.62581e-07, 4.30645e-08
4.13201e-06, 8, 3.03231e-09, 17.1962, 6.40832e+08, 8.66296e+17, 2.24945e-07, 5.79647e-08
4.13201e-06, 9, 4.99218e-09, 0.054743, 3.35278e+08, 1.38764e+18, 3.0029e-07, 7.59953e-08
4.13201e-06, 10, 7.78314e-09, 0.000169753, 1.87819e+08, 2.11498e+18, 3.89572e-07, 9.87726e-08
4.13201e-06, 11, 1.16355e-08, 5.17057e-07, 1.11193e+08, 3.09654e+18, 4.93714e-07, 1.25883e-07
4.13201e-06, 12, 1.67667e-08, 1.54877e-09, 6.89037e+07, 4.38563e+18, 6.13613e-07, 1.55667e-07
4.13201e-06, 13, 2.35118e-08, 4.57463e-12, 4.4366e+07, 6.0406e+18, 7.50139e-07, 1.89553e-07
4.13201e-06, 14, 3.20765e-08, 1.33576e-14, 2.95145e+07, 8.12491e+18, 9.04142e-07, 2.24797e-07
4.13201e-06, 15, 4.28727e-08, 3.9033e-17, 2.01947e+07, 1.07071e+19, 1.07645e-06, 2.62303e-07
4.13201e-06, 16, 5.61659e-08, 1.35598e-19, 1.41605e+07, 1.38607e+19, 1.26788e-06, 3.03536e-07
4.13201e-06, 17, 7.24242e-08, 2.60104e-21, 1.01454e+07, 1.76645e+19, 1.47921e-06, 3.48686e-07
4.13201e-06, 18, 9.18762e-08, 1.56501e-22, 7.40867e+06, 2.22022e+19, 1.71124e-06, 3.97936e-07
4.13201e-06, 19, 1.15209e-07, 1.03161e-23, 5.50293e+06, 2.75626e+19, 1.96472e-06, 4.51462e-07
4.13201e-06, 20, 1.42542e-07, 6.73643e-25, 4.15025e+06, 3.38397e+19, 2.2404e-06, 5.09441e-07
4.13201e-06, 21, 1.74736e-07, 4.34388e-26, 3.17346e+06, 4.11324e+19, 2.53903e-06, 5.72045e-07
4.13201e-06, 22, 2.11854e-07, 2.76869e-27, 2.45705e+06, 4.95447e+19, 2.86132e-06, 6.39449e-07
4.13201e-06, 23, 2.54959e-07, 1.74604e-28, 1.92414e+06, 5.91859e+19, 3.208e-06, 7.11823e-07
4.13201e-06, 24, 3.03923e-07, 1.09043e-29, 1.52257e+06, 7.017e+19, 3.57977e-06, 7.89333e-07
4.13201e-06, 25, 3.60072e-07, 6.749e-31, 1.21638e+06, 8.26165e+19, 3.97733e-06, 8.72131e-07
4.13201e-06, 26, 4.2321e-07, 4.14265e-32, 980360, 9.66496e+19, 4.40136e-06, 9.60379e-07
4.13201e-06, 27, 4.94933e-07, 2.52337e-33, 796597, 1.12399e+20, 4.85254e-06, 1.05424e-06
4.13201e-06, 28, 5.74484e-07, 1.52609e-34, 652184, 1.29999e+20, 5.33154e-06, 1.15387e-06
4.13201e-06, 29, 6.63477e-07, 9.16837e-36, 537713, 1.49589e+20, 5.83901e-06, 1.2594e-06
4.13201e-06, 30, 7.63152e-07, 5.47401e-37, 446244, 1.71313e+20, 6.37562e-06, 1.37098e-06
4.13201e-06, 31, 8.72603e-07, 3.24933e-38, 372606, 1.95323e+20, 6.94201e-06, 1.48874e-06
4.13201e-06, 32, 9.94484e-07, 1.91829e-39, 312906, 2.21772e+20, 7.53882e-06, 1.61284e-06
4.13201e-06, 33, 1.12752e-06, 1.1267e-40, 264188, 2.5082e+20, 8.16668e-06, 1.74342e-06
4.13201e-06, 34, 1.27319e-06, 6.5858e-42, 224184, 2.82633e+20, 8.82622e-06, 1.88062e-06
4.13201e-06, 35, 1.43381e-06, 3.83205e-43, 191146, 3.17379e+20, 9.51806e-06, 2.02454e-06
4.13201e-06, 36, 1.60733e-06, 2.22017e-44, 163710, 3.55236e+20, 1.02428e-05, 2.17531e-06
4.13201e-06, 37, 1.79662e-06, 1.28107e-45, 140809, 3.96382e+20, 1.10011e-05, 2.33306e-06
4.13201e-06, 38, 2.00688e-06, 7.36355e-47, 121599, 4.41002e+20, 1.17935e-05, 2.49791e-06
4.13201e-06, 39, 2.22649e-06, 4.21707e-48, 105411, 4.89288e+20, 1.26206e-05, 2.67003e-06
4.13201e-06, 40, 2.46475e-06, 2.40671e-49, 91708.4, 5.41435e+20, 1.34831e-05, 2.84952e-06
4.13201e-06, 41, 2.72355e-06, 1.36899e-50, 80062.3, 5.97643e+20, 1.43814e-05, 3.03649e-06
4.13201e-06, 42, 3.00236e-06, 7.76261e-52, 70124.2, 6.58118e+20, 1.53162e-05, 3.23104e-06
4.13201e-06, 43, 3.30155e-06, 4.38843e-53, 61611.6, 7.2307e+20, 1.62881e-05, 3.43325e-06
4.13201e-06, 44, 3.62123e-06, 2.47379e-54, 54293.7, 7.92715e+20, 1.72977e-05, 3.64324e-06
4.13201e-06, 45, 3.9693e-06, 1.39068e-55, 47981.1, 8.67275e+20, 1.83454e-05, 3.86116e-06
4.13201e-06, 46, 4.32981e-06, 7.79739e-57, 42517.8, 9.46974e+20, 1.94319e-05, 4.08713e-06
4.13201e-06, 47, 4.71933e-06, 4.36094e-58, 37774.7, 1.03204e+21, 2.05578e-05, 4.32129e-06
4.13201e-06, 48, 5.13875e-06, 2.43313e-59, 33644.4, 1.12272e+21, 2.17236e-05, 4.56378e-06
4.13201e-06, 49, 5.57698e-06, 1.35439e-60, 30037.3, 1.21924e+21, 2.29298e-05, 4.81471e-06
4.13201e-06, 50, 6.04611e-06, 7.52248e-62, 26878.4, 1.32186e+21, 2.4177e-05, 5.07421e-06
4.13201e-06, 51, 6.54332e-06, 4.16918e-63, 24104.8, 1.43083e+21, 2.54657e-05, 5.3424e-06
4.13201e-06, 52, 7.06965e-06, 2.30595e-64, 21663.1, 1.54639e+21, 2.67965e-05, 5.6194e-06
4.13201e-06, 53, 7.62237e-06, 1.27289e-65, 19508.4, 1.66882e+21, 2.817e-05, 5.90531e-06
4.13201e-06, 54, 8.21013e-06, 7.01303e-67, 17602.5, 1.79838e+21, 2.95866e-05, 6.20024e-06
4.13201e-06, 55, 8.83475e-06, 3.85678e-68, 15912.7, 1.93534e+21, 3.10469e-05, 6.50429e-06
4.13201e-06, 56, 9.48909e-06, 2.11727e-69, 14411.4, 2.07998e+21, 3.25514e-05, 6.81756e-06
4.13201e-06, 57, 1.01776e-05, 1.16034e-70, 13074.6, 2.23257e+21, 3.41007e-05, 7.14015e-06
4.13201e-06, 58, 1.08997e-05, 6.34866e-72, 11881.9, 2.39342e+21, 3.56953e-05, 7.47213e-06
4.13201e-06, 59, 1.16573e-05, 3.46805e-73, 10815.7, 2.5628e+21, 3.73356e-05, 7.8136e-06
4.13201e-06, 60, 1.24566e-05, 1.89156e-74, 9860.69, 2.74102e+21, 3.90223e-05, 8.16463e-06
4.13201e-06, 61, 1.33017e-05, 1.03017e-75, 9003.79, 2.92837e+21, 4.07558e-05, 8.52531e-06
4.13201e-06, 62, 1.41723e-05, 5.60237e-77, 8233.51, 3.12517e+21, 4.25366e-05, 8.89572e-06
4.13201e-06, 63, 1.50893e-05, 3.04249e-78, 7539.91, 3.33172e+21, 4.43652e-05, 9.276e-06
4.13201e-06, 64, 1.60519e-05, 1.65005e-79, 6914.32, 3.54835e+21, 4.62422e-05, 9.66626e-06
4.13201e-06, 65, 1.7067e-05, 8.93715e-81, 6349.15, 3.77537e+21, 4.81681e-05, 1.00666e-05
4.13201e-06, 66, 1.81177e-05, 4.83445e-82, 5837.78, 4.01312e+21, 5.01433e-05, 1.04772e-05
4.13201e-06, 67, 1.92695e-05, 2.61192e-83, 5374.37, 4.26192e+21, 5.21683e-05, 1.08981e-05
4.13201e-06, 68, 2.03472e-05, 1.40946e-84, 4953.82, 4.52212e+21, 5.42437e-05, 1.13294e-05
4.13201e-06, 69, 2.15412e-05, 7.59698e-86, 4571.61, 4.79405e+21, 5.637e-05, 1.17713e-05
4.13201e-06, 70, 2.27805e-05, 4.09015e-87, 4223.77, 5.07807e+21, 5.85476e-05, 1.22238e-05
4.13201e-06, 71, 2.40695e-05, 2.19968e-88, 3906.77, 5.37452e+21, 6.0777e-05, 1.2687e-05
4.13201e-06, 72, 2.54141e-05, 1.18173e-89, 3617.52, 5.68377e+21, 6.30587e-05, 1.31611e-05
4.13201e-06, 73, 2.68115e-05, 6.34196e-91, 3353.23, 6.00618e+21, 6.53931e-05, 1.36461e-05
4.13201e-06, 74, 2.82763e-05, 3.4001e-92, 3111.46, 6.34211e+21, 6.77809e-05, 1.41421e-05
4.13201e-06, 75, 2.97777e-05, 1.82109e-93, 2890.03, 6.69193e+21, 7.02224e-05, 1.46493e-05
4.13201e-06, 76, 3.13292e-05, 9.74443e-95, 2686.98, 7.05604e+21, 7.27181e-05, 1.51676e-05
4.13201e-06, 77, 3.29477e-05, 5.20926e-96, 2500.58, 7.4348e+21, 7.52686e-05, 1.56973e-05
4.13201e-06, 78, 3.46265e-05, 2.78228e-97, 2329.27, 7.82862e+21, 7.78742e-05, 1.62384e-05
4.13201e-06, 79, 3.63635e-05, 1.48471e-98, 2171.65, 8.23787e+21, 8.05355e-05, 1.67911e-05
nan, nan, nan, nan, nan, nan, nan, nan
4.13201e-06, 81, 4.00306e-05, 4.21701e-101, 1892.66, 9.1043e+21, 8.60268e-05, 1.79313e-05
4.13201e-06, 82, 4.19564e-05, 2.24464e-102, 1769.14, 9.56229e+21, 8.88579e-05, 1.8519e-05
4.13201e-06, 83, 4.39564e-05, 1.19382e-103, 1655.05, 1.00373e+22, 9.17464e-05, 1.91187e-05
4.13201e-06, 84, 4.61403e-05, 6.34443e-105, 1549.54, 1.05299e+22, 9.46929e-05, 1.97303e-05
4.13201e-06, 85, 4.81696e-05, 3.3691e-106, 1451.9, 1.10403e+22, 9.76979e-05, 2.0354e-05
4.13201e-06, 86, 5.03382e-05, 1.78776e-107, 1361.44, 1.15691e+22, 0.000100762, 2.09899e-05
4.13201e-06, 87, 5.26056e-05, 9.47957e-109, 1277.57, 1.21167e+22, 0.000103885, 2.1638e-05
4.13201e-06, 88, 5.49335e-05, 5.02293e-110, 1199.73, 1.26834e+22, 0.000107068, 2.22986e-05
4.13201e-06, 89, 5.74013e-05, 2.65964e-111, 1127.44, 1.32699e+22, 0.000110311, 2.29716e-05
4.13201e-06, 90, 6.01393e-05, 1.40732e-112, 1060.24, 1.38764e+22, 0.000113615, 2.36571e-05
4.13201e-06, 91, 6.26288e-05, 7.44172e-114, 997.727, 1.45035e+22, 0.00011698, 2.43553e-05
4.13201e-06, 92, 6.52144e-05, 3.93251e-115, 939.521, 1.51516e+22, 0.000120407, 2.50662e-05
4.13201e-06, 93, 6.79003e-05, 2.07677e-116, 885.285, 1.58212e+22, 0.000123896, 2.57899e-05
4.13201e-06, 94, 7.06848e-05, 1.09607e-117, 834.711, 1.65127e+22, 0.000127447, 2.65266e-05
4.13201e-06, 95, 7.33972e-05, 5.7812e-119, 787.516, 1.72267e+22, 0.000131061, 2.72762e-05
4.13201e-06, 96, 7.63607e-05, 3.04747e-120, 743.443, 1.79635e+22, 0.000134739, 2.8039e-05
nan, nan, nan, nan, nan, nan, nan, nan
4.13201e-06, 98, 8.256e-05, 8.45323e-123, 663.737, 1.95079e+22, 0.000142286, 2.96041e-05
4.13201e-06, 99, 8.57148e-05, 4.4483e-124, 627.691, 2.03164e+22, 0.000146156, 3.04067e-05
nan, nan, nan, nan, nan, nan, nan, nan
4.13201e-06, 101, 9.23807e-05, 1.22977e-126, 562.305, 2.20086e+22, 0.000154093, 3.20523e-05
4.13201e-06, 102, 9.58482e-05, 6.46085e-128, 532.646, 2.28932e+22, 0.00015816, 3.28955e-05
4.13201e-06, 103, 9.94077e-05, 3.39258e-129, 504.818, 2.38043e+22, 0.000162294, 3.37525e-05
4.13201e-06, 104, 0.00010305, 1.78053e-130, 478.692, 2.47423e+22, 0.000166494, 3.46232e-05
4.13201e-06, 105, 0.000106863, 9.34006e-132, 454.149, 2.57077e+22, 0.000170762, 3.55079e-05
4.97702e-06, 5, 5.29582e-10, 3.01311e+08, 7.05661e+09, 7.56419e+16, 7.27884e-08, 2.04902e-08
4.97702e-06, 6, 1.14185e-09, 1.07567e+06, 2.5888e+09, 1.56851e+17, 1.12206e-07, 3.08334e-08
4.97702e-06, 7, 2.18993e-09, 3656.31, 1.1089e+09, 2.90586e+17, 1.62581e-07, 4.36144e-08
4.97702e-06, 8, 3.84825e-09, 11.9759, 5.3203e+08, 4.95727e+17, 2.24945e-07, 5.91291e-08
4.97702e-06, 9, 6.32584e-09, 0.0381002, 2.78354e+08, 7.94058e+17, 3.0029e-07, 7.82333e-08
4.97702e-06, 10, 9.86702e-09, 0.000118012, 1.5593e+08, 1.21027e+18, 3.89572e-07, 1.00619e-07
4.97702e-06, 11, 1.47598e-08, 3.595e-07, 9.23148e+07, 1.77196e+18, 4.93714e-07, 1.25815e-07
4.97702e-06, 12, 2.12918e-08, 1.07496e-09, 5.7205e+07, 2.50962e+18, 6.13613e-07, 1.56575e-07
4.97702e-06, 13, 2.98067e-08, 3.17055e-12, 3.68335e+07, 3.45665e+18, 7.50139e-07, 1.87053e-07
4.97702e-06, 14, 4.06626e-08, 9.2529e-15, 2.45034e+07, 4.64937e+18, 9.04142e-07, 2.27789e-07
4.97702e-06, 15, 5.43268e-08, 2.72705e-17, 1.6766e+07, 6.12699e+18, 1.07645e-06, 2.71367e-07
4.97702e-06, 16, 7.11129e-08, 1.16978e-19, 1.17563e+07, 7.93163e+18, 1.26788e-06, 3.19858e-07
4.97702e-06, 17, 9.17094e-08, 2.98428e-21, 8.42291e+06, 1.01083e+19, 1.47921e-06, 3.71665e-07
4.97702e-06, 18, 1.16341e-07, 1.88089e-22, 6.15081e+06, 1.27049e+19, 1.71124e-06, 4.29225e-07
4.97702e-06, 19, 1.4584e-07, 1.24246e-23, 4.56863e+06, 1.57724e+19, 1.96472e-06, 4.8446e-07
4.97702e-06, 20, 1.80444e-07, 8.11402e-25, 3.44561e+06, 1.93643e+19, 2.2404e-06, 5.43983e-07
4.97702e-06, 21, 2.21166e-07, 5.23222e-26, 2.63466e+06, 2.35375e+19, 2.53903e-06, 6.07954e-07
4.97702e-06, 22, 2.68503e-07, 3.3349e-27, 2.03989e+06, 2.83513e+19, 2.86132e-06, 6.76544e-07
4.97702e-06, 23, 3.22552e-07, 2.10311e-28, 1.59745e+06, 3.38683e+19, 3.208e-06, 7.49927e-07
4.97702e-06, 24, 3.84492e-07, 1.31342e-29, 1.26406e+06, 4.01539e+19, 3.57977e-06, 8.28267e-07
4.97702e-06, 25, 4.55413e-07, 8.12918e-31, 1.00986e+06, 4.72762e+19, 3.97733e-06, 9.11725e-07
4.97702e-06, 26, 5.3523e-07, 4.98984e-32, 813912, 5.53064e+19, 4.40136e-06, 1.00046e-06
4.97702e-06, 27, 6.25793e-07, 3.0394e-33, 661349, 6.43187e+19, 4.85254e-06, 1.09463e-06
4.97702e-06, 28, 7.26392e-07, 1.83818e-34, 541454, 7.439e+19, 5.33154e-06, 1.1944e-06
4.97702e-06, 29, 8.39873e-07, 1.10433e-35, 446418, 8.56001e+19, 5.83901e-06, 1.29993e-06
4.97702e-06, 30, 9.64445e-07, 6.59346e-37, 370480, 9.80319e+19, 6.37562e-06, 1.41136e-06
4.97702e-06, 31, 1.10286e-06, 3.91383e-38, 309344, 1.11771e+20, 6.94201e-06, 1.52886e-06
4.97702e-06, 32, 1.25657e-06, 2.31059e-39, 259780, 1.26906e+20, 7.53882e-06, 1.65257e-06
4.97702e-06, 33, 1.42442e-06, 1.35712e-40, 219333, 1.43528e+20, 8.16668e-06, 1.78264e-06
4.97702e-06, 34, 1.61062e-06, 7.93262e-42, 186122, 1.61733e+20, 8.82622e-06, 1.9192e-06
4.97702e-06, 35, 1.8108e-06, 4.61572e-43, 158693, 1.81616e+20, 9.51806e-06, 2.0624e-06
4.97702e-06, 36, 2.03052e-06, 2.6742e-44, 135915, 2.03279e+20, 1.02428e-05, 2.2124e-06
4.97702e-06, 37, 2.27566e-06, 1.54306e-45, 116902, 2.26824e+20, 1.10011e-05, 2.36933e-06
4.97702e-06, 38, 2.53115e-06, 8.86943e-47, 100953, 2.52358e+20, 1.17935e-05, 2.53332e-06
4.97702e-06, 39, 2.8105e-06, 5.07948e-48, 87513.6, 2.79989e+20, 1.26206e-05, 2.7045e-06
4.97702e-06, 40, 3.11256e-06, 2.89889e-49, 76137.9, 3.09829e+20, 1.34831e-05, 2.88299e-06
4.97702e-06, 41, 3.43809e-06, 1.64895e-50, 66469.1, 3.41993e+20, 1.43814e-05, 3.06892e-06
4.97702e-06, 42, 3.78998e-06, 9.35009e-52, 58218.4, 3.76599e+20, 1.53162e-05, 3.26242e-06
4.97702e-06, 43, 4.16711e-06, 5.28588e-53, 51151.1, 4.13767e+20, 1.62881e-05, 3.46365e-06
4.97702e-06, 44, 4.57877e-06, 2.97969e-54, 45075.6, 4.53621e+20, 1.72977e-05, 3.67271e-06
4.97702e-06, 45, 5.00436e-06, 1.67508e-55, 39834.8, 4.96286e+20, 1.83454e-05, 3.88974e-06
4.97702e-06, 46, 5.4649e-06, 9.39198e-57, 35299.1, 5.41893e+20, 1.94319e-05, 4.11484e-06
4.97702e-06, 47, 5.952e-06, 5.25277e-58, 31361.2, 5.90573e+20, 2.05578e-05, 4.34812e-06
4.97702e-06, 48, 6.47895e-06, 2.93071e-59, 27932.1, 6.42462e+20, 2.17236e-05, 4.58967e-06
4.97702e-06, 49, 7.03295e-06, 1.63137e-60, 24937.5, 6.97697e+20, 2.29298e-05, 4.83962e-06
4.97702e-06, 50, 7.62614e-06, 9.06086e-62, 22315, 7.56419e+20, 2.4177e-05, 5.09811e-06
4.97702e-06, 51, 8.25114e-06, 5.02179e-63, 20012.2, 8.18772e+20, 2.54657e-05, 5.36524e-06
4.97702e-06, 52, 8.91048e-06, 2.77752e-64, 17985.1, 8.84903e+20, 2.67965e-05, 5.64117e-06
4.97702e-06, 53, 9.62101e-06, 1.5332e-65, 16196.2, 9.54961e+20, 2.817e-05, 5.92598e-06
4.97702e-06, 54, 1.03504e-05, 8.44722e-67, 14613.9, 1.0291e+21, 2.95866e-05, 6.21978e-06
4.97702e-06, 55, 1.1131e-05, 4.64551e-68, 13211, 1.10747e+21, 3.10469e-05, 6.52264e-06
4.97702e-06, 56, 1.19563e-05, 2.55026e-69, 11964.6, 1.19024e+21, 3.25514e-05, 6.83466e-06
4.97702e-06, 57, 1.2822e-05, 1.39764e-70, 10854.7, 1.27756e+21, 3.41007e-05, 7.15592e-06
4.97702e-06, 58, 1.37363e-05, 7.64698e-72, 9864.55, 1.3696e+21, 3.56953e-05, 7.48653e-06
4.97702e-06, 59, 1.46901e-05, 4.17728e-73, 8979.35, 1.46653e+21, 3.73356e-05, 7.8266e-06
4.97702e-06, 60, 1.56924e-05, 2.27839e-74, 8186.52, 1.56851e+21, 3.90223e-05, 8.17626e-06
4.97702e-06, 61, 1.67562e-05, 1.24084e-75, 7475.1, 1.67572e+21, 4.07558e-05, 8.53565e-06
4.97702e-06, 62, 1.78519e-05, 6.74808e-77, 6835.6, 1.78834e+21, 4.25366e-05, 8.90487e-06
4.97702e-06, 63, 1.90212e-05, 3.66469e-78, 6259.77, 1.90653e+21, 4.43652e-05, 9.28406e-06
4.97702e-06, 64, 2.02166e-05, 1.9875e-79, 5740.39, 2.0305e+21, 4.62422e-05, 9.67332e-06
4.97702e-06, 65, 2.14934e-05, 1.07648e-80, 5271.18, 2.16041e+21, 4.81681e-05, 1.00728e-05
4.97702e-06, 66, 2.2807e-05, 5.82312e-82, 4846.63, 2.29646e+21, 5.01433e-05, 1.04825e-05
4.97702e-06, 67, 2.42235e-05, 3.14607e-83, 4461.9, 2.43883e+21, 5.21683e-05, 1.09027e-05
4.97702e-06, 68, 2.56204e-05, 1.6977e-84, 4112.75, 2.58772e+21, 5.42437e-05, 1.13334e-05
4.97702e-06, 69, 2.71136e-05, 9.1506e-86, 3795.43, 2.74333e+21, 5.637e-05, 1.17747e-05
4.97702e-06, 70, 2.8672e-05, 4.9266e-87, 3506.65, 2.90586e+21, 5.85476e-05, 1.22267e-05
4.97702e-06, 71, 3.0295e-05, 2.64952e-88, 3243.47, 3.0755e+21, 6.0777e-05, 1.26896e-05
4.97702e-06, 72, 3.21227e-05, 1.42339e-89, 3003.33, 3.25246e+21, 6.30587e-05, 1.31633e-05
4.97702e-06, 73, 3.37336e-05, 7.63892e-91, 2783.91, 3.43695e+21, 6.53931e-05, 1.36481e-05
4.97702e-06, 74, 3.55713e-05, 4.09543e-92, 2583.19, 3.62919e+21, 6.77809e-05, 1.4144e-05
4.97702e-06, 75, 3.74492e-05, 2.19351e-93, 2399.35, 3.82937e+21, 7.02224e-05, 1.4651e-05
4.97702e-06, 76, 3.9408e-05, 1.17372e-94, 2230.78, 4.03772e+21, 7.27181e-05, 1.51693e-05
4.97702e-06, 77, 4.14415e-05, 6.27458e-96, 2076.02, 4.25447e+21, 7.52686e-05, 1.5699e-05
4.97702e-06, 78, 4.35496e-05, 3.35127e-97, 1933.8, 4.47982e+21, 7.78742e-05, 1.62401e-05
4.97702e-06, 79, 4.57315e-05, 1.78834e-98, 1802.94, 4.71401e+21, 8.05355e-05, 1.67926e-05
4.97702e-06, 80, 4.8026e-05, 9.53485e-100, 1682.43, 4.95727e+21, 8.32529e-05, 1.73567e-05
4.97702e-06, 81, 5.03332e-05, 5.0794e-101, 1571.32, 5.20982e+21, 8.60268e-05, 1.79325e-05
4.97702e-06, 82, 5.27502e-05, 2.70368e-102, 1468.77, 5.47189e+21, 8.88579e-05, 1.852e-05
4.97702e-06, 83, 5.55007e-05, 1.43796e-103, 1374.05, 5.74374e+21, 9.17464e-05, 1.91193e-05
4.97702e-06, 84, 5.7924e-05, 7.64189e-105, 1286.46, 6.02559e+21, 9.46929e-05, 1.97306e-05
4.97702e-06, 85, 6.05116e-05, 4.05809e-106, 1205.39, 6.31769e+21, 9.76979e-05, 2.03539e-05
4.97702e-06, 86, 6.33677e-05, 2.15336e-107, 1130.29, 6.62028e+21, 0.000100762, 2.09894e-05
4.97702e-06, 87, 6.62121e-05, 1.14182e-108, 1060.66, 6.93361e+21, 0.000103885, 2.16371e-05
4.97702e-06, 88, 6.90645e-05, 6.05014e-110, 996.039, 7.25793e+21, 0.000107068, 2.22973e-05
4.97702e-06, 89, 7.21175e-05, 3.20355e-111, 936.022, 7.59351e+21, 0.000110311, 2.29699e-05
4.97702e-06, 90, 7.5414e-05, 1.69512e-112, 880.233, 7.94058e+21, 0.000113615, 2.3655e-05
4.97702e-06, 91, 7.85444e-05, 8.96358e-114, 828.33, 8.29942e+21, 0.00011698, 2.43529e-05
4.97702e-06, 92, 8.18082e-05, 4.73672e-115, 780.006, 8.67029e+21, 0.000120407, 2.50635e-05
4.97702e-06, 93, 8.51939e-05, 2.50148e-116, 734.979, 9.05345e+21, 0.000123896, 2.57869e-05
4.97702e-06, 94, 8.86889e-05, 1.32021e-117, 692.992, 9.44917e+21, 0.000127447, 2.65233e-05
4.97702e-06, 95, 9.22166e-05, 6.96348e-119, 653.81, 9.85773e+21, 0.000131061, 2.72727e-05
4.97702e-06, 96, 9.58779e-05, 3.67069e-120, 617.219, 1.02794e+22, 0.000134739, 2.80351e-05
4.97702e-06, 97, 9.97232e-05, 1.93381e-121, 583.024, 1.07144e+22, 0.00013848, 2.88108e-05
nan, nan, nan, nan, nan, nan, nan, nan
4.97702e-06, 99, 0.000107597, 5.358e-124, 521.12, 1.16258e+22, 0.000146156, 3.04022e-05
4.97702e-06, 100, 0.000111723, 2.81796e-125, 493.096, 1.21027e+22, 0.000150092, 3.1218e-05
4.97702e-06, 101, 0.000115957, 1.48126e-126, 466.835, 1.25941e+22, 0.000154093, 3.20474e-05
nan, nan, nan, nan, nan, nan, nan, nan
4.97702e-06, 103, 0.000124747, 4.08637e-129, 419.109, 1.36217e+22, 0.000162294, 3.37473e-05
4.97702e-06, 104, 0.000129399, 2.14465e-130, 397.418, 1.41584e+22, 0.000166494, 3.46179e-05
4.97702e-06, 105, 0.000134011, 1.12501e-131, 377.042, 1.47109e+22, 0.000170762, 3.55024e-05
5.99484e-06, 5, 6.71585e-10, 2.10075e+08, 5.85852e+09, 4.32851e+16, 7.27884e-08, 2.09738e-08
5.99484e-06, 6, 1.44987e-09, 749417, 2.14927e+09, 8.97559e+16, 1.12206e-07, 3.15382e-08
5.99484e-06, 7, 2.781e-09, 2548.14, 9.20627e+08, 1.66284e+17, 1.62581e-07, 4.48491e-08
5.99484e-06, 8, 4.88395e-09, 8.34986, 4.41701e+08, 2.83673e+17, 2.24945e-07, 6.06151e-08
5.99484e-06, 9, 8.02819e-09, 0.0265469, 2.31094e+08, 4.54389e+17, 3.0029e-07, 7.93695e-08
5.99484e-06, 10, 1.25148e-08, 8.22393e-05, 1.29456e+08, 6.92561e+17, 3.89572e-07, 1.02243e-07
5.99484e-06, 11, 1.87103e-08, 2.50349e-07, 7.66414e+07, 1.01398e+18, 4.93714e-07, 1.28231e-07
5.99484e-06, 12, 2.69906e-08, 7.49098e-10, 4.74926e+07, 1.43609e+18, 6.13613e-07, 1.57975e-07
5.99484e-06, 13, 3.77367e-08, 2.20946e-12, 3.05798e+07, 1.97802e+18, 7.50139e-07, 1.91966e-07
5.99484e-06, 14, 5.15368e-08, 6.43278e-15, 2.03432e+07, 2.66054e+18, 9.04142e-07, 2.30275e-07
5.99484e-06, 15, 6.88593e-08, 1.9223e-17, 1.39194e+07, 3.50609e+18, 1.07645e-06, 2.68745e-07
5.99484e-06, 16, 9.01087e-08, 1.01957e-19, 9.7603e+06, 4.53877e+18, 1.26788e-06, 3.20428e-07
5.99484e-06, 17, 1.16149e-07, 3.50687e-21, 6.99285e+06, 5.78434e+18, 1.47921e-06, 3.67111e-07
5.99484e-06, 18, 1.47393e-07, 2.26311e-22, 5.10651e+06, 7.27023e+18, 1.71124e-06, 4.32685e-07
5.99484e-06, 19, 1.84642e-07, 1.49646e-23, 3.79296e+06, 9.02553e+18, 1.96472e-06, 4.93971e-07
5.99484e-06, 20, 2.28716e-07, 9.77334e-25, 2.86061e+06, 1.1081e+19, 2.2404e-06, 5.54269e-07
5.99484e-06, 21, 2.79891e-07, 6.30222e-26, 2.18734e+06, 1.3469e+19, 2.53903e-06, 6.30564e-07
5.99484e-06, 22, 3.39727e-07, 4.0169e-27, 1.69355e+06, 1.62237e+19, 2.86132e-06, 7.14741e-07
5.99484e-06, 23, 4.08138e-07, 2.5332e-28, 1.32623e+06, 1.93807e+19, 3.208e-06, 8.00047e-07
5.99484e-06, 24, 4.87025e-07, 1.58202e-29, 1.04945e+06, 2.29775e+19, 3.57977e-06, 8.94368e-07
5.99484e-06, 25, 5.76118e-07, 9.79164e-31, 838403, 2.70532e+19, 3.97733e-06, 9.81992e-07
5.99484e-06, 26, 6.77821e-07, 6.01028e-32, 675724, 3.16484e+19, 4.40136e-06, 1.07334e-06
5.99484e-06, 27, 7.91226e-07, 3.66097e-33, 549063, 3.68055e+19, 4.85254e-06, 1.16991e-06
5.99484e-06, 28, 9.18416e-07, 2.2141e-34, 449525, 4.25687e+19, 5.33154e-06, 1.27187e-06
5.99484e-06, 29, 1.06152e-06, 1.33017e-35, 370624, 4.89835e+19, 5.83901e-06, 1.37936e-06
5.99484e-06, 30, 1.21916e-06, 7.94185e-37, 307579, 5.60974e+19, 6.37562e-06, 1.49255e-06
