# L1 = 1, c = 1, a = 1, mu_eta = 0.5, mu_delta = 1, xi_inf = 0.01, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1.62975e-06, 17, 5.0054e-07, 2.73606e-21, 11761.5, 2.87888e+20, 1.47921e-06, 3.08588e-07
1.62975e-06, 18, 6.21313e-07, 6.46326e-23, 8588.79, 3.61841e+20, 1.71124e-06, 3.56553e-07
1.62975e-06, 19, 7.61533e-07, 3.95661e-24, 6379.49, 4.49203e+20, 1.96472e-06, 4.08945e-07
1.62975e-06, 20, 9.22457e-07, 2.5788e-25, 4811.34, 5.51503e+20, 2.2404e-06, 4.65919e-07
1.62975e-06, 21, 1.10572e-06, 1.66483e-26, 3678.96, 6.70355e+20, 2.53903e-06, 5.27624e-07
1.62975e-06, 22, 1.31431e-06, 1.06239e-27, 2848.44, 8.07455e+20, 2.86132e-06, 5.94215e-07
1.62975e-06, 23, 1.54804e-06, 6.70718e-29, 2230.63, 9.64582e+20, 3.208e-06, 6.65833e-07
1.62975e-06, 24, 1.80918e-06, 4.19298e-30, 1765.1, 1.1436e+21, 3.57977e-06, 7.42625e-07
1.62975e-06, 25, 2.09967e-06, 2.5976e-31, 1410.14, 1.34644e+21, 3.97733e-06, 8.24738e-07
1.62975e-06, 26, 2.42029e-06, 1.59584e-32, 1136.52, 1.57515e+21, 4.40136e-06, 9.12309e-07
1.62975e-06, 27, 2.77365e-06, 9.72843e-34, 923.486, 1.83182e+21, 4.85254e-06, 1.00548e-06
1.62975e-06, 28, 3.15864e-06, 5.88804e-35, 756.07, 2.11865e+21, 5.33154e-06, 1.10439e-06
1.62975e-06, 29, 3.5803e-06, 3.53988e-36, 623.365, 2.43792e+21, 5.83901e-06, 1.20917e-06
1.62975e-06, 30, 4.06048e-06, 2.1149e-37, 517.326, 2.79198e+21, 6.37562e-06, 1.31997e-06
1.62975e-06, 31, 4.53703e-06, 1.25617e-38, 431.958, 3.18328e+21, 6.94201e-06, 1.4369e-06
1.62975e-06, 32, 5.0685e-06, 7.42034e-40, 362.749, 3.61433e+21, 7.53882e-06, 1.56011e-06
1.62975e-06, 33, 5.64574e-06, 4.36072e-41, 306.27, 4.08774e+21, 8.16668e-06, 1.68973e-06
1.62975e-06, 34, 6.29066e-06, 2.55025e-42, 259.895, 4.60621e+21, 8.82622e-06, 1.82588e-06
1.62975e-06, 35, 6.958e-06, 1.48464e-43, 221.594, 5.17249e+21, 9.51806e-06, 1.96869e-06
1.62975e-06, 36, 7.6657e-06, 8.60553e-45, 189.787, 5.78946e+21, 1.02428e-05, 2.11829e-06
1.62975e-06, 37, 0.000132498, 4.96773e-46, 163.238, 6.46003e+21, 1.10011e-05, 2.2748e-06
1.62975e-06, 38, 0.000137938, 2.85663e-47, 140.968, 7.18724e+21, 1.17935e-05, 2.43836e-06
1.62975e-06, 39, 0.00014343, 1.63663e-48, 122.201, 7.97418e+21, 1.26206e-05, 2.60907e-06
1.62975e-06, 40, 0.000148975, 9.34395e-50, 106.317, 8.82405e+21, 1.34831e-05, 2.78707e-06
1.62975e-06, 41, 0.000154557, 5.31697e-51, 92.8154, 9.7401e+21, 1.43814e-05, 2.97247e-06
1.62975e-06, 42, 0.000160194, 3.01594e-52, 81.2943, 1.07257e+22, 1.53162e-05, 3.1654e-06
1.62975e-06, 43, 0.000165899, 1.70556e-53, 71.4258, 1.17842e+22, 1.62881e-05, 3.36597e-06
1.62975e-06, 44, 0.000171653, 9.61745e-55, 62.9422, 1.29193e+22, 1.72977e-05, 3.5743e-06
1.62975e-06, 45, 0.000177473, 5.40822e-56, 55.6241, 1.41344e+22, 1.83454e-05, 3.79052e-06
1.62975e-06, 46, 0.000183357, 3.03322e-57, 49.2905, 1.54333e+22, 1.94319e-05, 4.01473e-06
1.62975e-06, 47, 0.000189297, 1.6969e-58, 43.7919, 1.68197e+22, 2.05578e-05, 4.24705e-06
1.62975e-06, 48, 0.000195301, 9.47016e-60, 39.0036, 1.82975e+22, 2.17236e-05, 4.4876e-06
1.62975e-06, 49, 0.000201368, 5.2729e-61, 34.822, 1.98707e+22, 2.29298e-05, 4.73649e-06
1.62975e-06, 50, 0.000207491, 2.92936e-62, 31.1599, 2.15431e+22, 2.4177e-05, 4.99383e-06
1.62975e-06, 51, 0.000213672, 1.62393e-63, 27.9445, 2.33189e+22, 2.54657e-05, 5.25974e-06
1.62975e-06, 52, 0.000219909, 8.98391e-65, 25.1138, 2.52024e+22, 2.67965e-05, 5.53433e-06
1.62975e-06, 53, 0.000226208, 4.96024e-66, 22.6159, 2.71976e+22, 2.817e-05, 5.8177e-06
1.62975e-06, 54, 0.000232562, 2.73345e-67, 20.4064, 2.93091e+22, 2.95866e-05, 6.10998e-06
1.62975e-06, 55, 0.000238974, 1.50355e-68, 18.4475, 3.15412e+22, 3.10469e-05, 6.41126e-06
1.62975e-06, 56, 0.000245443, 8.25576e-70, 16.707, 3.38985e+22, 3.25514e-05, 6.72167e-06
1.62975e-06, 57, 0.00025197, 4.52534e-71, 15.1572, 3.63854e+22, 3.41007e-05, 7.0413e-06
1.62975e-06, 58, 0.000258553, 2.47643e-72, 13.7746, 3.90067e+22, 3.56953e-05, 7.37026e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 60, 0.000271879, 7.38107e-75, 11.4314, 4.46717e+22, 3.90223e-05, 8.05663e-06
1.62975e-06, 61, 0.000278626, 4.02051e-76, 10.438, 4.77251e+22, 4.07558e-05, 8.41423e-06
1.62975e-06, 62, 0.000285428, 2.18683e-77, 9.54503, 5.09324e+22, 4.25366e-05, 8.7816e-06
1.62975e-06, 63, 0.000292283, 1.18779e-78, 8.74095, 5.42988e+22, 4.43652e-05, 9.15883e-06
1.62975e-06, 64, 0.000299192, 6.44283e-80, 8.01571, 5.78293e+22, 4.62422e-05, 9.54603e-06
1.62975e-06, 65, 0.000306155, 3.49013e-81, 7.36052, 6.15292e+22, 4.81681e-05, 9.9433e-06
1.62975e-06, 66, 0.000313169, 1.88822e-82, 6.76769, 6.54039e+22, 5.01433e-05, 1.03507e-05
1.62975e-06, 67, 0.000320237, 1.0203e-83, 6.23047, 6.94588e+22, 5.21683e-05, 1.07685e-05
1.62975e-06, 68, 0.000327356, 5.50655e-85, 5.74292, 7.36993e+22, 5.42437e-05, 1.11966e-05
1.62975e-06, 69, 0.000334527, 2.96842e-86, 5.29983, 7.81311e+22, 5.637e-05, 1.16352e-05
1.62975e-06, 70, 0.000341748, 1.59838e-87, 4.89658, 8.27599e+22, 5.85476e-05, 1.20843e-05
1.62975e-06, 71, 0.000349017, 8.59715e-89, 4.52909, 8.75913e+22, 6.0777e-05, 1.25442e-05
1.62975e-06, 72, 0.000356337, 4.61918e-90, 4.19376, 9.26313e+22, 6.30587e-05, 1.30148e-05
1.62975e-06, 73, 0.000363708, 2.47926e-91, 3.88737, 9.78857e+22, 6.53931e-05, 1.34963e-05
1.62975e-06, 74, 0.000371129, 1.32935e-92, 3.6071, 1.03361e+23, 6.77809e-05, 1.39888e-05
1.62975e-06, 75, 0.000378599, 7.12083e-94, 3.35039, 1.09062e+23, 7.02224e-05, 1.44924e-05
1.62975e-06, 76, 0.000386118, 3.81068e-95, 3.11499, 1.14996e+23, 7.27181e-05, 1.50072e-05
1.62975e-06, 77, 0.000393686, 2.03737e-96, 2.8989, 1.21169e+23, 7.52686e-05, 1.55332e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 79, 0.00040897, 5.80796e-99, 2.51758, 1.34257e+23, 8.05355e-05, 1.66195e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 81, 0.000424446, 1.64996e-101, 2.19414, 1.48377e+23, 8.60268e-05, 1.7752e-05
1.62975e-06, 82, 0.000432254, 8.78326e-103, 2.05095, 1.55842e+23, 8.88579e-05, 1.83359e-05
1.62975e-06, 83, 0.000440111, 4.67185e-104, 1.91868, 1.63584e+23, 9.17464e-05, 1.89317e-05
1.62975e-06, 84, 0.000448014, 2.48303e-105, 1.79637, 1.71611e+23, 9.46929e-05, 1.95393e-05
1.62975e-06, 85, 0.000455965, 1.31868e-106, 1.68317, 1.7993e+23, 9.76979e-05, 2.01591e-05
1.62975e-06, 86, 0.000463961, 6.998e-108, 1.5783, 1.88548e+23, 0.000100762, 2.07909e-05
1.62975e-06, 87, 0.000472004, 3.71099e-109, 1.48107, 1.97472e+23, 0.000103885, 2.14351e-05
1.62975e-06, 88, 0.000480093, 1.9665e-110, 1.39084, 2.06709e+23, 0.000107068, 2.20915e-05
1.62975e-06, 89, 0.000488228, 1.04135e-111, 1.30704, 2.16266e+23, 0.000110311, 2.27603e-05
1.62975e-06, 90, 0.000496409, 5.51061e-113, 1.22913, 2.26151e+23, 0.000113615, 2.34417e-05
1.62975e-06, 91, 0.000504633, 2.91416e-114, 1.15666, 2.36371e+23, 0.00011698, 2.41357e-05
1.62975e-06, 92, 0.000512903, 1.54008e-115, 1.08918, 2.46933e+23, 0.000120407, 2.48424e-05
1.62975e-06, 93, 0.000521217, 8.13381e-117, 1.0263, 2.57846e+23, 0.000123896, 2.55618e-05
1.62975e-06, 94, 0.000529575, 4.29312e-118, 0.967674, 2.69116e+23, 0.000127447, 2.62942e-05
1.62975e-06, 95, 0.000537978, 2.26457e-119, 0.912962, 2.80752e+23, 0.000131061, 2.70395e-05
1.62975e-06, 96, 0.000546425, 1.19382e-120, 0.861868, 2.92761e+23, 0.000134739, 2.77979e-05
1.62975e-06, 97, 0.000554916, 6.28975e-122, 0.814119, 3.05151e+23, 0.00013848, 2.85694e-05
1.62975e-06, 98, 0.000563449, 3.31191e-123, 0.769465, 3.1793e+23, 0.000142286, 2.93542e-05
1.62975e-06, 99, 0.000572026, 1.74293e-124, 0.727678, 3.31107e+23, 0.000146156, 3.01524e-05
1.62975e-06, 100, 0.000580647, 9.16726e-126, 0.688545, 3.44689e+23, 0.000150092, 3.09639e-05
1.62975e-06, 101, 0.000589311, 4.81907e-127, 0.651876, 3.58685e+23, 0.000154093, 3.1789e-05
1.62975e-06, 102, 0.000598017, 2.53196e-128, 0.617492, 3.73103e+23, 0.00015816, 3.26276e-05
1.62975e-06, 103, 0.000606766, 1.32961e-129, 0.585232, 3.87951e+23, 0.000162294, 3.348e-05
1.62975e-06, 104, 0.000615556, 6.97859e-131, 0.554944, 4.03238e+23, 0.000166494, 3.43461e-05
1.62975e-06, 105, 0.000624388, 3.66095e-132, 0.526492, 4.18972e+23, 0.000170762, 3.52262e-05
1.96304e-06, 5, 5.17689e-09, 1.7207e+09, 8.18065e+06, 1.23277e+18, 7.27884e-08, 1.72444e-08
1.96304e-06, 6, 1.07349e-08, 6.32832e+06, 3.00117e+06, 2.55628e+18, 1.12206e-07, 2.55396e-08
1.96304e-06, 7, 1.98304e-08, 21995.3, 1.28553e+06, 4.73583e+18, 1.62581e-07, 3.59352e-08
1.96304e-06, 8, 3.36757e-08, 73.2837, 616777, 8.07911e+18, 2.24945e-07, 4.87292e-08
1.96304e-06, 9, 5.36798e-08, 0.236171, 322693, 1.29412e+19, 3.0029e-07, 6.41757e-08
1.96304e-06, 10, 8.11916e-08, 0.000739745, 180769, 1.97244e+19, 3.89572e-07, 8.24955e-08
1.96304e-06, 11, 1.17812e-07, 2.16591e-06, 107020, 2.88785e+19, 4.93714e-07, 1.03897e-07
1.96304e-06, 12, 1.65284e-07, 6.47857e-09, 66317.2, 4.09005e+19, 6.13613e-07, 1.28564e-07
1.96304e-06, 13, 2.25393e-07, 1.86237e-11, 42700.6, 5.63348e+19, 7.50139e-07, 1.56686e-07
1.96304e-06, 14, 2.99929e-07, 5.44332e-14, 28406.6, 7.57732e+19, 9.04142e-07, 1.88421e-07
1.96304e-06, 15, 3.90731e-07, 1.57602e-16, 19436.6, 9.98547e+19, 1.07645e-06, 2.2394e-07
1.96304e-06, 16, 5.02726e-07, 4.66093e-19, 13629, 1.29266e+20, 1.26788e-06, 2.63432e-07
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 18, 7.81041e-07, 7.51628e-23, 7130.57, 2.07059e+20, 1.71124e-06, 3.55028e-07
1.96304e-06, 19, 9.56972e-07, 4.75824e-24, 5296.37, 2.5705e+20, 1.96472e-06, 4.07427e-07
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 21, 1.38829e-06, 2.00529e-26, 3054.34, 3.83602e+20, 2.53903e-06, 5.26083e-07
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 23, 1.94277e-06, 8.07883e-29, 1851.91, 5.51969e+20, 3.208e-06, 6.64279e-07
1.96304e-06, 24, 2.26954e-06, 5.05046e-30, 1465.42, 6.54408e+20, 3.57977e-06, 7.41079e-07
1.96304e-06, 25, 2.63279e-06, 3.12882e-31, 1170.72, 7.70484e+20, 3.97733e-06, 8.23207e-07
1.96304e-06, 26, 3.03389e-06, 1.92219e-32, 943.56, 9.01357e+20, 4.40136e-06, 9.10802e-07
1.96304e-06, 27, 3.47241e-06, 1.17179e-33, 766.694, 1.04823e+21, 4.85254e-06, 1.004e-06
1.96304e-06, 28, 3.9554e-06, 7.09217e-35, 627.702, 1.21237e+21, 5.33154e-06, 1.10294e-06
1.96304e-06, 29, 4.48216e-06, 4.2638e-36, 517.528, 1.39507e+21, 5.83901e-06, 1.20776e-06
1.96304e-06, 30, 5.06197e-06, 2.54741e-37, 429.493, 1.59768e+21, 6.37562e-06, 1.31859e-06
1.96304e-06, 31, 5.67432e-06, 1.51306e-38, 358.619, 1.82159e+21, 6.94201e-06, 1.43556e-06
1.96304e-06, 32, 6.34114e-06, 8.93782e-40, 301.161, 2.06825e+21, 7.53882e-06, 1.5588e-06
1.96304e-06, 33, 7.08522e-06, 5.2525e-41, 254.271, 2.33916e+21, 8.16668e-06, 1.68845e-06
1.96304e-06, 34, 7.86561e-06, 3.07179e-42, 215.769, 2.63584e+21, 8.82622e-06, 1.82464e-06
1.96304e-06, 35, 8.64686e-06, 1.78825e-43, 183.971, 2.95989e+21, 9.51806e-06, 1.96748e-06
1.96304e-06, 36, 9.5511e-06, 1.03654e-44, 157.565, 3.31294e+21, 1.02428e-05, 2.11711e-06
1.96304e-06, 37, 0.000159595, 5.98365e-46, 135.523, 3.69667e+21, 1.10011e-05, 2.27366e-06
1.96304e-06, 38, 0.000166147, 3.44082e-47, 117.034, 4.1128e+21, 1.17935e-05, 2.43725e-06
1.96304e-06, 39, 0.000172762, 1.97133e-48, 101.454, 4.56312e+21, 1.26206e-05, 2.60799e-06
1.96304e-06, 40, 0.000179441, 1.12548e-49, 88.266, 5.04944e+21, 1.34831e-05, 2.78602e-06
1.96304e-06, 41, 0.000186164, 6.40431e-51, 77.057, 5.57364e+21, 1.43814e-05, 2.97145e-06
1.96304e-06, 42, 0.000192955, 3.63271e-52, 67.492, 6.13763e+21, 1.53162e-05, 3.16441e-06
1.96304e-06, 43, 0.000199826, 2.05436e-53, 59.2989, 6.74338e+21, 1.62881e-05, 3.36501e-06
1.96304e-06, 44, 0.000206756, 1.15843e-54, 52.2557, 7.39289e+21, 1.72977e-05, 3.57337e-06
1.96304e-06, 45, 0.000213767, 6.51423e-56, 46.1801, 8.08823e+21, 1.83454e-05, 3.78961e-06
1.96304e-06, 46, 0.000220855, 3.65353e-57, 40.9218, 8.83151e+21, 1.94319e-05, 4.01385e-06
1.96304e-06, 47, 0.000228009, 2.04392e-58, 36.3568, 9.62487e+21, 2.05578e-05, 4.2462e-06
1.96304e-06, 48, 0.00023524, 1.14068e-59, 32.3815, 1.04705e+22, 2.17236e-05, 4.48677e-06
1.96304e-06, 49, 0.000242548, 6.35123e-61, 28.9098, 1.13707e+22, 2.29298e-05, 4.73568e-06
1.96304e-06, 50, 0.000249924, 3.52843e-62, 25.8695, 1.23277e+22, 2.4177e-05, 4.99305e-06
1.96304e-06, 51, 0.000257369, 1.95603e-63, 23.2, 1.33439e+22, 2.54657e-05, 5.25898e-06
1.96304e-06, 52, 0.000264882, 1.08211e-64, 20.8499, 1.44217e+22, 2.67965e-05, 5.53359e-06
1.96304e-06, 53, 0.000272468, 5.97462e-66, 18.7761, 1.55635e+22, 2.817e-05, 5.81699e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 55, 0.000287845, 1.81104e-68, 15.3154, 1.8049e+22, 3.10469e-05, 6.41059e-06
1.96304e-06, 56, 0.000295637, 9.94409e-70, 13.8704, 1.93979e+22, 3.25514e-05, 6.72102e-06
1.96304e-06, 57, 0.000303499, 5.45078e-71, 12.5838, 2.08211e+22, 3.41007e-05, 7.04067e-06
1.96304e-06, 58, 0.000311428, 2.98287e-72, 11.4359, 2.23211e+22, 3.56953e-05, 7.36965e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 60, 0.000327479, 8.89052e-75, 9.49056, 2.55628e+22, 3.90223e-05, 8.05605e-06
1.96304e-06, 61, 0.000335606, 4.84272e-76, 8.66582, 2.73101e+22, 4.07558e-05, 8.41367e-06
1.96304e-06, 62, 0.000343799, 2.63404e-77, 7.92445, 2.91454e+22, 4.25366e-05, 8.78105e-06
1.96304e-06, 63, 0.000352056, 1.4307e-78, 7.25689, 3.10718e+22, 4.43652e-05, 9.1583e-06
1.96304e-06, 64, 0.000360378, 7.76041e-80, 6.65478, 3.3092e+22, 4.62422e-05, 9.54551e-06
1.96304e-06, 65, 0.000368764, 4.20388e-81, 6.11083, 3.52093e+22, 4.81681e-05, 9.9428e-06
1.96304e-06, 66, 0.000377213, 2.27437e-82, 5.61865, 3.74265e+22, 5.01433e-05, 1.03503e-05
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 69, 0.000402939, 3.57547e-86, 4.40001, 4.47095e+22, 5.637e-05, 1.16347e-05
1.96304e-06, 70, 0.000411636, 1.92525e-87, 4.06522, 4.73583e+22, 5.85476e-05, 1.20839e-05
1.96304e-06, 71, 0.000420392, 1.03553e-88, 3.76013, 5.0123e+22, 6.0777e-05, 1.25437e-05
1.96304e-06, 72, 0.000429209, 5.56382e-90, 3.48173, 5.3007e+22, 6.30587e-05, 1.30144e-05
1.96304e-06, 73, 0.000438087, 2.98628e-91, 3.22736, 5.60138e+22, 6.53931e-05, 1.34959e-05
1.96304e-06, 74, 0.000447026, 1.60121e-92, 2.99467, 5.91467e+22, 6.77809e-05, 1.39884e-05
1.96304e-06, 75, 0.000456023, 8.57706e-94, 2.78155, 6.24092e+22, 7.02224e-05, 1.4492e-05
1.96304e-06, 76, 0.00046508, 4.58998e-95, 2.58612, 6.58048e+22, 7.27181e-05, 1.50068e-05
1.96304e-06, 77, 0.000474196, 2.45401e-96, 2.40672, 6.93372e+22, 7.52686e-05, 1.55328e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 79, 0.000492606, 6.99571e-99, 2.09014, 7.68266e+22, 8.05355e-05, 1.66191e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 81, 0.000511246, 1.98738e-101, 1.82161, 8.4907e+22, 8.60268e-05, 1.77517e-05
1.96304e-06, 82, 0.000520652, 1.05795e-102, 1.70274, 8.91782e+22, 8.88579e-05, 1.83356e-05
1.96304e-06, 83, 0.000530116, 5.62726e-104, 1.59292, 9.36086e+22, 9.17464e-05, 1.89313e-05
1.96304e-06, 84, 0.000539635, 2.99081e-105, 1.49138, 9.82021e+22, 9.46929e-05, 1.9539e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 86, 0.000558842, 8.42912e-108, 1.31034, 1.07894e+23, 0.000100762, 2.07906e-05
1.96304e-06, 87, 0.00056853, 4.4699e-109, 1.22961, 1.13001e+23, 0.000103885, 2.14348e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.96304e-06, 89, 0.000588073, 1.25431e-111, 1.08512, 1.23755e+23, 0.000110311, 2.27601e-05
1.96304e-06, 90, 0.000597926, 6.63755e-113, 1.02045, 1.29412e+23, 0.000113615, 2.34414e-05
1.96304e-06, 91, 0.000607833, 3.51012e-114, 0.960277, 1.3526e+23, 0.00011698, 2.41354e-05
1.96304e-06, 92, 0.000617793, 1.85503e-115, 0.904255, 1.41304e+23, 0.000120407, 2.48421e-05
1.96304e-06, 93, 0.000627807, 9.79721e-117, 0.852055, 1.47549e+23, 0.000123896, 2.55616e-05
1.96304e-06, 94, 0.000637875, 5.17108e-118, 0.80338, 1.53998e+23, 0.000127447, 2.62939e-05
1.96304e-06, 95, 0.000647996, 2.72768e-119, 0.757956, 1.60656e+23, 0.000131061, 2.70393e-05
1.96304e-06, 96, 0.000658171, 1.43796e-120, 0.715537, 1.67528e+23, 0.000134739, 2.77976e-05
1.96304e-06, 97, 0.000668398, 7.57603e-122, 0.675896, 1.74619e+23, 0.00013848, 2.85692e-05
1.96304e-06, 98, 0.000678676, 3.98921e-123, 0.638823, 1.81931e+23, 0.000142286, 2.9354e-05
1.96304e-06, 99, 0.000689008, 2.09936e-124, 0.60413, 1.89472e+23, 0.000146156, 3.01521e-05
1.96304e-06, 100, 0.000699391, 1.1042e-125, 0.571642, 1.97244e+23, 0.000150092, 3.09637e-05
1.96304e-06, 101, 0.000709827, 5.80459e-127, 0.541199, 2.05253e+23, 0.000154093, 3.17887e-05
1.96304e-06, 102, 0.000720314, 3.04976e-128, 0.512653, 2.13503e+23, 0.00015816, 3.26274e-05
1.96304e-06, 103, 0.000730851, 1.60152e-129, 0.485869, 2.22e+23, 0.000162294, 3.34798e-05
1.96304e-06, 104, 0.000741439, 8.40574e-131, 0.460724, 2.30747e+23, 0.000166494, 3.43459e-05
1.96304e-06, 105, 0.000752077, 4.40963e-132, 0.437102, 2.39751e+23, 0.000170762, 3.52259e-05
2.36449e-06, 5, 6.54077e-09, 1.18956e+09, 6.79172e+06, 7.05439e+17, 7.27884e-08, 1.78217e-08
2.36449e-06, 6, 1.35652e-08, 4.36865e+06, 2.49163e+06, 1.4628e+18, 1.12206e-07, 2.70766e-08
2.36449e-06, 7, 2.50555e-08, 15174.3, 1.06727e+06, 2.71001e+18, 1.62581e-07, 3.76713e-08
2.36449e-06, 8, 4.25146e-08, 50.5244, 512059, 4.62316e+18, 2.24945e-07, 5.05832e-08
2.36449e-06, 9, 6.77485e-08, 0.162795, 267905, 7.40541e+18, 3.0029e-07, 6.60678e-08
2.36449e-06, 10, 1.02459e-07, 0.000509875, 150077, 1.1287e+19, 3.89572e-07, 8.43611e-08
2.36449e-06, 11, 1.49241e-07, 1.49033e-06, 88849.5, 1.65253e+19, 4.93714e-07, 1.05679e-07
2.36449e-06, 12, 2.08317e-07, 4.45762e-09, 55057.7, 2.34048e+19, 6.13613e-07, 1.30233e-07
2.36449e-06, 13, 2.84615e-07, 1.28308e-11, 35450.8, 3.22369e+19, 7.50139e-07, 1.58215e-07
2.36449e-06, 14, 3.77861e-07, 3.75218e-14, 23583.6, 4.33602e+19, 9.04142e-07, 1.89814e-07
2.36449e-06, 15, 4.92622e-07, 1.08728e-16, 16136.6, 5.71405e+19, 1.07645e-06, 2.2521e-07
2.36449e-06, 16, 6.29262e-07, 3.29164e-19, 11315, 7.39706e+19, 1.26788e-06, 2.64564e-07
2.36449e-06, 17, 7.91712e-07, 2.1597e-21, 8106.73, 9.42703e+19, 1.47921e-06, 3.08055e-07
2.36449e-06, 18, 9.82593e-07, 8.86778e-23, 5919.92, 1.18487e+20, 1.71124e-06, 3.55832e-07
2.36449e-06, 19, 1.2023e-06, 5.72614e-24, 4397.14, 1.47094e+20, 1.96472e-06, 4.0803e-07
2.36449e-06, 20, 1.45536e-06, 3.741e-25, 3316.27, 1.80592e+20, 2.2404e-06, 4.64819e-07
2.36449e-06, 21, 1.74431e-06, 2.41537e-26, 2535.76, 2.19511e+20, 2.53903e-06, 5.26373e-07
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 23, 2.43706e-06, 9.73098e-29, 1537.49, 3.15857e+20, 3.208e-06, 6.64424e-07
2.36449e-06, 24, 2.8454e-06, 6.08329e-30, 1216.61, 3.74476e+20, 3.57977e-06, 7.41209e-07
2.36449e-06, 25, 3.30022e-06, 3.76867e-31, 971.952, 4.40899e+20, 3.97733e-06, 8.2334e-07
2.36449e-06, 26, 3.80069e-06, 2.31529e-32, 783.36, 5.1579e+20, 4.40136e-06, 9.10925e-07
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 28, 4.9524e-06, 8.54254e-35, 521.13, 6.93763e+20, 5.33154e-06, 1.10297e-06
2.36449e-06, 29, 5.63343e-06, 5.13577e-36, 429.661, 7.98309e+20, 5.83901e-06, 1.20774e-06
2.36449e-06, 30, 6.32531e-06, 3.06836e-37, 356.573, 9.14249e+20, 6.37562e-06, 1.31852e-06
2.36449e-06, 31, 7.09161e-06, 1.82249e-38, 297.732, 1.04238e+21, 6.94201e-06, 1.43546e-06
2.36449e-06, 32, 7.92945e-06, 1.07656e-39, 250.029, 1.18353e+21, 7.53882e-06, 1.55868e-06
2.36449e-06, 33, 8.82292e-06, 6.32666e-41, 211.1, 1.33855e+21, 8.16668e-06, 1.68831e-06
2.36449e-06, 34, 9.80067e-06, 3.69998e-42, 179.135, 1.50833e+21, 8.82622e-06, 1.82448e-06
2.36449e-06, 35, 1.07984e-05, 2.15395e-43, 152.736, 1.69376e+21, 9.51806e-06, 1.96732e-06
2.36449e-06, 36, 1.18974e-05, 1.24852e-44, 130.813, 1.89579e+21, 1.02428e-05, 2.11695e-06
2.36449e-06, 37, 0.000192232, 7.20733e-46, 112.514, 2.11537e+21, 1.10011e-05, 2.27349e-06
2.36449e-06, 38, 0.000200125, 4.14448e-47, 97.164, 2.3535e+21, 1.17935e-05, 2.43708e-06
2.36449e-06, 39, 0.000208092, 2.37447e-48, 84.2286, 2.61119e+21, 1.26206e-05, 2.60783e-06
2.36449e-06, 40, 0.000216137, 1.35565e-49, 73.2799, 2.88948e+21, 1.34831e-05, 2.78586e-06
2.36449e-06, 41, 0.000224235, 7.71402e-51, 63.974, 3.18944e+21, 1.43814e-05, 2.97129e-06
2.36449e-06, 42, 0.000232414, 4.37561e-52, 56.033, 3.51218e+21, 1.53162e-05, 3.16425e-06
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 44, 0.000249039, 1.39533e-54, 43.3836, 4.23048e+21, 1.72977e-05, 3.57322e-06
2.36449e-06, 45, 0.000257483, 7.84641e-56, 38.3395, 4.62838e+21, 1.83454e-05, 3.78946e-06
2.36449e-06, 46, 0.00026602, 4.40068e-57, 33.974, 5.05371e+21, 1.94319e-05, 4.0137e-06
2.36449e-06, 47, 0.000274638, 2.46191e-58, 30.184, 5.50771e+21, 2.05578e-05, 4.24605e-06
2.36449e-06, 48, 0.000283348, 1.37396e-59, 26.8837, 5.99162e+21, 2.17236e-05, 4.48662e-06
2.36449e-06, 49, 0.00029215, 7.65007e-61, 24.0014, 6.50674e+21, 2.29298e-05, 4.73554e-06
2.36449e-06, 50, 0.000301034, 4.25001e-62, 21.4773, 7.05439e+21, 2.4177e-05, 4.9929e-06
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 53, 0.000328189, 7.19646e-66, 15.5883, 8.906e+21, 2.817e-05, 5.81685e-06
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 55, 0.000346711, 2.1814e-68, 12.7151, 1.03283e+22, 3.10469e-05, 6.41045e-06
nan, nan, nan, nan, nan, nan, nan, nan
2.36449e-06, 57, 0.000365566, 6.56549e-71, 10.4473, 1.19146e+22, 3.41007e-05, 7.04053e-06
