# L1 = 1, c = 1, a = 1, mu_eta = 0.5, mu_delta = 1, xi_inf = 0.01, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1e-07, 37, 8.12998e-06, 3.04815e-47, 2660.43, 2.79639e+25, 1.10011e-05, 3.72877e-05
1e-07, 38, 8.46375e-06, 1.7528e-48, 2297.48, 3.11118e+25, 1.17935e-05, 4.48231e-05
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 41, 9.48205e-06, 3.26244e-52, 1512.69, 4.21625e+25, 1.43814e-05, 5.32444e-05
1e-07, 42, 9.82664e-06, 1.85055e-53, 1324.93, 4.64289e+25, 1.53162e-05, 6.33662e-05
1e-07, 43, 1.01786e-05, 1.04652e-54, 1164.09, 5.10112e+25, 1.62881e-05, 6.28322e-05
1e-07, 44, 1.05324e-05, 5.90118e-56, 1025.83, 5.59245e+25, 1.72977e-05, 7.44469e-05
1e-07, 45, 1.08896e-05, 3.31844e-57, 906.557, 6.11845e+25, 1.83454e-05, 7.3602e-05
1e-07, 46, 1.12506e-05, 1.86116e-58, 803.334, 6.68071e+25, 1.94319e-05, 8.68513e-05
1e-07, 47, 1.16151e-05, 1.0412e-59, 713.717, 7.28086e+25, 2.05578e-05, 8.56379e-05
1e-07, 48, 1.19835e-05, 5.8108e-61, 635.679, 7.92057e+25, 2.17236e-05, 0.00010067
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 52, 1.34934e-05, 5.51244e-66, 409.305, 1.09095e+26, 2.67965e-05, 0.000132925
1e-07, 53, 1.38799e-05, 3.04356e-67, 368.595, 1.17732e+26, 2.817e-05, 0.000130213
1e-07, 54, 1.42698e-05, 1.67722e-68, 332.584, 1.26872e+26, 2.95866e-05, 0.000151551
1e-07, 55, 1.46632e-05, 9.22567e-70, 300.657, 1.36534e+26, 3.10469e-05, 0.000148192
1e-07, 56, 1.50601e-05, 5.06566e-71, 272.291, 1.46738e+26, 3.25514e-05, 0.000171974
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 58, 1.58646e-05, 1.51952e-73, 224.499, 1.68851e+26, 3.56953e-05, 0.000194292
1e-07, 59, 1.62717e-05, 8.30208e-75, 204.353, 1.808e+26, 3.73356e-05, 0.000189391
1e-07, 60, 1.66822e-05, 4.52895e-76, 186.31, 1.93373e+26, 3.90223e-05, 0.000218608
1e-07, 61, 1.70961e-05, 2.46695e-77, 170.12, 2.06591e+26, 4.07558e-05, 0.000212802
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 63, 1.7934e-05, 7.28818e-80, 142.461, 2.35046e+26, 4.43652e-05, 0.000238217
nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 66, 1.9215e-05, 1.1586e-83, 110.301, 2.83118e+26, 5.01433e-05, 0.000304577
1e-07, 67, 1.96482e-05, 6.26046e-85, 101.545, 3.0067e+26, 5.21683e-05, 0.00029546
1e-07, 68, 2.00844e-05, 3.37877e-86, 93.5992, 3.19027e+26, 5.42437e-05, 0.000337927
1e-07, 69, 2.05235e-05, 1.82139e-87, 86.3776, 3.38211e+26, 5.637e-05, 0.000327492
1e-07, 70, 2.09656e-05, 9.80749e-89, 79.8054, 3.58248e+26, 5.85476e-05, 0.000373805
1e-07, 71, 2.14111e-05, 5.27513e-90, 73.8161, 3.79162e+26, 6.0777e-05, 0.000361936
1e-07, 72, 2.186e-05, 2.83428e-91, 68.3508, 4.00979e+26, 6.30587e-05, 0.000412322
1e-07, 73, 2.23125e-05, 1.52125e-92, 63.3573, 4.23724e+26, 6.53931e-05, 0.000398898
1e-07, 74, 2.27684e-05, 8.1568e-94, 58.7893, 4.47423e+26, 6.77809e-05, 0.000453588
1e-07, 75, 2.32275e-05, 4.36927e-95, 54.6055, 4.72103e+26, 7.02224e-05, 0.000438484
1e-07, 76, 2.36896e-05, 2.3382e-96, 50.769, 4.9779e+26, 7.27181e-05, 0.000497717
1e-07, 77, 2.41562e-05, 1.25011e-97, 47.2471, 5.24511e+26, 7.52686e-05, 0.000480803
1e-07, 78, 2.46236e-05, 6.67757e-99, 44.0103, 5.52293e+26, 7.78742e-05, 0.000544824
1e-07, 79, 2.5094e-05, 3.56371e-100, 41.0323, 5.81165e+26, 8.05355e-05, 0.000525965
1e-07, 80, 2.55674e-05, 1.90025e-101, 38.2895, 6.11155e+26, 8.32529e-05, 0.000595024
1e-07, 81, 2.60436e-05, 1.0124e-102, 35.7608, 6.4229e+26, 8.60268e-05, 0.000574079
1e-07, 82, 2.65227e-05, 5.38932e-104, 33.4271, 6.74601e+26, 8.88579e-05, 0.000648435
1e-07, 83, 2.70048e-05, 2.8666e-105, 31.2713, 7.08115e+26, 9.17464e-05, 0.00062526
1e-07, 84, 2.74898e-05, 1.52356e-106, 29.2779, 7.42863e+26, 9.46929e-05, 0.000705174
1e-07, 85, 2.79776e-05, 8.09131e-108, 27.4329, 7.78874e+26, 9.76979e-05, 0.000679619
1e-07, 86, 2.84682e-05, 4.29391e-109, 25.7238, 8.16179e+26, 0.000100762, 0.000765362
1e-07, 87, 2.89617e-05, 2.27703e-110, 24.1391, 8.54808e+26, 0.000103885, 0.000737272
1e-07, 88, 2.94581e-05, 1.20663e-111, 22.6685, 8.94792e+26, 0.000107068, 0.000829118
1e-07, 89, 2.99572e-05, 6.38961e-113, 21.3026, 9.36163e+26, 0.000110311, 0.000798335
1e-07, 90, 3.04592e-05, 3.38126e-114, 20.0329, 9.78952e+26, 0.000113615, 0.000896565
1e-07, 91, 3.09638e-05, 1.7881e-115, 18.8517, 1.02319e+27, 0.00011698, 0.000862923
1e-07, 92, 3.14712e-05, 9.44978e-117, 17.7519, 1.06891e+27, 0.000120407, 0.000967826
1e-07, 93, 3.19814e-05, 4.99083e-118, 16.7272, 1.11615e+27, 0.000123896, 0.000931156
1e-07, 94, 3.24942e-05, 2.63422e-119, 15.7716, 1.16494e+27, 0.000127447, 0.00104302
1e-07, 95, 3.30098e-05, 1.38952e-120, 14.8799, 1.21531e+27, 0.000131061, 0.00100315
1e-07, 96, 3.35281e-05, 7.32514e-122, 14.0472, 1.26729e+27, 0.000134739, 0.00112229
1e-07, 97, 3.40491e-05, 3.85933e-123, 13.2689, 1.32093e+27, 0.00013848, 0.00107903
1e-07, 98, 3.45727e-05, 2.03216e-124, 12.5412, 1.37624e+27, 0.000142286, 0.00120574
1e-07, 99, 3.5099e-05, 1.06944e-125, 11.8601, 1.43328e+27, 0.000146156, 0.00115892
1e-07, 100, 3.5628e-05, 5.62494e-127, 11.2223, 1.49208e+27, 0.000150092, 0.0012935
1e-07, 101, 3.61596e-05, 2.95694e-128, 10.6246, 1.55266e+27, 0.000154093, 0.00124293
1e-07, 102, 3.66938e-05, 1.55359e-129, 10.0642, 1.61507e+27, 0.00015816, 0.00138571
1e-07, 103, 3.72306e-05, 8.15835e-131, 9.53845, 1.67935e+27, 0.000162294, 0.0013312
1e-07, 104, 3.77699e-05, 4.282e-132, 9.04481, 1.74552e+27, 0.000166494, 0.0014825
1e-07, 105, 3.83119e-05, 2.24633e-133, 8.58109, 1.81363e+27, 0.000170762, 0.00142384
1.2045e-07, 5, 1.50064e-10, 4.56845e+11, 1.33324e+08, 5.33639e+21, 7.27884e-08, 5.39384e-08
1.2045e-07, 6, 3.14451e-10, 1.68105e+09, 4.89117e+07, 1.10655e+22, 1.12206e-07, 1.02095e-07
1.2045e-07, 7, 5.85441e-10, 5.84492e+06, 2.09511e+07, 2.05003e+22, 1.62581e-07, 1.49408e-07
1.2045e-07, 8, 1.00307e-09, 19473.1, 1.0052e+07, 3.49725e+22, 2.24945e-07, 2.47153e-07
1.2045e-07, 9, 1.61129e-09, 62.7595, 5.2591e+06, 5.60192e+22, 3.0029e-07, 3.26435e-07
1.2045e-07, 10, 2.45689e-09, 0.196933, 2.94609e+06, 8.53822e+22, 3.89572e-07, 4.99617e-07
1.2045e-07, 11, 3.59044e-09, 0.000604769, 1.74416e+06, 1.25008e+23, 4.93714e-07, 6.18606e-07
1.2045e-07, 12, 5.07099e-09, 1.70945e-06, 1.08081e+06, 1.77048e+23, 6.13613e-07, 8.98031e-07
1.2045e-07, 13, 6.96456e-09, 4.9459e-09, 695918, 2.4386e+23, 7.50139e-07, 1.06308e-06
1.2045e-07, 14, 9.32263e-09, 1.44654e-11, 462959, 3.28004e+23, 9.04142e-07, 1.48468e-06
1.2045e-07, 15, 1.22224e-08, 4.18301e-14, 316771, 4.32247e+23, 1.07645e-06, 1.70052e-06
1.2045e-07, 16, 1.58004e-08, 1.19726e-16, 222120, 5.59561e+23, 1.26788e-06, 2.30544e-06
1.2045e-07, 17, 1.99094e-08, 3.39614e-19, 159140, 7.1312e+23, 1.47921e-06, 2.57494e-06
1.2045e-07, 18, 2.48561e-08, 9.59601e-22, 116211, 8.96308e+23, 1.71124e-06, 3.40947e-06
1.2045e-07, 19, 3.06291e-08, 2.95905e-24, 86318.3, 1.11271e+24, 1.96472e-06, 3.73341e-06
1.2045e-07, 20, 3.73442e-08, 2.64583e-26, 65100.3, 1.36611e+24, 2.2404e-06, 4.84902e-06
1.2045e-07, 21, 4.49663e-08, 1.25084e-27, 49778.5, 1.66052e+24, 2.53903e-06, 5.2259e-06
1.2045e-07, 22, 5.36705e-08, 7.85743e-29, 38541, 2.00013e+24, 2.86132e-06, 6.67922e-06
1.2045e-07, 23, 6.36286e-08, 4.95725e-30, 30181.8, 2.38934e+24, 3.208e-06, 7.10512e-06
1.2045e-07, 24, 7.46978e-08, 3.09892e-31, 23882.9, 2.83278e+24, 3.57977e-06, 8.95789e-06
1.2045e-07, 25, 8.71589e-08, 1.91981e-32, 19080, 3.33524e+24, 3.97733e-06, 9.42632e-06
1.2045e-07, 26, 1.00925e-07, 1.17944e-33, 15377.9, 3.90176e+24, 4.40136e-06, 1.17454e-05
1.2045e-07, 27, 1.16264e-07, 7.19001e-35, 12495.4, 4.53756e+24, 4.85254e-06, 1.22472e-05
1.2045e-07, 28, 1.3295e-07, 4.35169e-36, 10230.1, 5.24807e+24, 5.33154e-06, 1.51045e-05
1.2045e-07, 29, 1.51503e-07, 2.61623e-37, 8434.53, 6.03892e+24, 5.83901e-06, 1.56278e-05
1.2045e-07, 30, 1.71589e-07, 1.56307e-38, 6999.76, 6.91596e+24, 6.37562e-06, 1.91003e-05
1.2045e-07, 31, 1.93659e-07, 9.28402e-40, 5844.68, 7.88522e+24, 6.94201e-06, 1.96303e-05
1.2045e-07, 32, 2.17546e-07, 5.48416e-41, 4908.24, 8.95297e+24, 7.53882e-06, 2.37999e-05
1.2045e-07, 33, 2.43198e-07, 3.22289e-42, 4144.04, 1.01257e+25, 8.16668e-06, 2.43191e-05
1.2045e-07, 34, 2.71026e-07, 1.88482e-43, 3516.55, 1.14099e+25, 8.82622e-06, 2.92725e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.2045e-07, 36, 3.33068e-07, 6.36011e-46, 2567.96, 1.43409e+25, 1.02428e-05, 3.55896e-05
1.2045e-07, 37, 9.79258e-06, 3.67151e-47, 2208.73, 1.6002e+25, 1.10011e-05, 3.60226e-05
1.2045e-07, 38, 1.01946e-05, 2.11126e-48, 1907.4, 1.78033e+25, 1.17935e-05, 4.2824e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.2045e-07, 40, 1.10099e-05, 6.90585e-51, 1438.54, 2.18578e+25, 1.34831e-05, 5.10507e-05
1.2045e-07, 41, 1.14218e-05, 3.92963e-52, 1255.86, 2.4127e+25, 1.43814e-05, 5.12915e-05
1.2045e-07, 42, 1.18376e-05, 2.22899e-53, 1099.97, 2.65683e+25, 1.53162e-05, 6.03463e-05
1.2045e-07, 43, 1.22607e-05, 1.26053e-54, 966.444, 2.91905e+25, 1.62881e-05, 6.04437e-05
1.2045e-07, 44, 1.26863e-05, 7.10799e-56, 851.655, 3.20021e+25, 1.72977e-05, 7.0789e-05
1.2045e-07, 45, 1.31165e-05, 3.99707e-57, 752.636, 3.5012e+25, 1.83454e-05, 7.07074e-05
1.2045e-07, 46, 1.35514e-05, 2.24177e-58, 666.939, 3.82295e+25, 1.94319e-05, 8.24587e-05
1.2045e-07, 47, 1.39904e-05, 1.25413e-59, 592.538, 4.16638e+25, 2.05578e-05, 8.21595e-05
1.2045e-07, 48, 1.44341e-05, 6.99913e-61, 527.749, 4.53244e+25, 2.17236e-05, 9.54368e-05
1.2045e-07, 49, 1.48825e-05, 3.89705e-62, 471.168, 4.92211e+25, 2.29298e-05, 9.48781e-05
1.2045e-07, 50, 1.53351e-05, 2.16501e-63, 421.619, 5.33639e+25, 2.4177e-05, 0.000109806
1.2045e-07, 51, 1.57919e-05, 1.2002e-64, 378.111, 5.77628e+25, 2.54657e-05, 0.000108943
1.2045e-07, 52, 1.62529e-05, 6.63976e-66, 339.811, 6.24282e+25, 2.67965e-05, 0.00012565
1.2045e-07, 53, 1.67184e-05, 3.66597e-67, 306.012, 6.73706e+25, 2.817e-05, 0.000124435
1.2045e-07, 54, 1.7188e-05, 2.02021e-68, 276.115, 7.26009e+25, 2.95866e-05, 0.000143056
1.2045e-07, 55, 1.76619e-05, 1.11124e-69, 249.61, 7.813e+25, 3.10469e-05, 0.000141438
1.2045e-07, 56, 1.814e-05, 6.1016e-71, 226.059, 8.39691e+25, 3.25514e-05, 0.000162109
nan, nan, nan, nan, nan, nan, nan, nan
1.2045e-07, 58, 1.91089e-05, 1.83026e-73, 186.382, 9.66227e+25, 3.56953e-05, 0.000182898
1.2045e-07, 59, 1.95993e-05, 9.99989e-75, 169.657, 1.03461e+26, 3.73356e-05, 0.00018031
1.2045e-07, 60, 2.00938e-05, 5.45514e-76, 154.677, 1.10655e+26, 3.90223e-05, 0.000205512
1.2045e-07, 61, 2.05924e-05, 2.97145e-77, 141.235, 1.18219e+26, 4.07558e-05, 0.00020235
nan, nan, nan, nan, nan, nan, nan, nan
1.2045e-07, 63, 2.16017e-05, 8.77864e-80, 118.273, 1.34502e+26, 4.43652e-05, 0.000226244
1.2045e-07, 64, 2.21122e-05, 4.76172e-81, 108.46, 1.43248e+26, 4.62422e-05, 0.00025658
1.2045e-07, 65, 2.26266e-05, 2.57946e-82, 99.5945, 1.52413e+26, 4.81681e-05, 0.000252079
1.2045e-07, 66, 2.31448e-05, 1.39553e-83, 91.573, 1.6201e+26, 5.01433e-05, 0.000285217
1.2045e-07, 67, 2.36668e-05, 7.54074e-85, 84.304, 1.72055e+26, 5.21683e-05, 0.000279946
1.2045e-07, 68, 2.41925e-05, 4.06974e-86, 77.7071, 1.82559e+26, 5.42437e-05, 0.000316049
1.2045e-07, 69, 2.47218e-05, 2.19388e-87, 71.7117, 1.93537e+26, 5.637e-05, 0.000309934
1.2045e-07, 70, 2.52548e-05, 1.18132e-88, 66.2553, 2.05003e+26, 5.85476e-05, 0.000349169
1.2045e-07, 71, 2.57917e-05, 6.35391e-90, 61.2829, 2.1697e+26, 6.0777e-05, 0.000342137
1.2045e-07, 72, 2.63325e-05, 3.41391e-91, 56.7456, 2.29455e+26, 6.30587e-05, 0.000384674
1.2045e-07, 73, 2.68775e-05, 1.83236e-92, 52.5999, 2.4247e+26, 6.53931e-05, 0.000376647
1.2045e-07, 74, 2.74264e-05, 9.82489e-94, 48.8075, 2.56032e+26, 6.77809e-05, 0.000422661
1.2045e-07, 75, 2.79791e-05, 5.26281e-95, 45.3341, 2.70155e+26, 7.02224e-05, 0.000413559
1.2045e-07, 76, 2.85354e-05, 2.81637e-96, 42.149, 2.84853e+26, 7.27181e-05, 0.000463226
1.2045e-07, 77, 2.90962e-05, 1.50576e-97, 39.225, 3.00144e+26, 7.52686e-05, 0.000452966
1.2045e-07, 78, 2.96593e-05, 8.04315e-99, 36.5378, 3.16043e+26, 7.78742e-05, 0.000506469
1.2045e-07, 79, 3.02259e-05, 4.2925e-100, 34.0654, 3.32564e+26, 8.05355e-05, 0.000494965
1.2045e-07, 80, 3.0796e-05, 2.28886e-101, 31.7883, 3.49725e+26, 8.32529e-05, 0.000552489
1.2045e-07, 81, 3.13696e-05, 1.21944e-102, 29.689, 3.67542e+26, 8.60268e-05, 0.000539652
1.2045e-07, 82, 3.19467e-05, 6.49146e-104, 27.7516, 3.86031e+26, 8.88579e-05, 0.000601387
1.2045e-07, 83, 3.25274e-05, 3.45284e-105, 25.9618, 4.05209e+26, 9.17464e-05, 0.000587126
1.2045e-07, 84, 3.31115e-05, 1.83514e-106, 24.3068, 4.25093e+26, 9.46929e-05, 0.000653264
1.2045e-07, 85, 3.36991e-05, 9.74602e-108, 22.7751, 4.457e+26, 9.76979e-05, 0.000637485
1.2045e-07, 86, 3.429e-05, 5.17203e-109, 21.3562, 4.67047e+26, 0.000100762, 0.000708221
1.2045e-07, 87, 3.48845e-05, 2.74269e-110, 20.0405, 4.89152e+26, 0.000103885, 0.000690827
1.2045e-07, 88, 3.54823e-05, 1.45339e-111, 18.8196, 5.12033e+26, 0.000107068, 0.000766362
1.2045e-07, 89, 3.60836e-05, 7.69631e-113, 17.6856, 5.35707e+26, 0.000110311, 0.000747253
1.2045e-07, 90, 3.66882e-05, 4.07274e-114, 16.6315, 5.60192e+26, 0.000113615, 0.000827789
1.2045e-07, 91, 3.7296e-05, 2.15378e-115, 15.6509, 5.85508e+26, 0.00011698, 0.000806864
1.2045e-07, 92, 3.79072e-05, 1.13823e-116, 14.7378, 6.11672e+26, 0.000120407, 0.000892607
1.2045e-07, 93, 3.85217e-05, 6.01147e-118, 13.8871, 6.38703e+26, 0.000123896, 0.000869762
1.2045e-07, 94, 3.91394e-05, 3.17293e-119, 13.0937, 6.6662e+26, 0.000127447, 0.000960922
1.2045e-07, 95, 3.97605e-05, 1.67368e-120, 12.3534, 6.95443e+26, 0.000131061, 0.000936048
1.2045e-07, 96, 4.03848e-05, 8.82316e-122, 11.6621, 7.2519e+26, 0.000134739, 0.00103284
1.2045e-07, 97, 4.10123e-05, 4.64858e-123, 11.016, 7.55882e+26, 0.00013848, 0.00100583
1.2045e-07, 98, 4.1643e-05, 2.44774e-124, 10.4118, 7.87538e+26, 0.000142286, 0.00110846
1.2045e-07, 99, 4.22769e-05, 1.28815e-125, 9.84634, 8.20178e+26, 0.000146156, 0.0010792
1.2045e-07, 100, 4.2914e-05, 6.77526e-127, 9.31684, 8.53822e+26, 0.000150092, 0.0011879
1.2045e-07, 101, 4.35543e-05, 3.56164e-128, 8.82066, 8.8849e+26, 0.000154093, 0.00115627
1.2045e-07, 102, 4.41978e-05, 1.8713e-129, 8.35542, 9.24204e+26, 0.00015816, 0.00127126
1.2045e-07, 103, 4.48444e-05, 9.82676e-131, 7.9189, 9.60984e+26, 0.000162294, 0.00123715
1.2045e-07, 104, 4.5494e-05, 5.15768e-132, 7.50907, 9.98851e+26, 0.000166494, 0.00135865
1.2045e-07, 105, 4.61468e-05, 2.70571e-133, 7.12408, 1.03783e+27, 0.000170762, 0.00132194
1.45083e-07, 5, 1.9007e-10, 3.14858e+11, 1.10688e+08, 3.05368e+21, 7.27884e-08, 5.34981e-08
1.45083e-07, 6, 3.97902e-10, 1.15868e+09, 4.06074e+07, 6.3321e+21, 1.12206e-07, 1.00613e-07
nan, nan, nan, nan, nan, nan, nan, nan
1.45083e-07, 8, 1.26807e-09, 13422.1, 8.3453e+06, 2.00126e+22, 2.24945e-07, 2.42476e-07
1.45083e-07, 9, 2.03527e-09, 43.2566, 4.3662e+06, 3.20563e+22, 3.0029e-07, 3.21592e-07
1.45083e-07, 10, 3.10328e-09, 0.135735, 2.44589e+06, 4.88588e+22, 3.89572e-07, 4.88132e-07
1.45083e-07, 11, 4.53606e-09, 0.000416342, 1.44803e+06, 7.15342e+22, 4.93714e-07, 6.07504e-07
1.45083e-07, 12, 6.40443e-09, 1.16818e-06, 897306, 1.01314e+23, 6.13613e-07, 8.74007e-07
1.45083e-07, 13, 8.78576e-09, 3.40901e-09, 577762, 1.39546e+23, 7.50139e-07, 1.04085e-06
1.45083e-07, 14, 1.17559e-08, 9.97043e-12, 384356, 1.87696e+23, 9.04142e-07, 1.43976e-06
1.45083e-07, 15, 1.54066e-08, 2.88319e-14, 262988, 2.47348e+23, 1.07645e-06, 1.66016e-06
1.45083e-07, 16, 1.98774e-08, 8.25229e-17, 184407, 3.20201e+23, 1.26788e-06, 2.22807e-06
1.45083e-07, 17, 2.50742e-08, 2.34116e-19, 132120, 4.08074e+23, 1.47921e-06, 2.50685e-06
1.45083e-07, 18, 3.13587e-08, 6.63678e-22, 96480.6, 5.129e+23, 1.71124e-06, 3.28443e-06
1.45083e-07, 19, 3.85623e-08, 2.18967e-24, 71662.8, 6.36733e+23, 1.96472e-06, 3.62495e-06
1.45083e-07, 20, 4.69643e-08, 2.80552e-26, 54047.3, 7.81741e+23, 2.2404e-06, 4.65684e-06
1.45083e-07, 21, 5.65527e-08, 1.49612e-27, 41326.9, 9.50211e+23, 2.53903e-06, 5.06095e-06
1.45083e-07, 22, 6.75581e-08, 9.46142e-29, 31997.4, 1.14455e+24, 2.86132e-06, 6.39566e-06
1.45083e-07, 23, 7.99488e-08, 5.97094e-30, 25057.4, 1.36727e+24, 3.208e-06, 6.86361e-06
1.45083e-07, 24, 9.38728e-08, 3.73266e-31, 19828, 1.62102e+24, 3.57977e-06, 8.55338e-06
1.45083e-07, 25, 1.09446e-07, 2.31242e-32, 15840.5, 1.90855e+24, 3.97733e-06, 9.08374e-06
1.45083e-07, 26, 1.2675e-07, 1.42064e-33, 12766.9, 2.23273e+24, 4.40136e-06, 1.11846e-05
1.45083e-07, 27, 1.45904e-07, 8.66039e-35, 10373.8, 2.59656e+24, 4.85254e-06, 1.17741e-05
1.45083e-07, 28, 1.67015e-07, 5.24162e-36, 8493.2, 3.00314e+24, 5.33154e-06, 1.43455e-05
1.45083e-07, 29, 1.90015e-07, 3.15126e-37, 7002.48, 3.45569e+24, 5.83901e-06, 1.49895e-05
1.45083e-07, 30, 2.15275e-07, 1.88272e-38, 5811.31, 3.95756e+24, 6.37562e-06, 1.80944e-05
1.45083e-07, 31, 2.4273e-07, 1.11826e-39, 4852.35, 4.51221e+24, 6.94201e-06, 1.87861e-05
1.45083e-07, 32, 2.72766e-07, 6.60569e-41, 4074.89, 5.12322e+24, 7.53882e-06, 2.2491e-05
1.45083e-07, 33, 3.04829e-07, 3.88198e-42, 3440.45, 5.79427e+24, 8.16668e-06, 2.3222e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.45083e-07, 35, 3.79123e-07, 1.32165e-44, 2489.24, 7.33188e+24, 9.51806e-06, 2.83566e-05
1.45083e-07, 36, 4.17119e-07, 7.66078e-46, 2131.96, 8.2064e+24, 1.02428e-05, 3.34739e-05
1.45083e-07, 37, 1.17952e-05, 4.42235e-47, 1833.72, 9.15693e+24, 1.10011e-05, 3.4251e-05
1.45083e-07, 38, 1.22795e-05, 2.54301e-48, 1583.55, 1.01877e+25, 1.17935e-05, 4.0187e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.45083e-07, 40, 1.32617e-05, 8.31812e-51, 1194.3, 1.25079e+25, 1.34831e-05, 4.78012e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.45083e-07, 42, 1.42594e-05, 2.68483e-53, 913.213, 1.52034e+25, 1.53162e-05, 5.63832e-05
1.45083e-07, 43, 1.47683e-05, 1.51832e-54, 802.356, 1.67039e+25, 1.62881e-05, 5.71222e-05
1.45083e-07, 44, 1.52808e-05, 8.5616e-56, 707.056, 1.83128e+25, 1.72977e-05, 6.60005e-05
1.45083e-07, 45, 1.57989e-05, 4.81448e-57, 624.849, 2.00352e+25, 1.83454e-05, 6.66913e-05
