# L1 = 0.5, c = 1, a = 1, mu_eta = 1, mu_delta = 1, xi_inf = 0.01, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1e-07, 25, 2.19418e-08, 1.60919e-32, 735419, 5.82843e+24, 3.97733e-06, 9.795e-06
1e-07, 26, 2.56916e-08, 9.88265e-34, 592723, 6.81844e+24, 4.40136e-06, 1.23196e-05
1e-07, 27, 2.98831e-08, 6.02261e-35, 481620, 7.92951e+24, 4.85254e-06, 1.27355e-05
1e-07, 28, 3.45338e-08, 3.64403e-36, 394309, 9.17114e+24, 5.33154e-06, 1.58599e-05
1e-07, 29, 3.97752e-08, 2.19016e-37, 325100, 1.05532e+25, 5.83901e-06, 1.6264e-05
1e-07, 30, 4.54692e-08, 1.30817e-38, 269798, 1.20858e+25, 6.37562e-06, 2.00778e-05
1e-07, 31, 5.18095e-08, 7.76807e-40, 225277, 1.37796e+25, 6.94201e-06, 2.04473e-05
1e-07, 32, 5.88988e-08, 4.58761e-41, 189183, 1.56456e+25, 7.53882e-06, 2.50466e-05
1e-07, 33, 6.63439e-08, 2.69541e-42, 159727, 1.76949e+25, 8.16668e-06, 2.53544e-05
1e-07, 34, 7.46917e-08, 1.57602e-43, 135541, 1.99392e+25, 8.82622e-06, 3.08421e-05
1e-07, 35, 8.37327e-08, 9.17301e-45, 115567, 2.23905e+25, 9.51806e-06, 3.10569e-05
1e-07, 36, 9.34868e-08, 5.31605e-46, 98978.9, 2.50612e+25, 1.02428e-05, 3.75423e-05
1e-07, 37, 1.04105e-07, 3.06827e-47, 85132.8, 2.79639e+25, 1.10011e-05, 3.76287e-05
1e-07, 38, 1.15558e-07, 1.76407e-48, 73518.6, 3.11118e+25, 1.17935e-05, 4.52277e-05
1e-07, 39, 1.27903e-07, 1.01052e-49, 63731.1, 3.45183e+25, 1.26206e-05, 4.51458e-05
1e-07, 40, 1.41252e-07, 5.76844e-51, 55446.9, 3.81972e+25, 1.34831e-05, 5.39811e-05
1e-07, 41, 1.55498e-07, 3.28194e-52, 48405.6, 4.21625e+25, 1.43814e-05, 5.36865e-05
1e-07, 42, 1.70672e-07, 1.86135e-53, 42397.1, 4.64289e+25, 1.53162e-05, 6.38871e-05
1e-07, 43, 1.8747e-07, 1.05249e-54, 37250.4, 5.10112e+25, 1.62881e-05, 6.33311e-05
1e-07, 44, 2.04315e-07, 5.9341e-56, 32826, 5.59245e+25, 1.72977e-05, 7.50327e-05
1e-07, 45, 2.22846e-07, 3.33655e-57, 29009.4, 6.11845e+25, 1.83454e-05, 7.41619e-05
1e-07, 46, 2.42557e-07, 1.8711e-58, 25706.3, 6.68071e+25, 1.94319e-05, 8.7507e-05
1e-07, 47, 2.63455e-07, 1.04665e-59, 22838.6, 7.28086e+25, 2.05578e-05, 8.62632e-05
1e-07, 48, 2.8559e-07, 5.84059e-61, 20341.4, 7.92057e+25, 2.17236e-05, 0.000101401
1e-07, 49, 3.09214e-07, 3.25166e-62, 18160.6, 8.60153e+25, 2.29298e-05, 9.97214e-05
1e-07, 50, 3.33896e-07, 1.80629e-63, 16250.8, 9.32548e+25, 2.4177e-05, 0.000116807
1e-07, 51, 3.60004e-07, 1.00124e-64, 14573.8, 1.00942e+26, 2.54657e-05, 0.000114624
1e-07, 52, 3.87635e-07, 5.53858e-66, 13097.6, 1.09095e+26, 2.67965e-05, 0.00013382
1e-07, 53, 4.16703e-07, 3.05772e-67, 11794.8, 1.17732e+26, 2.817e-05, 0.000131062
1e-07, 54, 4.47261e-07, 1.68488e-68, 10642.5, 1.26872e+26, 2.95866e-05, 0.000152536
1e-07, 55, 4.79425e-07, 9.26709e-70, 9620.88, 1.36534e+26, 3.10469e-05, 0.000149126
1e-07, 56, 5.13243e-07, 5.088e-71, 8713.15, 1.46738e+26, 3.25514e-05, 0.000173054
1e-07, 57, 5.51444e-07, 2.78874e-72, 7904.93, 1.57504e+26, 3.41007e-05, 0.00016891
1e-07, 58, 5.85604e-07, 1.52599e-73, 7183.83, 1.68851e+26, 3.56953e-05, 0.000195473
1e-07, 59, 6.24341e-07, 8.33689e-75, 6539.19, 1.808e+26, 3.73356e-05, 0.000190508
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 61, 7.08506e-07, 2.47696e-77, 5443.73, 2.06591e+26, 4.07558e-05, 0.000214018
1e-07, 62, 7.55224e-07, 1.34718e-78, 4978.01, 2.20474e+26, 4.25366e-05, 0.000246423
1e-07, 63, 7.98033e-07, 7.31684e-80, 4558.66, 2.35046e+26, 4.43652e-05, 0.000239537
1e-07, 64, 8.46372e-07, 3.96857e-81, 4180.43, 2.50329e+26, 4.62422e-05, 0.000275161
1e-07, 65, 8.95606e-07, 2.14968e-82, 3838.73, 2.66345e+26, 4.81681e-05, 0.000267166
1e-07, 66, 9.4771e-07, 1.16295e-83, 3529.55, 2.83118e+26, 5.01433e-05, 0.000306217
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 68, 1.05804e-06, 3.39109e-86, 2995.11, 3.19027e+26, 5.42437e-05, 0.000339697
1e-07, 69, 1.11626e-06, 1.82795e-87, 2764.02, 3.38211e+26, 5.637e-05, 0.000329159
1e-07, 70, 1.17678e-06, 9.84226e-89, 2553.72, 3.58248e+26, 5.85476e-05, 0.000375711
1e-07, 71, 1.23953e-06, 5.29358e-90, 2362.06, 3.79162e+26, 6.0777e-05, 0.00036373
1e-07, 72, 1.30527e-06, 2.84406e-91, 2187.17, 4.00979e+26, 6.30587e-05, 0.000414369
1e-07, 73, 1.37219e-06, 1.52643e-92, 2027.39, 4.23724e+26, 6.53931e-05, 0.000400824
1e-07, 74, 1.44157e-06, 8.18419e-94, 1881.21, 4.47423e+26, 6.77809e-05, 0.000455783
1e-07, 75, 1.51465e-06, 4.38375e-95, 1747.33, 4.72103e+26, 7.02224e-05, 0.000440548
1e-07, 76, 1.58801e-06, 2.34585e-96, 1624.57, 4.9779e+26, 7.27181e-05, 0.000500067
1e-07, 77, 1.66491e-06, 1.25415e-97, 1511.87, 5.24511e+26, 7.52686e-05, 0.000483012
1e-07, 78, 1.74433e-06, 6.69886e-99, 1408.29, 5.52293e+26, 7.78742e-05, 0.000547334
1e-07, 79, 1.82669e-06, 3.57493e-100, 1313, 5.81165e+26, 8.05355e-05, 0.000528323
1e-07, 80, 1.9196e-06, 1.90616e-101, 1225.23, 6.11155e+26, 8.32529e-05, 0.000597702
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 82, 2.0948e-06, 5.40569e-104, 1069.64, 6.74601e+26, 8.88579e-05, 0.000651286
1e-07, 83, 2.18225e-06, 2.8752e-105, 1000.66, 7.08115e+26, 9.17464e-05, 0.000627937
1e-07, 84, 2.27551e-06, 1.52808e-106, 936.867, 7.42863e+26, 9.46929e-05, 0.000708206
1e-07, 85, 2.37371e-06, 8.11503e-108, 877.829, 7.78874e+26, 9.76979e-05, 0.000682465
1e-07, 86, 2.47465e-06, 4.30635e-109, 823.138, 8.16179e+26, 0.000100762, 0.000768581
1e-07, 87, 2.57832e-06, 2.28355e-110, 772.429, 8.54808e+26, 0.000103885, 0.000740293
1e-07, 88, 2.68491e-06, 1.21005e-111, 725.371, 8.94792e+26, 0.000107068, 0.000832532
1e-07, 89, 2.80731e-06, 6.40751e-113, 681.663, 9.36163e+26, 0.000110311, 0.000801537
1e-07, 90, 2.90644e-06, 3.39063e-114, 641.034, 9.78952e+26, 0.000113615, 0.00090018
1e-07, 91, 3.02335e-06, 1.793e-115, 603.236, 1.02319e+27, 0.00011698, 0.000866313
1e-07, 92, 3.14059e-06, 9.4754e-117, 568.045, 1.06891e+27, 0.000120407, 0.000971649
1e-07, 93, 3.27199e-06, 5.00422e-118, 535.253, 1.11615e+27, 0.000123896, 0.000934741
1e-07, 94, 3.38662e-06, 2.64121e-119, 504.676, 1.16494e+27, 0.000127447, 0.00104706
1e-07, 95, 3.51389e-06, 1.39317e-120, 476.142, 1.21531e+27, 0.000131061, 0.00100694
1e-07, 96, 3.64823e-06, 7.34419e-122, 449.494, 1.26729e+27, 0.000134739, 0.00112655
1e-07, 97, 3.78441e-06, 3.86927e-123, 424.592, 1.32093e+27, 0.00013848, 0.00108303
1e-07, 98, 3.91953e-06, 2.03734e-124, 401.304, 1.37624e+27, 0.000142286, 0.00121023
1e-07, 99, 4.0566e-06, 1.07214e-125, 379.51, 1.43328e+27, 0.000146156, 0.00116313
1e-07, 100, 4.21223e-06, 5.63899e-127, 359.101, 1.49208e+27, 0.000150092, 0.00129823
1e-07, 101, 4.34592e-06, 2.96425e-128, 339.977, 1.55266e+27, 0.000154093, 0.00124736
1e-07, 102, 4.49644e-06, 1.55739e-129, 322.045, 1.61507e+27, 0.00015816, 0.00139069
1e-07, 103, 4.6567e-06, 8.17814e-131, 305.22, 1.67935e+27, 0.000162294, 0.00133586
1e-07, 104, 4.80791e-06, 4.29229e-132, 289.424, 1.74552e+27, 0.000166494, 0.00148772
1e-07, 105, 4.97033e-06, 2.25167e-133, 274.585, 1.81363e+27, 0.000170762, 0.00142874
1.2045e-07, 5, 3.6609e-11, 4.62678e+11, 4.26638e+09, 5.33639e+21, 7.27884e-08, 5.70008e-08
1.2045e-07, 6, 7.8175e-11, 1.68797e+09, 1.56517e+09, 1.10655e+22, 1.12206e-07, 1.071e-07
1.2045e-07, 7, 1.48684e-10, 5.83546e+06, 6.70433e+08, 2.05003e+22, 1.62581e-07, 1.55773e-07
1.2045e-07, 8, 2.58687e-10, 19369.7, 3.21662e+08, 3.49725e+22, 2.24945e-07, 2.56568e-07
1.2045e-07, 9, 4.22237e-10, 62.2663, 1.68291e+08, 5.60192e+22, 3.0029e-07, 3.37548e-07
1.2045e-07, 10, 6.54088e-10, 0.195051, 9.42746e+07, 8.53822e+22, 3.89572e-07, 5.15205e-07
1.2045e-07, 11, 9.70077e-10, 0.000598188, 5.5813e+07, 1.25008e+23, 4.93714e-07, 6.36173e-07
1.2045e-07, 12, 1.38971e-09, 1.72256e-06, 3.45858e+07, 1.77048e+23, 6.13613e-07, 9.21804e-07
1.2045e-07, 13, 1.93192e-09, 5.06862e-09, 2.22693e+07, 2.4386e+23, 7.50139e-07, 1.08901e-06
1.2045e-07, 14, 2.62252e-09, 1.47399e-11, 1.48146e+07, 3.28004e+23, 9.04142e-07, 1.51886e-06
1.2045e-07, 15, 3.4765e-09, 4.23879e-14, 1.01366e+07, 4.32247e+23, 1.07645e-06, 1.73692e-06
1.2045e-07, 16, 4.53071e-09, 1.2073e-16, 7.1078e+06, 5.59561e+23, 1.26788e-06, 2.35243e-06
1.2045e-07, 17, 5.80892e-09, 3.41012e-19, 5.09245e+06, 7.1312e+23, 1.47921e-06, 2.62407e-06
1.2045e-07, 18, 7.329e-09, 9.60185e-22, 3.71875e+06, 8.96308e+23, 1.71124e-06, 3.47187e-06
1.2045e-07, 19, 9.14078e-09, 2.9563e-24, 2.76217e+06, 1.11271e+24, 1.96472e-06, 3.79772e-06
1.2045e-07, 20, 1.12504e-08, 2.66497e-26, 2.0832e+06, 1.36611e+24, 2.2404e-06, 4.9296e-06
1.2045e-07, 21, 1.37076e-08, 1.26468e-27, 1.5929e+06, 1.66052e+24, 2.53903e-06, 5.30799e-06
1.2045e-07, 22, 1.65494e-08, 7.9427e-29, 1.23331e+06, 2.00013e+24, 2.86132e-06, 6.78093e-06
1.2045e-07, 23, 1.98212e-08, 5.00887e-30, 965813, 2.38934e+24, 3.208e-06, 7.20773e-06
1.2045e-07, 24, 2.35317e-08, 3.12991e-31, 764248, 2.83278e+24, 3.57977e-06, 9.08382e-06
1.2045e-07, 25, 2.76945e-08, 1.93828e-32, 610557, 3.33524e+24, 3.97733e-06, 9.55236e-06
1.2045e-07, 26, 3.24202e-08, 1.19037e-33, 492088, 3.90176e+24, 4.40136e-06, 1.18988e-05
1.2045e-07, 27, 3.77035e-08, 7.25426e-35, 399849, 4.53756e+24, 4.85254e-06, 1.23997e-05
1.2045e-07, 28, 4.36182e-08, 4.38924e-36, 327361, 5.24807e+24, 5.33154e-06, 1.52888e-05
1.2045e-07, 29, 5.01502e-08, 2.63806e-37, 269903, 6.03892e+24, 5.83901e-06, 1.581e-05
1.2045e-07, 30, 5.73664e-08, 1.57569e-38, 223991, 6.91596e+24, 6.37562e-06, 1.93189e-05
1.2045e-07, 31, 6.5313e-08, 9.35667e-40, 187028, 7.88522e+24, 6.94201e-06, 1.98454e-05
1.2045e-07, 32, 7.41111e-08, 5.52579e-41, 157062, 8.95297e+24, 7.53882e-06, 2.40565e-05
1.2045e-07, 33, 8.37094e-08, 3.24663e-42, 132608, 1.01257e+25, 8.16668e-06, 2.45706e-05
1.2045e-07, 34, 9.41068e-08, 1.89832e-43, 112529, 1.14099e+25, 8.82622e-06, 2.95711e-05
1.2045e-07, 35, 1.05512e-07, 1.10489e-44, 95945.2, 1.28127e+25, 9.51806e-06, 3.00518e-05
1.2045e-07, 36, 1.18349e-07, 6.4032e-46, 82173.9, 1.43409e+25, 1.02428e-05, 3.59339e-05
1.2045e-07, 37, 1.31148e-07, 3.69574e-47, 70678.7, 1.6002e+25, 1.10011e-05, 3.63576e-05
1.2045e-07, 38, 1.45561e-07, 2.12483e-48, 61036.3, 1.78033e+25, 1.17935e-05, 4.32181e-05
1.2045e-07, 39, 1.61061e-07, 1.21718e-49, 52910.6, 1.97527e+25, 1.26206e-05, 4.35581e-05
1.2045e-07, 40, 1.77873e-07, 6.94811e-51, 46032.9, 2.18578e+25, 1.34831e-05, 5.14988e-05
1.2045e-07, 41, 1.95783e-07, 3.9531e-52, 40187.1, 2.4127e+25, 1.43814e-05, 5.17252e-05
1.2045e-07, 42, 2.15853e-07, 2.242e-53, 35198.8, 2.65683e+25, 1.53162e-05, 6.08527e-05
1.2045e-07, 43, 2.3565e-07, 1.26772e-54, 30925.9, 2.91905e+25, 1.62881e-05, 6.09327e-05
1.2045e-07, 44, 2.57315e-07, 7.14764e-56, 27252.7, 3.20021e+25, 1.72977e-05, 7.13581e-05
1.2045e-07, 45, 2.80379e-07, 4.01889e-57, 24084.1, 3.5012e+25, 1.83454e-05, 7.12559e-05
1.2045e-07, 46, 3.0513e-07, 2.25375e-58, 21341.8, 3.82295e+25, 1.94319e-05, 8.30949e-05
1.2045e-07, 47, 3.3138e-07, 1.26069e-59, 18961, 4.16638e+25, 2.05578e-05, 8.27716e-05
1.2045e-07, 48, 3.59149e-07, 7.03501e-61, 16887.8, 4.53244e+25, 2.17236e-05, 9.61448e-05
1.2045e-07, 49, 3.88854e-07, 3.91663e-62, 15077.2, 4.92211e+25, 2.29298e-05, 9.55582e-05
1.2045e-07, 50, 4.19725e-07, 2.17568e-63, 13491.6, 5.33639e+25, 2.4177e-05, 0.00011059
1.2045e-07, 51, 4.52793e-07, 1.206e-64, 12099.4, 5.77628e+25, 2.54657e-05, 0.000109696
1.2045e-07, 52, 4.8719e-07, 6.67124e-66, 10873.8, 6.24282e+25, 2.67965e-05, 0.000126516
1.2045e-07, 53, 5.23621e-07, 3.68304e-67, 9792.25, 6.73706e+25, 2.817e-05, 0.000125265
1.2045e-07, 54, 5.62258e-07, 2.02945e-68, 8835.56, 7.26009e+25, 2.95866e-05, 0.000144008
1.2045e-07, 55, 6.02299e-07, 1.11622e-69, 7987.4, 7.813e+25, 3.10469e-05, 0.000142349
1.2045e-07, 56, 6.44572e-07, 6.12852e-71, 7233.79, 8.39691e+25, 3.25514e-05, 0.000163152
1.2045e-07, 57, 6.91218e-07, 3.35905e-72, 6562.79, 9.01294e+25, 3.41007e-05, 0.000161032
1.2045e-07, 58, 7.35306e-07, 1.83806e-73, 5964.12, 9.66227e+25, 3.56953e-05, 0.000184037
1.2045e-07, 59, 7.84465e-07, 1.00418e-74, 5428.93, 1.03461e+26, 3.73356e-05, 0.000181398
1.2045e-07, 60, 8.35765e-07, 5.47764e-76, 4949.59, 1.10655e+26, 3.90223e-05, 0.000206753
1.2045e-07, 61, 8.91058e-07, 2.9835e-77, 4519.46, 1.18219e+26, 4.07558e-05, 0.000203535
1.2045e-07, 62, 9.46022e-07, 1.62268e-78, 4132.82, 1.26164e+26, 4.25366e-05, 0.00023139
1.2045e-07, 63, 1.00113e-06, 8.81315e-80, 3784.67, 1.34502e+26, 4.43652e-05, 0.00022753
1.2045e-07, 64, 1.06151e-06, 4.78015e-81, 3470.65, 1.43248e+26, 4.62422e-05, 0.00025804
1.2045e-07, 65, 1.12356e-06, 2.5893e-82, 3186.97, 1.52413e+26, 4.81681e-05, 0.000253471
1.2045e-07, 66, 1.18859e-06, 1.40078e-83, 2930.28, 1.6201e+26, 5.01433e-05, 0.000286795
1.2045e-07, 67, 1.25635e-06, 7.56865e-85, 2697.68, 1.72055e+26, 5.21683e-05, 0.000281448
1.2045e-07, 68, 1.32655e-06, 4.08458e-86, 2486.58, 1.82559e+26, 5.42437e-05, 0.00031775
1.2045e-07, 69, 1.39959e-06, 2.20177e-87, 2294.73, 1.93537e+26, 5.637e-05, 0.000311554
1.2045e-07, 70, 1.47529e-06, 1.1855e-88, 2120.13, 2.05003e+26, 5.85476e-05, 0.000350999
1.2045e-07, 71, 1.55372e-06, 6.37613e-90, 1961.02, 2.1697e+26, 6.0777e-05, 0.000343878
1.2045e-07, 72, 1.63542e-06, 3.42568e-91, 1815.82, 2.29455e+26, 6.30587e-05, 0.000386638
1.2045e-07, 73, 1.7258e-06, 1.83859e-92, 1683.16, 2.4247e+26, 6.53931e-05, 0.000378516
1.2045e-07, 74, 1.806e-06, 9.85788e-94, 1561.81, 2.56032e+26, 6.77809e-05, 0.000424765
1.2045e-07, 75, 1.89688e-06, 5.28025e-95, 1450.66, 2.70155e+26, 7.02224e-05, 0.00041556
1.2045e-07, 76, 1.98916e-06, 2.82558e-96, 1348.74, 2.84853e+26, 7.27181e-05, 0.000465477
1.2045e-07, 77, 2.08515e-06, 1.51062e-97, 1255.17, 3.00144e+26, 7.52686e-05, 0.000455105
1.2045e-07, 78, 2.18431e-06, 8.0688e-99, 1169.18, 3.16043e+26, 7.78742e-05, 0.000508872
1.2045e-07, 79, 2.29555e-06, 4.30602e-100, 1090.07, 3.32564e+26, 8.05355e-05, 0.000497248
1.2045e-07, 80, 2.39871e-06, 2.29598e-101, 1017.2, 3.49725e+26, 8.32529e-05, 0.00055505
1.2045e-07, 81, 2.50564e-06, 1.22318e-102, 950.027, 3.67542e+26, 8.60268e-05, 0.000542085
1.2045e-07, 82, 2.61767e-06, 6.51117e-104, 888.03, 3.86031e+26, 8.88579e-05, 0.000604112
1.2045e-07, 83, 2.72986e-06, 3.46319e-105, 830.758, 4.05209e+26, 9.17464e-05, 0.000589714
1.2045e-07, 84, 2.84728e-06, 1.84058e-106, 777.8, 4.25093e+26, 9.46929e-05, 0.000656159
1.2045e-07, 85, 2.96986e-06, 9.77458e-108, 728.786, 4.457e+26, 9.76979e-05, 0.000640234
1.2045e-07, 86, 3.10965e-06, 5.18701e-109, 683.381, 4.67047e+26, 0.000100762, 0.000711293
1.2045e-07, 87, 3.23877e-06, 2.75055e-110, 641.281, 4.89152e+26, 0.000103885, 0.000693743
1.2045e-07, 88, 3.36998e-06, 1.4575e-111, 602.213, 5.12033e+26, 0.000107068, 0.000769616
1.2045e-07, 89, 3.49568e-06, 7.71787e-113, 565.926, 5.35707e+26, 0.000110311, 0.000750342
1.2045e-07, 90, 3.63363e-06, 4.08402e-114, 532.195, 5.60192e+26, 0.000113615, 0.000831233
1.2045e-07, 91, 3.77808e-06, 2.15968e-115, 500.815, 5.85508e+26, 0.00011698, 0.000810133
1.2045e-07, 92, 3.93935e-06, 1.14132e-116, 471.598, 6.11672e+26, 0.000120407, 0.000896247
1.2045e-07, 93, 4.0828e-06, 6.0276e-118, 444.374, 6.38703e+26, 0.000123896, 0.000873215
1.2045e-07, 94, 4.23156e-06, 3.18135e-119, 418.989, 6.6662e+26, 0.000127447, 0.000964763
1.2045e-07, 95, 4.39457e-06, 1.67808e-120, 395.299, 6.95443e+26, 0.000131061, 0.000939693
1.2045e-07, 96, 4.55771e-06, 8.8461e-122, 373.176, 7.2519e+26, 0.000134739, 0.00103689
1.2045e-07, 97, 4.72344e-06, 4.66054e-123, 352.502, 7.55882e+26, 0.00013848, 0.00100967
1.2045e-07, 98, 4.89317e-06, 2.45398e-124, 333.167, 7.87538e+26, 0.000142286, 0.00111273
1.2045e-07, 99, 5.06767e-06, 1.2914e-125, 315.074, 8.20178e+26, 0.000146156, 0.00108325
1.2045e-07, 100, 5.25148e-06, 6.79219e-127, 298.13, 8.53822e+26, 0.000150092, 0.00119239
1.2045e-07, 101, 5.42647e-06, 3.57045e-128, 282.253, 8.8849e+26, 0.000154093, 0.00116053
1.2045e-07, 102, 5.63714e-06, 1.87588e-129, 267.366, 9.24204e+26, 0.00015816, 0.00127598
1.2045e-07, 103, 5.80847e-06, 9.8506e-131, 253.397, 9.60984e+26, 0.000162294, 0.00124163
1.2045e-07, 104, 6.00252e-06, 5.17008e-132, 240.283, 9.98851e+26, 0.000166494, 0.0013636
1.2045e-07, 105, 6.20064e-06, 2.71215e-133, 227.964, 1.03783e+27, 0.000170762, 0.00132664
1.45083e-07, 5, 4.64261e-11, 3.18927e+11, 3.54202e+09, 3.05368e+21, 7.27884e-08, 5.65477e-08
1.45083e-07, 6, 9.93116e-11, 1.16345e+09, 1.29943e+09, 6.3321e+21, 1.12206e-07, 1.05579e-07
1.45083e-07, 7, 1.88444e-10, 4.02216e+06, 5.56605e+08, 1.1731e+22, 1.62581e-07, 1.54009e-07
1.45083e-07, 8, 3.27916e-10, 13350.7, 2.67049e+08, 2.00126e+22, 2.24945e-07, 2.51793e-07
1.45083e-07, 9, 5.34986e-10, 42.9176, 1.39718e+08, 3.20563e+22, 3.0029e-07, 3.32623e-07
1.45083e-07, 10, 8.2772e-10, 0.134443, 7.82684e+07, 4.88588e+22, 3.89572e-07, 5.03522e-07
1.45083e-07, 11, 1.2279e-09, 0.000412306, 4.63369e+07, 7.15342e+22, 4.93714e-07, 6.24914e-07
1.45083e-07, 12, 1.75833e-09, 1.1866e-06, 2.87137e+07, 1.01314e+23, 6.13613e-07, 8.97425e-07
1.45083e-07, 13, 2.44461e-09, 3.4936e-09, 1.84884e+07, 1.39546e+23, 7.50139e-07, 1.06651e-06
1.45083e-07, 14, 3.31664e-09, 1.01596e-11, 1.22994e+07, 1.87696e+23, 9.04142e-07, 1.47335e-06
1.45083e-07, 15, 4.4026e-09, 2.92163e-14, 8.4156e+06, 2.47348e+23, 1.07645e-06, 1.69613e-06
1.45083e-07, 16, 5.72955e-09, 8.32152e-17, 5.90102e+06, 3.20201e+23, 1.26788e-06, 2.27417e-06
1.45083e-07, 17, 7.34234e-09, 2.3508e-19, 4.22784e+06, 4.08074e+23, 1.47921e-06, 2.55533e-06
1.45083e-07, 18, 9.26298e-09, 6.6411e-22, 3.08737e+06, 5.129e+23, 1.71124e-06, 3.34553e-06
1.45083e-07, 19, 1.15489e-08, 2.18965e-24, 2.2932e+06, 6.36733e+23, 1.96472e-06, 3.68832e-06
1.45083e-07, 20, 1.42131e-08, 2.8304e-26, 1.72951e+06, 7.81741e+23, 2.2404e-06, 4.73559e-06
1.45083e-07, 21, 1.73411e-08, 1.51286e-27, 1.32246e+06, 9.50211e+23, 2.53903e-06, 5.14172e-06
1.45083e-07, 22, 2.09057e-08, 9.56415e-29, 1.02391e+06, 1.14455e+24, 2.86132e-06, 6.49486e-06
1.45083e-07, 23, 2.50213e-08, 6.03313e-30, 801834, 1.36727e+24, 3.208e-06, 6.96443e-06
1.45083e-07, 24, 2.96977e-08, 3.76999e-31, 634492, 1.62102e+24, 3.57977e-06, 8.676e-06
1.45083e-07, 25, 3.49634e-08, 2.33466e-32, 506895, 1.90855e+24, 3.97733e-06, 9.20741e-06
1.45083e-07, 26, 4.09095e-08, 1.4338e-33, 408540, 2.23273e+24, 4.40136e-06, 1.13336e-05
1.45083e-07, 27, 4.75809e-08, 8.73778e-35, 331961, 2.59656e+24, 4.85254e-06, 1.19236e-05
1.45083e-07, 28, 5.50117e-08, 5.28686e-36, 271781, 3.00314e+24, 5.33154e-06, 1.45243e-05
1.45083e-07, 29, 6.32607e-08, 3.17755e-37, 224078, 3.45569e+24, 5.83901e-06, 1.51677e-05
1.45083e-07, 30, 7.23246e-08, 1.89792e-38, 185961, 3.95756e+24, 6.37562e-06, 1.83063e-05
1.45083e-07, 31, 8.24228e-08, 1.12701e-39, 155274, 4.51221e+24, 6.94201e-06, 1.89963e-05
1.45083e-07, 32, 9.34014e-08, 6.65584e-41, 130396, 5.12322e+24, 7.53882e-06, 2.27393e-05
1.45083e-07, 33, 1.05504e-07, 3.91058e-42, 110094, 5.79427e+24, 8.16668e-06, 2.34675e-05
1.45083e-07, 34, 1.18634e-07, 2.28653e-43, 93423.2, 6.52918e+24, 8.82622e-06, 2.7885e-05
