# L1 = 1.5, c = 1, a = 1, mu_eta = 1, mu_delta = 1, xi_inf = 0.01, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1.12332e-06, 68, 7.67615e-06, 3.8093e-85, 2399.61, 2.25067e+23, 5.42437e-05, 1.13294e-05
1.12332e-06, 69, 8.11012e-06, 2.05337e-86, 2214.47, 2.38601e+23, 5.637e-05, 1.1769e-05
1.12332e-06, 70, 8.56162e-06, 1.10561e-87, 2045.98, 2.52737e+23, 5.85476e-05, 1.22191e-05
1.12332e-06, 71, 9.03048e-06, 5.9464e-89, 1892.43, 2.67491e+23, 6.0777e-05, 1.268e-05
1.12332e-06, 72, 9.54358e-06, 3.1948e-90, 1752.31, 2.82883e+23, 6.30587e-05, 1.31516e-05
1.12332e-06, 73, 1.00255e-05, 1.71468e-91, 1624.29, 2.98929e+23, 6.53931e-05, 1.36341e-05
1.12332e-06, 74, 1.0545e-05, 9.19349e-93, 1507.18, 3.15648e+23, 6.77809e-05, 1.41276e-05
1.12332e-06, 75, 1.11285e-05, 4.92438e-94, 1399.92, 3.33059e+23, 7.02224e-05, 1.46321e-05
1.12332e-06, 76, 1.16478e-05, 2.63515e-95, 1301.56, 3.51181e+23, 7.27181e-05, 1.51479e-05
1.12332e-06, 77, 1.22279e-05, 1.40881e-96, 1211.27, 3.70032e+23, 7.52686e-05, 1.56749e-05
1.12332e-06, 78, 1.28284e-05, 7.52499e-98, 1128.29, 3.89632e+23, 7.78742e-05, 1.62133e-05
1.12332e-06, 79, 1.34545e-05, 4.01581e-99, 1051.94, 4.10001e+23, 8.05355e-05, 1.67632e-05
1.12332e-06, 80, 1.40994e-05, 2.14124e-100, 981.625, 4.31158e+23, 8.32529e-05, 1.73246e-05
1.12332e-06, 81, 1.47609e-05, 1.14075e-101, 916.796, 4.53123e+23, 8.60268e-05, 1.78977e-05
1.12332e-06, 82, 1.54446e-05, 6.07234e-103, 856.967, 4.75917e+23, 8.88579e-05, 1.84826e-05
1.12332e-06, 83, 1.62139e-05, 3.22979e-104, 801.698, 4.99561e+23, 9.17464e-05, 1.90793e-05
1.12332e-06, 84, 1.68676e-05, 1.71653e-105, 750.593, 5.24075e+23, 9.46929e-05, 1.9688e-05
1.12332e-06, 85, 1.7618e-05, 9.11581e-107, 703.293, 5.4948e+23, 9.76979e-05, 2.03088e-05
1.12332e-06, 86, 1.83907e-05, 4.83743e-108, 659.476, 5.75798e+23, 0.000100762, 2.09417e-05
1.12332e-06, 87, 1.91858e-05, 2.56517e-109, 618.849, 6.0305e+23, 0.000103885, 2.15868e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.12332e-06, 89, 2.08578e-05, 7.19771e-112, 546.129, 6.60444e+23, 0.000110311, 2.29142e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.12332e-06, 91, 2.26146e-05, 2.01412e-114, 483.296, 7.21841e+23, 0.00011698, 2.42916e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.12332e-06, 93, 2.44683e-05, 5.62136e-117, 428.829, 7.87423e+23, 0.000123896, 2.57199e-05
1.12332e-06, 94, 2.54284e-05, 2.96694e-118, 404.331, 8.21841e+23, 0.000127447, 2.64533e-05
1.12332e-06, 95, 2.64254e-05, 1.56498e-119, 381.47, 8.57375e+23, 0.000131061, 2.71998e-05
1.12332e-06, 96, 2.74346e-05, 8.24991e-121, 360.121, 8.94049e+23, 0.000134739, 2.79593e-05
1.12332e-06, 97, 2.84751e-05, 4.34644e-122, 340.17, 9.31887e+23, 0.00013848, 2.87319e-05
1.12332e-06, 98, 2.95909e-05, 2.28859e-123, 321.512, 9.70914e+23, 0.000142286, 2.95178e-05
1.12332e-06, 99, 3.06707e-05, 1.20436e-124, 304.051, 1.01115e+24, 0.000146156, 3.03171e-05
1.12332e-06, 100, 3.17766e-05, 6.33442e-126, 287.701, 1.05263e+24, 0.000150092, 3.11298e-05
1.12332e-06, 101, 3.29108e-05, 3.32982e-127, 272.379, 1.09537e+24, 0.000154093, 3.1956e-05
1.12332e-06, 102, 3.40919e-05, 1.74946e-128, 258.012, 1.1394e+24, 0.00015816, 3.27959e-05
1.12332e-06, 103, 3.5302e-05, 9.1867e-130, 244.532, 1.18475e+24, 0.000162294, 3.36494e-05
1.12332e-06, 104, 3.65678e-05, 4.82163e-131, 231.877, 1.23143e+24, 0.000166494, 3.45168e-05
1.12332e-06, 105, 3.78243e-05, 2.52936e-132, 219.988, 1.27948e+24, 0.000170762, 3.5398e-05
1.35305e-06, 5, 2.3573e-10, 3.66518e+09, 3.41819e+09, 3.76471e+18, 7.27884e-08, 1.90937e-08
1.35305e-06, 6, 5.05618e-10, 1.33747e+07, 1.25401e+09, 7.80651e+18, 1.12206e-07, 2.84732e-08
1.35305e-06, 7, 9.63574e-10, 46238, 5.37146e+08, 1.44625e+19, 1.62581e-07, 4.00261e-08
1.35305e-06, 8, 1.68447e-09, 153.426, 2.57713e+08, 2.46724e+19, 2.24945e-07, 5.40236e-08
1.35305e-06, 9, 2.7563e-09, 0.493515, 1.34833e+08, 3.95205e+19, 3.0029e-07, 7.06955e-08
1.35305e-06, 10, 4.28141e-09, 0.00154608, 7.55321e+07, 6.02354e+19, 3.89572e-07, 9.02607e-08
1.35305e-06, 11, 6.3724e-09, 4.55757e-06, 4.47169e+07, 8.81907e+19, 4.93714e-07, 1.12877e-07
1.35305e-06, 12, 9.15605e-09, 1.36339e-08, 2.77099e+07, 1.24904e+20, 6.13613e-07, 1.38717e-07
1.35305e-06, 13, 1.27664e-08, 4.01676e-11, 1.7842e+07, 1.72038e+20, 7.50139e-07, 1.67968e-07
1.35305e-06, 14, 1.7374e-08, 1.1681e-13, 1.18694e+07, 2.314e+20, 9.04142e-07, 2.00808e-07
1.35305e-06, 15, 2.3114e-08, 3.36061e-16, 8.12137e+06, 3.04942e+20, 1.07645e-06, 2.37405e-07
1.35305e-06, 16, 3.01705e-08, 9.67581e-19, 5.69471e+06, 3.94759e+20, 1.26788e-06, 2.77927e-07
1.35305e-06, 17, 3.87561e-08, 3.44386e-21, 4.08002e+06, 5.03092e+20, 1.47921e-06, 3.22535e-07
1.35305e-06, 18, 4.90134e-08, 5.75495e-23, 2.97943e+06, 6.32327e+20, 1.71124e-06, 3.71394e-07
1.35305e-06, 19, 6.1261e-08, 3.3347e-24, 2.21303e+06, 7.84994e+20, 1.96472e-06, 4.24661e-07
1.35305e-06, 20, 7.55675e-08, 2.16667e-25, 1.66904e+06, 9.63767e+20, 2.2404e-06, 4.82492e-07
1.35305e-06, 21, 9.24223e-08, 1.39788e-26, 1.27622e+06, 1.17146e+21, 2.53903e-06, 5.45043e-07
1.35305e-06, 22, 1.11667e-07, 8.91599e-28, 988113, 1.41105e+21, 2.86132e-06, 6.12464e-07
1.35305e-06, 23, 1.33955e-07, 5.62642e-29, 773799, 1.68563e+21, 3.208e-06, 6.84904e-07
1.35305e-06, 24, 1.59337e-07, 3.5159e-30, 612308, 1.99847e+21, 3.57977e-06, 7.62512e-07
1.35305e-06, 25, 1.87977e-07, 2.17732e-31, 489172, 2.35295e+21, 3.97733e-06, 8.45431e-07
1.35305e-06, 26, 2.20489e-07, 1.33717e-32, 394256, 2.75261e+21, 4.40136e-06, 9.33806e-07
1.35305e-06, 27, 2.56898e-07, 8.14888e-34, 320355, 3.20116e+21, 4.85254e-06, 1.02778e-06
1.35305e-06, 28, 2.97708e-07, 4.93054e-35, 262278, 3.70241e+21, 5.33154e-06, 1.12748e-06
1.35305e-06, 29, 3.42961e-07, 2.9634e-36, 216243, 4.26034e+21, 5.83901e-06, 1.23306e-06
1.35305e-06, 30, 3.92844e-07, 1.77001e-37, 179459, 4.87907e+21, 6.37562e-06, 1.34465e-06
1.35305e-06, 31, 4.48714e-07, 1.05106e-38, 149845, 5.56287e+21, 6.94201e-06, 1.46238e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.35305e-06, 33, 5.76399e-07, 3.64702e-41, 106244, 7.14345e+21, 8.16668e-06, 1.7168e-06
1.35305e-06, 34, 6.49429e-07, 2.13242e-42, 90156.6, 8.04948e+21, 8.82622e-06, 1.85376e-06
1.35305e-06, 35, 7.28929e-07, 1.24115e-43, 76870.1, 9.03908e+21, 9.51806e-06, 1.99738e-06
1.35305e-06, 36, 8.15368e-07, 7.19287e-45, 65836.7, 1.01172e+22, 1.02428e-05, 2.14779e-06
1.35305e-06, 37, 9.09904e-07, 4.15151e-46, 56626.8, 1.12891e+22, 1.10011e-05, 2.30512e-06
1.35305e-06, 38, 1.0115e-06, 2.38687e-47, 48901.5, 1.25599e+22, 1.17935e-05, 2.4695e-06
1.35305e-06, 39, 1.12148e-06, 1.36728e-48, 42391.3, 1.39351e+22, 1.26206e-05, 2.64105e-06
1.35305e-06, 40, 1.23938e-06, 7.80498e-50, 36880.9, 1.54203e+22, 1.34831e-05, 2.81989e-06
1.35305e-06, 41, 1.3664e-06, 4.44062e-51, 32197.4, 1.70211e+22, 1.43814e-05, 3.00615e-06
1.35305e-06, 42, 1.50187e-06, 2.5185e-52, 28200.7, 1.87434e+22, 1.53162e-05, 3.19994e-06
1.35305e-06, 43, 1.65026e-06, 1.42407e-53, 24777.4, 2.05933e+22, 1.62881e-05, 3.40138e-06
1.35305e-06, 44, 1.80451e-06, 8.02912e-55, 21834.4, 2.25768e+22, 1.72977e-05, 3.61059e-06
1.35305e-06, 45, 1.96941e-06, 4.51451e-56, 19295.8, 2.47003e+22, 1.83454e-05, 3.8277e-06
1.35305e-06, 46, 2.1495e-06, 2.53169e-57, 17098.7, 2.69701e+22, 1.94319e-05, 4.05281e-06
1.35305e-06, 47, 2.33743e-06, 1.41617e-58, 15191.3, 2.9393e+22, 2.05578e-05, 4.28605e-06
1.35305e-06, 48, 2.53457e-06, 7.9026e-60, 13530.2, 3.19755e+22, 2.17236e-05, 4.52752e-06
1.35305e-06, 49, 2.74834e-06, 4.39965e-61, 12079.6, 3.47245e+22, 2.29298e-05, 4.77735e-06
1.35305e-06, 50, 2.97119e-06, 2.44399e-62, 10809.3, 3.76471e+22, 2.4177e-05, 5.03564e-06
1.35305e-06, 51, 3.21086e-06, 1.35473e-63, 9693.84, 4.07505e+22, 2.54657e-05, 5.30251e-06
1.35305e-06, 52, 3.45931e-06, 7.49396e-65, 8711.91, 4.40418e+22, 2.67965e-05, 5.57807e-06
1.35305e-06, 53, 3.72643e-06, 4.13724e-66, 7845.39, 4.75287e+22, 2.817e-05, 5.86244e-06
1.35305e-06, 54, 4.00536e-06, 2.27973e-67, 7078.91, 5.12185e+22, 2.95866e-05, 6.15572e-06
1.35305e-06, 55, 4.29581e-06, 1.25388e-68, 6399.37, 5.51192e+22, 3.10469e-05, 6.45802e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.35305e-06, 57, 4.92889e-06, 3.7733e-71, 5258, 6.35845e+22, 3.41007e-05, 7.09012e-06
1.35305e-06, 58, 5.27091e-06, 2.06474e-72, 4778.35, 6.81654e+22, 3.56953e-05, 7.42014e-06
1.35305e-06, 59, 5.62814e-06, 1.12802e-73, 4349.57, 7.29894e+22, 3.73356e-05, 7.75961e-06
1.35305e-06, 60, 6.00779e-06, 6.15316e-75, 3965.52, 7.80651e+22, 3.90223e-05, 8.10865e-06
1.35305e-06, 61, 6.38859e-06, 3.35144e-76, 3620.91, 8.3401e+22, 4.07558e-05, 8.46735e-06
1.35305e-06, 62, 6.79683e-06, 1.82279e-77, 3311.14, 8.90059e+22, 4.25366e-05, 8.83583e-06
1.35305e-06, 63, 7.2332e-06, 9.90003e-79, 3032.21, 9.48886e+22, 4.43652e-05, 9.21418e-06
1.35305e-06, 64, 7.68697e-06, 5.36966e-80, 2780.62, 1.01058e+23, 4.62422e-05, 9.60252e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.35305e-06, 66, 8.62019e-06, 1.57352e-82, 2347.69, 1.14295e+23, 5.01433e-05, 1.04096e-05
1.35305e-06, 67, 9.11787e-06, 8.50205e-84, 2161.33, 1.21381e+23, 5.21683e-05, 1.08285e-05
1.35305e-06, 68, 9.64117e-06, 4.58831e-85, 1992.2, 1.28792e+23, 5.42437e-05, 1.12578e-05
1.35305e-06, 69, 1.01852e-05, 2.4733e-86, 1838.49, 1.36536e+23, 5.637e-05, 1.16975e-05
1.35305e-06, 70, 1.07509e-05, 1.33171e-87, 1698.61, 1.44625e+23, 5.85476e-05, 1.21479e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.35305e-06, 72, 1.19655e-05, 3.84815e-90, 1454.8, 1.61876e+23, 6.30587e-05, 1.30809e-05
1.35305e-06, 73, 1.25876e-05, 2.06533e-91, 1348.52, 1.71058e+23, 6.53931e-05, 1.35637e-05
1.35305e-06, 74, 1.32352e-05, 1.10736e-92, 1251.29, 1.80625e+23, 6.77809e-05, 1.40575e-05
1.35305e-06, 75, 1.39431e-05, 5.93143e-94, 1162.24, 1.90589e+23, 7.02224e-05, 1.45623e-05
1.35305e-06, 76, 1.46153e-05, 3.17405e-95, 1080.58, 2.00959e+23, 7.27181e-05, 1.50784e-05
1.35305e-06, 77, 1.53437e-05, 1.69692e-96, 1005.62, 2.11746e+23, 7.52686e-05, 1.56058e-05
1.35305e-06, 78, 1.6095e-05, 9.06388e-98, 936.724, 2.22962e+23, 7.78742e-05, 1.61445e-05
1.35305e-06, 79, 1.68814e-05, 4.83706e-99, 873.34, 2.34617e+23, 8.05355e-05, 1.66947e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.35305e-06, 81, 1.85054e-05, 1.37403e-101, 761.14, 2.59294e+23, 8.60268e-05, 1.783e-05
1.35305e-06, 82, 1.93605e-05, 7.31415e-103, 711.469, 2.72337e+23, 8.88579e-05, 1.84153e-05
1.35305e-06, 83, 2.02925e-05, 3.89029e-104, 665.584, 2.85867e+23, 9.17464e-05, 1.90124e-05
1.35305e-06, 84, 2.11482e-05, 2.06756e-105, 623.155, 2.99895e+23, 9.46929e-05, 1.96215e-05
1.35305e-06, 85, 2.20836e-05, 1.098e-106, 583.886, 3.14433e+23, 9.76979e-05, 2.02427e-05
1.35305e-06, 86, 2.30648e-05, 5.8267e-108, 547.508, 3.29493e+23, 0.000100762, 2.0876e-05
1.35305e-06, 87, 2.40588e-05, 3.08975e-109, 513.779, 3.45087e+23, 0.000103885, 2.15216e-05
1.35305e-06, 88, 2.50814e-05, 1.63725e-110, 482.478, 3.61229e+23, 0.000107068, 2.21795e-05
1.35305e-06, 89, 2.61203e-05, 8.66967e-112, 453.406, 3.77931e+23, 0.000110311, 2.28498e-05
1.35305e-06, 90, 2.71986e-05, 4.58768e-113, 426.382, 3.95205e+23, 0.000113615, 2.35327e-05
1.35305e-06, 91, 2.83222e-05, 2.42602e-114, 401.24, 4.13064e+23, 0.00011698, 2.42282e-05
1.35305e-06, 92, 2.94714e-05, 1.28207e-115, 377.832, 4.31522e+23, 0.000120407, 2.49364e-05
1.35305e-06, 93, 3.0633e-05, 6.77095e-117, 356.021, 4.50592e+23, 0.000123896, 2.56574e-05
1.35305e-06, 94, 3.18517e-05, 3.57369e-118, 335.683, 4.70287e+23, 0.000127447, 2.63913e-05
1.35305e-06, 95, 3.3078e-05, 1.88502e-119, 316.703, 4.90621e+23, 0.000131061, 2.71381e-05
1.35305e-06, 96, 3.43425e-05, 9.93704e-121, 298.979, 5.11608e+23, 0.000134739, 2.78981e-05
1.35305e-06, 97, 3.5801e-05, 5.2353e-122, 282.415, 5.3326e+23, 0.00013848, 2.86712e-05
1.35305e-06, 98, 3.71053e-05, 2.75662e-123, 266.925, 5.55592e+23, 0.000142286, 2.94576e-05
1.35305e-06, 99, 3.83693e-05, 1.45066e-124, 252.429, 5.78619e+23, 0.000146156, 3.02574e-05
1.35305e-06, 100, 3.97536e-05, 7.62983e-126, 238.854, 6.02354e+23, 0.000150092, 3.10706e-05
1.35305e-06, 101, 4.13821e-05, 4.01078e-127, 226.133, 6.26812e+23, 0.000154093, 3.18973e-05
1.35305e-06, 102, 4.26522e-05, 2.10723e-128, 214.206, 6.52008e+23, 0.00015816, 3.27376e-05
1.35305e-06, 103, 4.43475e-05, 1.10654e-129, 203.015, 6.77955e+23, 0.000162294, 3.35916e-05
1.35305e-06, 104, 4.57249e-05, 5.80767e-131, 192.508, 7.04669e+23, 0.000166494, 3.44594e-05
1.35305e-06, 105, 4.72954e-05, 3.04662e-132, 182.638, 7.32165e+23, 0.000170762, 3.53411e-05
1.62975e-06, 5, 2.99233e-10, 2.52635e+09, 2.83784e+09, 2.15431e+18, 7.27884e-08, 1.77369e-08
1.62975e-06, 6, 6.41257e-10, 9.21717e+06, 1.0411e+09, 4.46717e+18, 1.12206e-07, 2.64105e-08
1.62975e-06, 7, 1.22232e-09, 31858.4, 4.45948e+08, 8.27599e+18, 1.62581e-07, 3.72416e-08
1.62975e-06, 8, 2.13759e-09, 105.769, 2.13958e+08, 1.41185e+19, 2.24945e-07, 5.05238e-08
1.62975e-06, 9, 3.50003e-09, 0.340186, 1.11941e+08, 2.26151e+19, 3.0029e-07, 6.64927e-08
1.62975e-06, 10, 5.43253e-09, 0.00106508, 6.27081e+07, 3.44689e+19, 3.89572e-07, 8.5358e-08
1.62975e-06, 11, 8.07139e-09, 3.13986e-06, 3.71248e+07, 5.0466e+19, 4.93714e-07, 1.07299e-07
1.62975e-06, 12, 1.15946e-08, 9.39681e-09, 2.30052e+07, 7.14748e+19, 6.13613e-07, 1.32526e-07
1.62975e-06, 13, 1.61641e-08, 2.76926e-11, 1.48127e+07, 9.84467e+19, 7.50139e-07, 1.6123e-07
1.62975e-06, 14, 2.19877e-08, 8.05033e-14, 9.85415e+06, 1.32416e+20, 9.04142e-07, 1.93575e-07
1.62975e-06, 15, 2.92494e-08, 2.31615e-16, 6.74251e+06, 1.74499e+20, 1.07645e-06, 2.29703e-07
1.62975e-06, 16, 3.81723e-08, 6.72358e-19, 4.72785e+06, 2.25896e+20, 1.26788e-06, 2.69782e-07
1.62975e-06, 17, 4.90494e-08, 2.75593e-21, 3.3873e+06, 2.87888e+20, 1.47921e-06, 3.1399e-07
1.62975e-06, 18, 6.21017e-08, 6.54161e-23, 2.47357e+06, 3.61841e+20, 1.71124e-06, 3.62489e-07
1.62975e-06, 19, 7.74643e-08, 4.00579e-24, 1.83729e+06, 4.49203e+20, 1.96472e-06, 4.15435e-07
1.62975e-06, 20, 9.57054e-08, 2.60946e-25, 1.38567e+06, 5.51503e+20, 2.2404e-06, 4.72981e-07
1.62975e-06, 21, 1.16808e-07, 1.68374e-26, 1.05954e+06, 6.70355e+20, 2.53903e-06, 5.3528e-07
1.62975e-06, 22, 1.41127e-07, 1.07393e-27, 820349, 8.07455e+20, 2.86132e-06, 6.02481e-07
1.62975e-06, 23, 1.69249e-07, 6.77704e-29, 642422, 9.64582e+20, 3.208e-06, 6.74729e-07
1.62975e-06, 24, 2.01284e-07, 4.23491e-30, 508349, 1.1436e+21, 3.57977e-06, 7.52171e-07
1.62975e-06, 25, 2.37457e-07, 2.62258e-31, 406119, 1.34644e+21, 3.97733e-06, 8.3495e-07
1.62975e-06, 26, 2.78455e-07, 1.61063e-32, 327318, 1.57515e+21, 4.40136e-06, 9.23207e-07
1.62975e-06, 27, 3.24394e-07, 9.81536e-34, 265964, 1.83182e+21, 4.85254e-06, 1.01708e-06
1.62975e-06, 28, 3.75845e-07, 5.93886e-35, 217748, 2.11865e+21, 5.33154e-06, 1.11671e-06
1.62975e-06, 29, 4.32915e-07, 3.56942e-36, 179529, 2.43792e+21, 5.83901e-06, 1.22223e-06
1.62975e-06, 30, 4.96462e-07, 2.13198e-37, 148990, 2.79198e+21, 6.37562e-06, 1.33378e-06
1.62975e-06, 31, 5.66281e-07, 1.266e-38, 124404, 3.18328e+21, 6.94201e-06, 1.45149e-06
1.62975e-06, 32, 6.45281e-07, 7.47666e-40, 104472, 3.61433e+21, 7.53882e-06, 1.57549e-06
1.62975e-06, 33, 7.27339e-07, 4.39285e-41, 88205.7, 4.08774e+21, 8.16668e-06, 1.70592e-06
1.62975e-06, 34, 8.19039e-07, 2.56851e-42, 74849.6, 4.60621e+21, 8.82622e-06, 1.84289e-06
1.62975e-06, 35, 9.19736e-07, 1.49497e-43, 63818.9, 5.17249e+21, 9.51806e-06, 1.98654e-06
1.62975e-06, 36, 1.02843e-06, 8.66384e-45, 54658.8, 5.78946e+21, 1.02428e-05, 2.13699e-06
1.62975e-06, 37, 1.14706e-06, 5.00051e-46, 47012.6, 6.46003e+21, 1.10011e-05, 2.29438e-06
1.62975e-06, 38, 1.27492e-06, 2.875e-47, 40598.9, 7.18724e+21, 1.17935e-05, 2.45882e-06
1.62975e-06, 39, 1.41368e-06, 1.6469e-48, 35194, 7.97418e+21, 1.26206e-05, 2.63044e-06
1.62975e-06, 40, 1.56165e-06, 9.40112e-50, 30619.2, 8.82405e+21, 1.34831e-05, 2.80935e-06
1.62975e-06, 41, 1.72144e-06, 5.34874e-51, 26730.8, 9.7401e+21, 1.43814e-05, 2.99569e-06
1.62975e-06, 42, 1.89264e-06, 3.03354e-52, 23412.8, 1.07257e+22, 1.53162e-05, 3.18957e-06
1.62975e-06, 43, 2.08471e-06, 1.71529e-53, 20570.6, 1.17842e+22, 1.62881e-05, 3.3911e-06
1.62975e-06, 44, 2.27312e-06, 9.6711e-55, 18127.3, 1.29193e+22, 1.72977e-05, 3.60042e-06
1.62975e-06, 45, 2.4824e-06, 5.43774e-56, 16019.7, 1.41344e+22, 1.83454e-05, 3.81763e-06
1.62975e-06, 46, 2.70413e-06, 3.04943e-57, 14195.7, 1.54333e+22, 1.94319e-05, 4.04285e-06
1.62975e-06, 47, 2.94073e-06, 1.70578e-58, 12612, 1.68197e+22, 2.05578e-05, 4.27619e-06
1.62975e-06, 48, 3.19395e-06, 9.5187e-60, 11233, 1.82975e+22, 2.17236e-05, 4.51778e-06
1.62975e-06, 49, 3.45854e-06, 5.29939e-61, 10028.7, 1.98707e+22, 2.29298e-05, 4.76772e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 51, 4.04091e-06, 1.63178e-63, 8047.99, 2.33189e+22, 2.54657e-05, 5.29313e-06
1.62975e-06, 52, 4.35655e-06, 9.02651e-65, 7232.78, 2.52024e+22, 2.67965e-05, 5.56881e-06
1.62975e-06, 53, 4.68899e-06, 4.98333e-66, 6513.38, 2.71976e+22, 2.817e-05, 5.8533e-06
1.62975e-06, 54, 5.03877e-06, 2.74594e-67, 5877.03, 2.93091e+22, 2.95866e-05, 6.1467e-06
1.62975e-06, 55, 5.40748e-06, 1.5103e-68, 5312.87, 3.15412e+22, 3.10469e-05, 6.44913e-06
1.62975e-06, 56, 5.79136e-06, 8.29218e-70, 4811.6, 3.38985e+22, 3.25514e-05, 6.76069e-06
1.62975e-06, 57, 6.19905e-06, 4.54496e-71, 4365.28, 3.63854e+22, 3.41007e-05, 7.08149e-06
1.62975e-06, 58, 6.62896e-06, 2.48699e-72, 3967.07, 3.90067e+22, 3.56953e-05, 7.41163e-06
1.62975e-06, 59, 7.07273e-06, 1.3587e-73, 3611.08, 4.17672e+22, 3.73356e-05, 7.75123e-06
1.62975e-06, 60, 7.56842e-06, 7.41151e-75, 3292.24, 4.46717e+22, 3.90223e-05, 8.10039e-06
1.62975e-06, 61, 8.03099e-06, 4.03682e-76, 3006.14, 4.77251e+22, 4.07558e-05, 8.45922e-06
1.62975e-06, 62, 8.5431e-06, 2.19556e-77, 2748.97, 5.09324e+22, 4.25366e-05, 8.82783e-06
1.62975e-06, 63, 9.08428e-06, 1.19246e-78, 2517.39, 5.42988e+22, 4.43652e-05, 9.2063e-06
1.62975e-06, 64, 9.64737e-06, 6.46777e-80, 2308.52, 5.78293e+22, 4.62422e-05, 9.59476e-06
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 66, 1.08246e-05, 1.89532e-82, 1949.09, 6.54039e+22, 5.01433e-05, 1.0402e-05
1.62975e-06, 67, 1.14523e-05, 1.02408e-83, 1794.37, 6.94588e+22, 5.21683e-05, 1.08211e-05
1.62975e-06, 68, 1.21087e-05, 5.52664e-85, 1653.96, 7.36993e+22, 5.42437e-05, 1.12505e-05
1.62975e-06, 69, 1.27996e-05, 2.9791e-86, 1526.35, 7.81311e+22, 5.637e-05, 1.16904e-05
1.62975e-06, 70, 1.35086e-05, 1.60404e-87, 1410.21, 8.27599e+22, 5.85476e-05, 1.21409e-05
1.62975e-06, 71, 1.4245e-05, 8.62721e-89, 1304.38, 8.75913e+22, 6.0777e-05, 1.26021e-05
1.62975e-06, 72, 1.50114e-05, 4.63511e-90, 1207.8, 9.26313e+22, 6.30587e-05, 1.30741e-05
1.62975e-06, 73, 1.57924e-05, 2.4877e-91, 1119.56, 9.78857e+22, 6.53931e-05, 1.3557e-05
1.62975e-06, 74, 1.66106e-05, 1.33382e-92, 1038.84, 1.03361e+23, 6.77809e-05, 1.40509e-05
1.62975e-06, 75, 1.74793e-05, 7.14443e-94, 964.91, 1.09062e+23, 7.02224e-05, 1.45559e-05
1.62975e-06, 76, 1.83452e-05, 3.82315e-95, 897.117, 1.14996e+23, 7.27181e-05, 1.5072e-05
nan, nan, nan, nan, nan, nan, nan, nan
1.62975e-06, 78, 2.01874e-05, 1.09175e-97, 777.685, 1.27587e+23, 7.78742e-05, 1.61384e-05
1.62975e-06, 79, 2.11641e-05, 5.82625e-99, 725.062, 1.34257e+23, 8.05355e-05, 1.66887e-05
1.62975e-06, 80, 2.21689e-05, 3.10657e-100, 676.595, 1.41185e+23, 8.32529e-05, 1.72506e-05
1.62975e-06, 81, 2.33121e-05, 1.65503e-101, 631.912, 1.48377e+23, 8.60268e-05, 1.78242e-05
1.62975e-06, 82, 2.43819e-05, 8.80992e-103, 590.674, 1.55842e+23, 8.88579e-05, 1.84096e-05
1.62975e-06, 83, 2.54055e-05, 4.68587e-104, 552.579, 1.63584e+23, 9.17464e-05, 1.90068e-05
1.62975e-06, 84, 2.65108e-05, 2.49039e-105, 517.354, 1.71611e+23, 9.46929e-05, 1.9616e-05
1.62975e-06, 85, 2.76972e-05, 1.32255e-106, 484.752, 1.7993e+23, 9.76979e-05, 2.02373e-05
1.62975e-06, 86, 2.88879e-05, 7.01828e-108, 454.551, 1.88548e+23, 0.000100762, 2.08707e-05
1.62975e-06, 87, 3.01284e-05, 3.72162e-109, 426.548, 1.97472e+23, 0.000103885, 2.15163e-05
1.62975e-06, 88, 3.14046e-05, 1.97207e-110, 400.562, 2.06709e+23, 0.000107068, 2.21743e-05
1.62975e-06, 89, 3.27176e-05, 1.04426e-111, 376.425, 2.16266e+23, 0.000110311, 2.28447e-05
1.62975e-06, 90, 3.40688e-05, 5.52588e-113, 353.989, 2.26151e+23, 0.000113615, 2.35277e-05
1.62975e-06, 91, 3.54811e-05, 2.92215e-114, 333.117, 2.36371e+23, 0.00011698, 2.42233e-05
1.62975e-06, 92, 3.6897e-05, 1.54425e-115, 313.683, 2.46933e+23, 0.000120407, 2.49316e-05
1.62975e-06, 93, 3.85353e-05, 8.15563e-117, 295.575, 2.57846e+23, 0.000123896, 2.56526e-05
1.62975e-06, 94, 3.98677e-05, 4.30452e-118, 278.69, 2.69116e+23, 0.000127447, 2.63866e-05
1.62975e-06, 95, 4.16083e-05, 2.27052e-119, 262.933, 2.80752e+23, 0.000131061, 2.71336e-05
1.62975e-06, 96, 4.31281e-05, 1.19692e-120, 248.217, 2.92761e+23, 0.000134739, 2.78936e-05
1.62975e-06, 97, 4.47275e-05, 6.30594e-122, 234.466, 3.05151e+23, 0.00013848, 2.86669e-05
